epoch,train_loss,val_loss,val_macro_f1,val_acc,theta_disp,theta_disp_rel,phi_disp,phi_disp_rel,feat_disp,feat_disp_rel,input_jac_op,epoch_secs
1,0.673674390883441,1.0785379639551471,0.36368019745212693,0.7469488574036713,0.26919866876419,0.05843974668464667,2.6648409308114864,0.031935980073867824,1556.7396240234375,0.47425087852809505,4.312383651733398,51.63
2,0.4891575143759241,0.9869475983560879,0.488787248941479,0.8252851696442954,0.35475939535962475,0.07701393656212893,3.339379628588929,0.04001978506282575,1809.451904296875,0.5512380760561972,,44.53
3,0.47560555523907266,0.7107098586160904,0.5831186016693406,0.7908807081872646,0.4187683029061938,0.0909094894627236,4.441677971340479,0.05322994612818102,2095.445556640625,0.6383642330476506,,44.94
4,0.4365147020463353,0.22951048258471843,0.6858226686948146,0.9338759291505895,0.4566385359827596,0.09913065503550608,5.233984365094268,0.062725102447179,2382.151123046875,0.7257072701546781,,44.93
5,0.32475772338645764,0.3049073146716009,0.6823947260452813,0.9173218984205399,0.5175633539956219,0.1123566897251453,5.596218626030335,0.0670661893786994,2245.150634765625,0.683970938064513,6.1038007736206055,48.9
6,0.3193963384474708,0.6671211709335053,0.4677790379281179,0.6309018801635459,0.5841387746684763,0.1268094013132308,5.947430434613436,0.07127518106406858,2231.145263671875,0.6797042903587417,,44.64
7,0.3838864274517855,0.20036066412918177,0.7221275991759164,0.9346430297404899,0.6406323111414677,0.13907345884352063,6.359107416986163,0.07620879933520565,2037.3720703125,0.6206725128105045,,44.9
8,0.4448489811046802,0.27590787710288733,0.7525608645608722,0.9214028735588098,0.7014565138203248,0.1522776511716844,6.725653846106146,0.08060156414198101,2057.762451171875,0.626884313349819,,44.57
9,0.31650337635369924,0.309148170210045,0.7932000936616663,0.9066745422327229,0.7487176680723844,0.162537471159627,6.924459341986813,0.08298408847264978,1977.1934814453125,0.602339486401706,,43.38
10,0.33401057512691024,0.2776799160246673,0.7228672781034182,0.9249545492900484,0.7909521006755399,0.17170605120509608,7.1908082133008016,0.08617606595566993,2122.8388671875,0.6467094318157477,24.82274627685547,45.94
11,0.40688653244028655,0.24251083853893388,0.5892780891244767,0.9064290700439549,0.8206080079395826,0.17814398686120497,7.252049780363514,0.08690999699177558,2091.14111328125,0.637052911608114,,43.91
12,0.423979112064361,0.2650142106666951,0.7366646205369274,0.9304239764960379,0.8509133832706457,0.18472291411095984,7.432844248066885,0.08907667360323177,2052.19140625,0.6251871297567849,,43.6
13,0.30921827563159143,0.45057677374277616,0.6771537079000018,0.8429054701943066,0.8917576313473045,0.1935897020563924,7.629421069358706,0.09143248905742031,2201.930419921875,0.6708041730233266,,44.81
14,0.45099576603560393,0.6592401927781204,0.5005363635169924,0.7048273640122429,0.9254385480120034,0.20090141814706844,7.772351817963717,0.09314539938036505,2125.7626953125,0.6476001575579001,,43.94
15,0.417198502517256,0.4117745854867654,0.6010771947722664,0.8796495884505335,0.9666789424633423,0.20985420463734009,8.01166961987834,0.09601343118853001,2162.989501953125,0.6589410687042886,10.522686958312988,49.26
16,0.30631161355361713,0.2652590581401317,0.8377736120357904,0.928322120879711,1.0240938760213913,0.22231828623347666,8.330430781244383,0.09983352790800247,2484.18505859375,0.7567912631526337,,44.22
17,0.36939714385208894,0.17218740382103856,0.7003226505056228,0.9443391811968304,1.0814136050488947,0.23476170008755545,8.533947435733499,0.10227251169398231,2364.818359375,0.7204269533490574,,44.02
18,0.27481259969975047,0.3201892156118168,0.687398035159495,0.8732826535543606,1.1473327348747955,0.2490719389397114,8.850568928563273,0.1060669662030891,2653.43896484375,0.8083533949919436,,44.28
19,0.28362854240817376,0.47843436410316564,0.6002309992656487,0.8651974133368109,1.222199935353105,0.2653246947613742,9.15111151905387,0.10966872797066055,2496.183837890625,0.7604466153611813,,44.01
20,0.22708742065215587,1.0963514057083785,0.5092089629111685,0.6870536433442518,1.2881390949795548,0.27963928183885983,9.390704222020084,0.11254005424732617,2577.8359375,0.7853214109762163,19.387880325317383,46.04
21,0.28886904938271063,1.1599869857898075,0.5061547594237472,0.6585175013999586,1.3207410645073983,0.28671677166960147,9.521382498865695,0.11410612852859968,2458.613037109375,0.7490009085759575,,44.26
22,0.28447927677097684,0.5611638735324731,0.605039343706385,0.8085163507490737,1.3709392100933515,0.29761417664396206,9.715520462854574,0.116432716235147,2695.182861328125,0.8210704089841323,,43.54
23,0.25265433247321323,0.27179031940601234,0.6437472295731469,0.9191015717891087,1.4233619223455913,0.3089945079011965,9.90620489202658,0.11871791609830717,2451.603759765625,0.7468655765738534,,44.5
24,0.2590270967686747,0.4466600905162718,0.5438299136209623,0.908876120925737,1.4698182070712902,0.3190796005346145,10.116999797708786,0.12124412388418421,2813.5849609375,0.857140859618767,,43.05
25,0.3172734195795286,2.2724852703734673,0.2719215287789911,0.28516197328955745,1.5154850079939732,0.32899330586633563,10.267059125304158,0.12304246450578539,2860.4453125,0.8714165692838256,68.92626953125,45.63
26,0.4960670793192175,0.2337142771875566,0.7850785297161718,0.9491719149132025,1.5544403483966924,0.33745003500099297,10.433003135853392,0.1250311703054461,2769.39794921875,0.8436795660255663,,45.23
27,0.3771814431473836,0.68245863462753,0.5076703439857316,0.8735511387608257,1.6024722736224837,0.3478771799636969,10.586970636306727,0.1268763472425189,2578.99072265625,0.7856732089689001,,44.35
28,0.3993997825566219,1.0099867416280757,0.5241965213038217,0.6565537238898137,1.6583056298331282,0.3599979204134274,10.780028435718952,0.12918999004342563,2286.242431640625,0.6964892940358861,,44.03
29,0.34071884022502924,0.2118581710989694,0.8772025008316329,0.9407107954066016,1.7235052609493284,0.37415196487380625,11.222422409903926,0.13449172681165675,2641.685546875,0.8047727905598542,,44.63
30,0.12365883178661216,0.5020630422953388,0.7314049051230792,0.859006911576315,1.7478647115079244,0.37944010439751436,11.351983014892598,0.13604440669263432,2851.84228515625,0.8687957114262798,73.09886932373047,44.65
31,0.2721186099168113,0.1265356673492256,0.8957342330217847,0.974179394143954,1.780795918421091,0.38658906764781537,11.55638483244616,0.13849399844761576,2874.897705078125,0.8758193992569551,,43.23
32,0.18292031136560422,0.27441222255901143,0.6956501671448123,0.9375963670116062,1.8150495619333185,0.39402511574965143,11.738279779333821,0.140673863418983,2686.213134765625,0.8183378385293326,,43.52
33,0.18398456972282096,1.0055778751821287,0.6848275688335317,0.8308850039505681,1.8439919503009696,0.4003081551584971,11.904144283620933,0.14266161639989436,2553.4716796875,0.7778989939618672,,43.96
34,0.2236325559802541,1.1230878515807485,0.555339649095929,0.7252015556799963,1.8698368957131337,0.40591877749143457,12.011288662459721,0.14394565579904173,2489.56494140625,0.7584302104183377,,44.4
35,0.25610588960234737,1.6638037526526266,0.5274096930427372,0.6996340930186176,1.908658109240546,0.4143463893178506,12.148153215737826,0.14558586763899473,2760.350830078125,0.840923418411426,130.8026123046875,44.03
36,0.1833124712288092,0.527207960960019,0.7325116958839767,0.863394726950545,1.944686064477944,0.42216761884808895,12.3106766645961,0.1475335807517221,2626.604248046875,0.8001783682761214,,43.39
37,0.056032673709709255,3.399638316886287,0.31206055998769566,0.36002331985793296,1.9793993809072132,0.42970345633206813,12.493761891897442,0.1497277102786709,2503.84326171875,0.7627800103769251,,43.55
38,0.24089512090450285,0.8971591547088101,0.7402182451486261,0.8743642653861201,2.010799929169913,0.4365201322638449,12.600625699287331,0.15100838725415622,2430.947998046875,0.740572929434529,,43.94
39,0.3622033293410588,0.1863069278338399,0.7885966419588488,0.952470447449774,2.0314501800154208,0.4410030497831845,12.738768289914372,0.15266391534613663,2564.53369140625,0.7812689658537282,,44.12
40,0.03402018780157717,1.228518556038809,0.5270445019435945,0.7039145143102615,2.0618927146920893,0.4476117526534854,13.018351920217263,0.15601450079500762,2736.932373046875,0.8337891336219515,210.55018615722656,45.51
41,0.15087754981453777,0.7118891159361408,0.5251790806616596,0.8925752333903545,2.08886276822472,0.45346662223272144,13.125362335633332,0.15729693475003667,2386.4482421875,0.7270163603173054,,44.27
42,0.08383182387795969,1.982482003170635,0.5100335254125379,0.6873988386097069,2.124394401322929,0.46118010628181993,13.216624936386136,0.15839064378363493,2851.858642578125,0.868800694611377,,43.84
43,0.09003891218506087,3.6646395588856397,0.2920113160731008,0.34500349030768407,2.1454001418616695,0.4657401962764801,13.303776625633065,0.15943508684176008,2334.733154296875,0.7112616859409324,,43.86
44,0.38236819521518844,0.6393041765388006,0.6993415895903756,0.8523791624795759,2.172656978335523,0.4716573229334182,13.417748053964221,0.16080094295050187,2449.22900390625,0.746142122223994,,40.32
45,0.35901274982862885,0.5242062765443789,0.5428715504349177,0.9060148357254086,2.19810865964015,0.4771825724265487,13.529969817189144,0.16214583072701697,2373.608642578125,0.7231048575195816,46.79355239868164,39.6
46,0.2439836999448341,6.080861055641356,0.12999257511371595,0.10365063170733578,2.2244257919875183,0.48289570078229754,13.682252803875583,0.16397082011838235,2277.67138671875,0.6938781794208438,,38.97
47,0.3635487696024179,0.6457165092011747,0.5407597964592745,0.902371107923382,2.2491100148799807,0.4882543444173687,13.811462602365307,0.16551929586498526,2485.16259765625,0.7570890642441148,,39.54
48,0.13803309050934173,8.148477587945848,0.1299490285446125,0.10344351454806269,2.2711965321339758,0.4930490578511123,13.780363711200337,0.16514660061061545,2486.232177734375,0.7574149050487549,,57.87
49,0.039795289874928044,1.2911704007807596,0.6710598797512132,0.8187264596006474,2.288619284275645,0.49683132477829545,13.845892806616122,0.16593191423337636,2642.52294921875,0.8050278998864726,,52.97
50,0.03041694986044047,1.1000321028242237,0.6897834837079402,0.8356256855961522,2.308271562029996,0.5010975945151143,13.95211279100405,0.16720487550683832,2553.308837890625,0.7778493852385859,227.3345184326172,56.53
51,0.0088795154936262,2.4537676203612917,0.47795428721177713,0.6136651299084849,2.3231619951443325,0.504330125876511,14.12039948802253,0.1692216565238736,2753.8505859375,0.8389431601545114,,57.55
52,0.0977917652585494,0.9477644154061527,0.6696804082858963,0.8165172099017344,2.3498125891527466,0.5101156446905412,14.212495846673573,0.1703253574768081,2780.89111328125,0.8471808857514822,,56.83
53,0.13728437225091927,9.488137874823517,0.13761456009438872,0.10361227667784076,2.3595757304064975,0.512235103543495,14.275923949061408,0.17108549238413417,2509.884765625,0.7646205163234269,,57.79
54,0.07583832570278073,1.293329735849335,0.5927527347238307,0.7544280881551998,2.3748601468914825,0.5155531638879448,14.314151237107792,0.17154361575473084,2573.552978515625,0.7840166346156134,,57.35
55,0.01518124303362439,2.099462453929458,0.5403405262736684,0.702878928513896,2.395660160310718,0.5200685930348926,14.497303282112455,0.17373854603823408,2730.818115234375,0.8319264636581517,252.695068359375,57.85
56,0.2085504285499859,0.7183909347535793,0.7531632048343222,0.898121370655334,2.416627946390281,0.5246204435795211,14.576146585819416,0.17468341976297708,2473.31689453125,0.7534803457229694,,56.32
57,0.21008371242126553,3.10104456678456,0.4076479481279523,0.48842061659545416,2.432407810067964,0.5280460594649021,14.679458463723092,0.175921529713923,2494.670166015625,0.7599854847999467,,56.87
58,0.26814149711358454,0.6643240497550648,0.7573141621324732,0.8963877233221592,2.4577813630761876,0.533554348258072,14.803293694547772,0.17740559558004412,2579.8720703125,0.7859417059569739,,57.42
59,0.10105301690797754,0.3123764652177454,0.8293955940924633,0.9646980308527857,2.4641086981491087,0.5349279355070279,14.893219369231906,0.17848328262756596,2679.58203125,0.8163177147916404,,55.28
60,0.10014917901682517,5.60690455518468,0.24242498488529612,0.2531125106435207,2.4751402801651254,0.537322757374114,14.931964240278358,0.17894760881506838,2592.87548828125,0.7899031149815666,188.35015869140625,58.18
