step,loss,acc_train,gnorm_theta,gnorm_phi,disp
0,0.7610456347465515,0.28174999356269836,0.9534595012664795,0.5772570063368546,0.0
25,0.7317282557487488,0.36941665410995483,0.903951108455658,0.5370134477788937,0.006716907490044832
50,0.7053231000900269,0.47562500834465027,0.8659372925758362,0.5096724652367511,0.013112825341522694
75,0.6809505820274353,0.5798749923706055,0.8358770608901978,0.4924347523304141,0.019261419773101807
100,0.6581802368164062,0.6765833497047424,0.8060341477394104,0.48171604120100864,0.0251887459307909
125,0.6366512179374695,0.7590416669845581,0.7829221487045288,0.47794352981498256,0.030919881537556648
150,0.6160078048706055,0.8147083520889282,0.7626997828483582,0.4782293322897357,0.036490023136138916
175,0.5960407853126526,0.8547083139419556,0.7451773285865784,0.4816135560448528,0.0419175885617733
200,0.5765684247016907,0.8795416355133057,0.7298448085784912,0.4868633318197582,0.04722299426794052
225,0.5575163960456848,0.8962500095367432,0.7149369716644287,0.4927621083683551,0.05241338536143303
250,0.5388522148132324,0.9069166779518127,0.7000623941421509,0.49880703611872956,0.05749067664146423
275,0.5205482244491577,0.9147916436195374,0.6855964064598083,0.5045471945183819,0.06245875731110573
300,0.5026115775108337,0.9197083115577698,0.6710125803947449,0.5094374984808094,0.06731721013784409
325,0.48505842685699463,0.9233333468437195,0.6561118364334106,0.5132311761737655,0.07206576317548752
350,0.46792659163475037,0.9263333082199097,0.6405683159828186,0.5156088818930405,0.07670070976018906
375,0.4512544572353363,0.9290833473205566,0.6246314644813538,0.516507465464435,0.08121861517429352
400,0.4350855350494385,0.9309166669845581,0.6082080006599426,0.5157943138492691,0.08561687171459198
425,0.41944822669029236,0.9326666593551636,0.5919681191444397,0.5137900654287962,0.08989482372999191
450,0.4043686091899872,0.934208333492279,0.5752685070037842,0.5103177697877536,0.0940515324473381
475,0.3898853361606598,0.9351666569709778,0.5581271052360535,0.5053512875379792,0.09808363765478134
500,0.37601813673973083,0.9364166855812073,0.5410441160202026,0.49926963742019065,0.10199061036109924
525,0.3627799451351166,0.937416672706604,0.5237823128700256,0.49200971605377525,0.10577244311571121
550,0.3501812815666199,0.93791663646698,0.5066178441047668,0.4838597422011982,0.10942871123552322
575,0.3382219076156616,0.9384166598320007,0.4897908568382263,0.47494613296929605,0.11296075582504272
600,0.32689157128334045,0.9389166831970215,0.4732511043548584,0.4653979660266583,0.11637121438980103
625,0.3161754310131073,0.9396666288375854,0.4571646451950073,0.4554046382291024,0.1196627989411354
650,0.30605289340019226,0.9399999976158142,0.44151219725608826,0.4451424591840759,0.12283934652805328
675,0.2965051829814911,0.9403749704360962,0.42611584067344666,0.43450860269488295,0.1259036809206009
700,0.28751468658447266,0.940791666507721,0.4111837148666382,0.42365459599564187,0.12885810434818268
725,0.27905720472335815,0.9411666393280029,0.39672860503196716,0.4128170742806891,0.13170628249645233
750,0.2711058259010315,0.9417916536331177,0.38277897238731384,0.401907273685502,0.13445213437080383
775,0.26363369822502136,0.9420832991600037,0.36947062611579895,0.3911139289950693,0.13709960877895355
800,0.25661298632621765,0.9423333406448364,0.3566819131374359,0.38052587348086647,0.13965268433094025
825,0.25001823902130127,0.9425833225250244,0.3442736864089966,0.3699979280726834,0.14211472868919373
850,0.24382548034191132,0.9427499771118164,0.33239617943763733,0.3597266050322563,0.14448899030685425
875,0.23800776898860931,0.9429582953453064,0.32109731435775757,0.34969528908032144,0.1467796117067337
900,0.23254084587097168,0.9433333277702332,0.31027764081954956,0.339920682503772,0.14899079501628876
925,0.2274022251367569,0.9434166550636292,0.2999568581581116,0.3304350611287164,0.15112590789794922
950,0.22257015109062195,0.9436666369438171,0.29002729058265686,0.3212106065251252,0.15318822860717773
975,0.2180250883102417,0.9437499642372131,0.2805421054363251,0.31227201691682477,0.15518075227737427
1000,0.21374580264091492,0.9438750147819519,0.2715891897678375,0.30371506090142486,0.1571073681116104
1025,0.2097143679857254,0.9440416693687439,0.26298078894615173,0.2953911539262234,0.15897080302238464
1050,0.20591501891613007,0.9440416693687439,0.2547668218612671,0.28732997004852506,0.16077373921871185
1075,0.2023317515850067,0.9441249966621399,0.246927872300148,0.2795636078922268,0.1625189483165741
1100,0.19895043969154358,0.9441249966621399,0.23939189314842224,0.2720169003740895,0.16420912742614746
1125,0.19575797021389008,0.9445416331291199,0.23219753801822662,0.2647869035166992,0.1658463329076767
1150,0.19274145364761353,0.9446249604225159,0.22532705962657928,0.2578112513746466,0.16743308305740356
1175,0.1898893415927887,0.9447083473205566,0.21873639523983002,0.25107098122728655,0.16897165775299072
1200,0.18719050288200378,0.9447083473205566,0.212528258562088,0.24461977205814187,0.17046429216861725
1225,0.184634268283844,0.9451666474342346,0.20653407275676727,0.23835591187585373,0.17191313207149506
1250,0.18221145868301392,0.9453333020210266,0.20079432427883148,0.23232968382191624,0.17332009971141815
1275,0.17991377413272858,0.9454583525657654,0.19531604647636414,0.22654529433642603,0.17468690872192383
1300,0.17773252725601196,0.9457499980926514,0.190094456076622,0.22102474589901186,0.17601552605628967
1325,0.17566080391407013,0.9458749890327454,0.18501883745193481,0.21560147634902907,0.17730754613876343
1350,0.17369265854358673,0.9459583163261414,0.18014776706695557,0.21038399928893237,0.17856410145759583
1375,0.1718212515115738,0.9460416436195374,0.17546731233596802,0.20534246384423843,0.17978663742542267
1400,0.1700407713651657,0.9461249709129333,0.17097848653793335,0.20052555591904644,0.18097642064094543
1425,0.1683454066514969,0.9464583396911621,0.16665330529212952,0.1958280489778454,0.18213514983654022
1450,0.16673071682453156,0.9467083215713501,0.16253745555877686,0.1913357096528538,0.1832636594772339
1475,0.16519127786159515,0.9467916488647461,0.1584949642419815,0.18699504541625878,0.18436317145824432
1500,0.16372354328632355,0.9468749761581421,0.15458932518959045,0.1827602630796677,0.18543481826782227
1525,0.16232351958751678,0.9470416307449341,0.15084208548069,0.1786822759775645,0.1864795833826065
1550,0.16098691523075104,0.9471666812896729,0.14724725484848022,0.17472971705692686,0.1874985545873642
1575,0.15971039235591888,0.9472916722297668,0.14376379549503326,0.1709334523715977,0.188492551445961
1600,0.15849044919013977,0.9474999904632568,0.14040729403495789,0.16723482220979233,0.1894625425338745
1625,0.15732420980930328,0.9474583268165588,0.13716189563274384,0.16364375843760534,0.19040940701961517
1650,0.1562088578939438,0.9475833177566528,0.13402318954467773,0.16016429104042826,0.19133394956588745
1675,0.15514151751995087,0.9475416541099548,0.13101233541965485,0.15680787239630828,0.19223690032958984
1700,0.1541195660829544,0.9476249814033508,0.12810373306274414,0.15355266443480298,0.1931191086769104
1725,0.15314032137393951,0.9475416541099548,0.12532398104667664,0.15041068780608338,0.1939813196659088
1750,0.15220169723033905,0.9476666450500488,0.12259571999311447,0.14733908426790648,0.19482406973838806
