arm,width,head_mult,seed,threshold,step,loss,acc_train,f1_train,gnorm_theta,gnorm_phi,disp,wall_s,probe_val,probe_test,acc_iid_val,f1_iid_val,f1_iid_val_CancerEpi,f1_iid_val_CAS,f1_iid_val_NormalStroma,f1_iid_val_NormalEpi,acc_ctx_random_val,f1_ctx_random_val,f1_ctx_random_val_CancerEpi,f1_ctx_random_val_CAS,f1_ctx_random_val_NormalStroma,f1_ctx_random_val_NormalEpi,acc_homogeneous_val,f1_homogeneous_val,f1_homogeneous_val_CancerEpi,f1_homogeneous_val_CAS,f1_homogeneous_val_NormalStroma,f1_homogeneous_val_NormalEpi,acc_iid_test,f1_iid_test,f1_iid_test_CancerEpi,f1_iid_test_CAS,f1_iid_test_NormalStroma,f1_iid_test_NormalEpi,acc_ctx_random_test,f1_ctx_random_test,f1_ctx_random_test_CancerEpi,f1_ctx_random_test_CAS,f1_ctx_random_test_NormalStroma,f1_ctx_random_test_NormalEpi,acc_homogeneous_test,f1_homogeneous_test,f1_homogeneous_test_CancerEpi,f1_homogeneous_test_CAS,f1_homogeneous_test_NormalStroma,f1_homogeneous_test_NormalEpi,status,lr,reached_star
shuffull,32,1.0,1,init,0,1.4110184907913208,0.19936102628707886,0.18786507646937592,0.0,1.9830996408083277,0.0,0.004163503646850586,0.6344559834848466,0.6419532823690661,0.08702702820301056,0.08771349675374143,0.03335017685699848,0.05071521456436931,0.11473380107304994,0.15205479452054796,0.1899999976158142,0.18347700965860278,0.19496518478843064,0.12492113564668769,0.24245002126754572,0.17157169693174704,0.07810810953378677,0.07859852090613481,0.06321575813101236,0.038871473354231974,0.10110069302894414,0.11120615911035073,0.08481481671333313,0.08075091360006961,0.03480422622747048,0.06174957118353345,0.14806505888951205,0.07838479809976247,0.18074074387550354,0.16545956586796723,0.20577871740662437,0.13238770685579196,0.24545954870665934,0.0782122905027933,0.0770370364189148,0.07290590221837995,0.05730337078651685,0.031224322103533278,0.1291409320606401,0.07395498392282958,max_steps,0.001,True
shuffull,32,1.0,1,1.0,234,0.9991618394851685,0.5189776420593262,0.45966153041625596,0.0,0.9607982332102348,0.0,1.003690242767334,0.6344559834848466,0.6419532823690661,0.46189188957214355,0.4119026853357564,0.6470344255495645,0.06521739130434782,0.5227475468331847,0.4126113776559287,0.45378378033638,0.41027347923080165,0.6151930261519303,0.1356443104747551,0.5377920293174531,0.3524645509790682,0.46432432532310486,0.40661139643178684,0.6669351590817559,0.05168363351605325,0.5267379679144385,0.38108882521489973,0.4322222173213959,0.3700231683362952,0.6440071556350626,0.06171648987463838,0.5334051724137931,0.24096385542168675,0.45370370149612427,0.38573844995046647,0.6739255014326647,0.11433926897844424,0.5339805825242718,0.22070844686648503,0.4592592716217041,0.39140310440901327,0.7035118019573978,0.06171648987463838,0.5300429184549357,0.27034120734908135,max_steps,0.001,True
shuffull,32,1.0,1,0.8,602,0.7999510765075684,0.6316933035850525,0.5897170671652462,0.0,0.5579315190791466,0.0,2.5560362339019775,0.6344559834848466,0.6419532823690661,0.5386486649513245,0.4834954937123962,0.7359941413401684,0.2708333333333333,0.5582733812949641,0.3688811188811189,0.522702693939209,0.4860307696212182,0.6762088974854932,0.3599740090968161,0.5652610441767069,0.3426791277258567,0.5394594669342041,0.47927850455390064,0.7499092558983667,0.25383542538354253,0.5533333333333333,0.36003600360036003,0.5292592644691467,0.46574397178469995,0.7508196721311475,0.27791986359761295,0.562894887995405,0.27134146341463417,0.5255555510520935,0.47016931629906333,0.7182940516273849,0.34991974317817015,0.564650059311981,0.2478134110787172,0.5351851582527161,0.4690984162432091,0.7697297297297298,0.2658662092624357,0.5559977259806709,0.2848,max_steps,0.001,True
shuffull,32,1.0,1,0.6,1884,0.5999912619590759,0.7563578486442566,0.7370365004747106,0.0,0.3066720854775729,0.0,7.884392738342285,0.6344559834848466,0.6419532823690661,0.5864865183830261,0.562003152734719,0.6925490196078431,0.5402038505096263,0.6140155728587319,0.401244167962675,0.6181080937385559,0.5973768300611375,0.6913875598086124,0.6384976525821596,0.646562123039807,0.41305998481397116,0.5867567658424377,0.5623114263135234,0.6942148760330579,0.5437325905292479,0.6081609837898267,0.4031372549019608,0.5844444632530212,0.5509320718784293,0.6826060968320382,0.5743519781718963,0.6231292517006802,0.32364096080910243,0.6174073815345764,0.5806222895595221,0.6969515839808726,0.659217877094972,0.6304023845007451,0.3359173126614987,0.5711110830307007,0.541152846682253,0.6592865928659286,0.5712338104976141,0.6148648648648649,0.3192261185006046,max_steps,0.001,True
shuffull,32,1.0,1,0.5,3371,0.4999578893184662,0.7936741709709167,0.7753015741209921,0.0,0.22046738892975684,0.0,14.0801100730896,0.6344559834848466,0.6419532823690661,0.6148648858070374,0.5898233803417672,0.702301989855638,0.6157090142329995,0.6351829988193625,0.406099518459069,0.6513513922691345,0.6279546214923288,0.7131599684791174,0.6950562897699462,0.6670942912123156,0.4365079365079365,0.6145946383476257,0.5896928796958313,0.6967438211063162,0.6257731958762887,0.6362545018007203,0.4,0.5974074006080627,0.563245226110182,0.6666666666666666,0.6351437699680511,0.6328747284576394,0.3182957393483709,0.6322222352027893,0.5918497840249173,0.6903187011425135,0.706158357771261,0.6371541501976284,0.33376792698826596,0.6040740609169006,0.5702973473872308,0.6576354679802956,0.66375,0.6411764705882353,0.31862745098039214,max_steps,0.001,True
shuffull,32,1.0,1,0.4,6465,0.3999849259853363,0.8345687389373779,0.8176742422978298,0.0,0.1505631019062691,0.0,26.9494948387146,0.6344559834848466,0.6419532823690661,0.6505405306816101,0.623779943877248,0.7244701348747592,0.6779156327543424,0.661198738170347,0.4315352697095436,0.6697297692298889,0.6434877635905749,0.7322957198443579,0.716927453769559,0.6724252491694352,0.45230263157894735,0.6497297286987305,0.6248321179726488,0.71484375,0.6862170087976539,0.6632718014003819,0.4349959116925593,0.6222222447395325,0.5831786016372865,0.6802884615384616,0.6868564506359782,0.6443259710586443,0.32124352331606215,0.6518518328666687,0.6093464957045494,0.6982603479304139,0.7383390216154722,0.6529605263157895,0.34782608695652173,0.618148148059845,0.5801505160367372,0.6642335766423357,0.6968433591423466,0.6417445482866043,0.31778058007566207,max_steps,0.001,True
shuffull,32,1.0,1,0.3,12890,0.299990177154541,0.8830032348632812,0.8697838609109341,0.0,0.10943395374920836,0.0,53.65061902999878,0.6344559834848466,0.6419532823690661,0.6732432842254639,0.6461455859203736,0.7393800229621125,0.7077515647568609,0.67578125,0.4616695059625213,0.6837838292121887,0.6563073603924409,0.7494199535962877,0.7296661965209215,0.6774193548387096,0.46872393661384487,0.6710811257362366,0.6461794649467462,0.7385570209464701,0.7023923444976077,0.6671018276762402,0.4766666666666667,0.6366666555404663,0.590481559959479,0.7033997655334114,0.7045720984759671,0.6377269139700079,0.31622746185852985,0.6596296429634094,0.6108996665263349,0.7202346041055718,0.7402015677491601,0.6432748538011696,0.3398876404494382,0.6355555653572083,0.5909082987546176,0.6899408284023668,0.7144508670520231,0.6403225806451613,0.31891891891891894,max_steps,0.001,True
shuffull,32,1.0,1,0.2,24476,0.19999775290489197,0.9307348728179932,0.9221044638223405,0.0,0.08914511639360476,0.0,101.92601013183594,0.6344559834848466,0.6419532823690661,0.6959459781646729,0.6656904436717082,0.7661654135338346,0.7303529411764705,0.6778298727394507,0.48841354723707664,0.6897297501564026,0.659456123609752,0.7597254004576659,0.7343895619757689,0.672108843537415,0.47160068846815834,0.6956756711006165,0.6678475061628599,0.7624100037893141,0.7252440725244073,0.6810810810810811,0.5026548672566372,0.6540740728378296,0.6018283108349397,0.7332952598515134,0.7192285876347135,0.6254125412541254,0.3293768545994065,0.6711111068725586,0.6173301338171717,0.738479262672811,0.7494481236203091,0.641156462585034,0.34023668639053256,0.6570370197296143,0.6068420438101295,0.725287356321839,0.7288040426726559,0.6341463414634146,0.3391304347826087,max_steps,0.001,True
shuffull,32,1.0,1,0.15,32927,0.14999793469905853,0.9559744596481323,0.9500318119043087,0.0,0.0805412799838965,0.0,138.951758146286,0.6344559834848466,0.6419532823690661,0.7024324536323547,0.6698859488712707,0.7763304800893189,0.7352256863657515,0.6771117166212534,0.4908759124087591,0.6905405521392822,0.6584906896074716,0.7629882442169131,0.7363045496750232,0.6703221384509939,0.4643478260869565,0.6945946216583252,0.6645797735325141,0.7657657657657657,0.721735117674204,0.6757865937072504,0.4950316169828365,0.6544444561004639,0.6022890718745828,0.7403189066059226,0.7143661971830986,0.6156405990016639,0.33883058470764615,0.6722221970558167,0.6167070017901036,0.7470017133066819,0.7472647702407003,0.6286701208981001,0.3438914027149321,0.6577777862548828,0.6064402310317415,0.7394766780432309,0.7199552822806037,0.6170752324598479,0.3492537313432836,max_steps,0.001,True
shuffull,32,1.0,1,final,40000,0.11776942759752274,0.9716294407844543,0.9675513745025259,0.0,0.0721426323580825,0.0,176.0204792022705,0.6344559834848466,0.6419532823690661,0.7056757211685181,0.6704933508214036,0.7814227792112053,0.7401574803149606,0.6767330130404942,0.48366013071895425,0.6897297501564026,0.6553653944075195,0.7646616541353384,0.7353760445682451,0.6684931506849315,0.45293072824156305,0.7002702951431274,0.6696637416378666,0.7739520958083832,0.7275229357798165,0.6717451523545707,0.5054347826086957,0.653333306312561,0.6010923759776594,0.7474402730375427,0.7094972067039106,0.6,0.3474320241691843,0.6700000166893005,0.6134727537150245,0.744874715261959,0.7437020810514786,0.6299483648881239,0.3353658536585366,0.6570370197296143,0.6049746658147459,0.7420454545454546,0.7204419889502762,0.6051724137931035,0.3522388059701492,max_steps,0.001,True
