step,loss,acc_train,gnorm_theta,gnorm_phi,align_u,align_V,gain_u,gain_V,h_u,h_V,w_norm,disp
0,0.6990154981613159,0.50018310546875,0.02841659593564625,0.0701229623469859,,,,,,,8.757153008844561,0.0
25,0.6988753080368042,0.50018310546875,0.027998184878824744,0.06862565553927057,,,,,,,8.75708578375753,8.055349741307541e-05
50,0.6987406015396118,0.5003814697265625,0.027649069829485208,0.06725451216186326,,,,,,,8.757019826356549,0.00015999267901670817
75,0.6986106038093567,0.500762939453125,0.027344981596559563,0.06600380720269414,,,,,,,8.756955147417049,0.00023847394385515333
100,0.6984851360321045,0.5013427734375,0.02697988859681527,0.06482027945266519,,,,,,,8.756891550509309,0.00031604588238338813
125,0.6983638405799866,0.5015106201171875,0.02668106091975615,0.06372762775409414,,,,,,,8.756828909924582,0.00039260980281542133
150,0.6982463598251343,0.50140380859375,0.026395832098069862,0.06263779811711942,,,,,,,8.756767354292002,0.0004683138006503895
175,0.6981326341629028,0.5015716552734375,0.026125752252262775,0.06167367103060556,,,,,,,8.756706827257647,0.0005431852552357375
200,0.6980220079421997,0.501708984375,0.02590143606615613,0.060755955098518354,,,,,,,8.75664719249612,0.0006173176405851008
225,0.6979144811630249,0.5020294189453125,0.025622124849718434,0.05984068172077718,,,,,,,8.756588455507142,0.0006907345816950463
250,0.6978098154067993,0.5020904541015625,0.025408965342783793,0.059045350395710024,,,,,,,8.756530616634677,0.0007633751844658917
275,0.6977077722549438,0.50238037109375,0.025168508659199496,0.05827407810813845,,,,,,,8.75647355843011,0.0008354154683656837
300,0.6976082921028137,0.5025634765625,0.024936320023309665,0.057524963945100746,,,,,,,8.756417394370438,0.0009066878567858509
325,0.6975111961364746,0.502899169921875,0.024704106772826424,0.05681349758458388,,,,,,,8.75636210800873,0.0009772398330314743
350,0.6974163055419922,0.503021240234375,0.024489040245555486,0.05615306326539392,,,,,,,8.756307591347282,0.0010471782703021517
375,0.6973233222961426,0.5030670166015625,0.024330503083497317,0.055606616830707056,,,,,,,8.75625373660633,0.0011165475753304088
400,0.6972321271896362,0.5036468505859375,0.024167214578720588,0.054997569511009294,,,,,,,8.75620074004434,0.0011854977190458493
425,0.6971427202224731,0.503509521484375,0.023992592474592903,0.05446169548005446,,,,,,,8.756148480423423,0.0012538305936602297
450,0.6970549821853638,0.503662109375,0.023830507280458837,0.053935085673569805,,,,,,,8.756096906302599,0.00132169454224586
475,0.6969687938690186,0.5038909912109375,0.02366241988768682,0.053429861663160834,,,,,,,8.7560460184568,0.0013890424718175007
500,0.696884274482727,0.504302978515625,0.023482714262544477,0.05290494043480168,,,,,,,8.755995842585566,0.0014558041900091983
525,0.6968013048171997,0.504669189453125,0.023272543040045803,0.052410475871521464,,,,,,,8.755946311964296,0.0015219858582730366
550,0.6967197060585022,0.504608154296875,0.023165855396425995,0.05196018532520856,,,,,,,8.755897359291843,0.0015876461361769099
575,0.6966392993927002,0.5050506591796875,0.023090284136720454,0.05156661562989761,,,,,,,8.755849012468095,0.0016530557461315247
600,0.6965601444244385,0.50543212890625,0.022969978461161333,0.051184050938260235,,,,,,,8.755801343343032,0.0017180686037914586
625,0.6964819431304932,0.505828857421875,0.022849937240969526,0.0508087590003743,,,,,,,8.755754396298528,0.0017826939177470345
650,0.6964049339294434,0.5060272216796875,0.022742366314567605,0.05042367110201735,,,,,,,8.755708024849428,0.001846976976565002
675,0.6963289380073547,0.506317138671875,0.022616943138442255,0.05002995510591915,,,,,,,8.755662244910473,0.0019109029185806921
700,0.6962541341781616,0.5064544677734375,0.022495801562965094,0.049680221230296494,,,,,,,8.75561702865733,0.00197440555289248
