seed,encoder,retrain_steps,retrain_status,retrain_train_loss,retrain_train_acc,probe_acc,wall_s,retrained_acc_iid,retrained_acc_reversed,retrained_acc_ctx_random,retrained_acc_spec_only,retrained_acc_ctx_only,original_acc_iid,original_acc_reversed,original_acc_ctx_random,original_acc_spec_only,original_probe_acc,original_h_u
0,nl_init,20000,budget,0.6762313842773438,0.5756683349609375,0.62091064453125,61.6138391494751,0.55987548828125,0.5787353515625,0.56951904296875,0.59796142578125,0.49310302734375,,,,,,
0,nl_kappa1,20000,budget,0.6754395961761475,0.5752105712890625,0.6409912109375,60.768146991729736,0.56097412109375,0.5718994140625,0.5662841796875,0.6109619140625,0.49884033203125,0.88433837890625,0.12652587890625,0.5084228515625,0.52020263671875,0.6409912109375,
0,nl_kappa256,20000,budget,0.5901960730552673,0.6847991943359375,0.80975341796875,60.762531995773315,0.67889404296875,0.6810302734375,0.6788330078125,0.781494140625,0.4974365234375,0.87908935546875,0.1444091796875,0.51708984375,0.612060546875,0.80975341796875,
1,nl_init,20000,budget,0.6719599962234497,0.58306884765625,0.64227294921875,60.73176884651184,0.5655517578125,0.5804443359375,0.57659912109375,0.61749267578125,0.49444580078125,,,,,,
1,nl_kappa1,20000,budget,0.677159309387207,0.5703125,0.6622314453125,62.06315803527832,0.553466796875,0.5657958984375,0.5621337890625,0.61932373046875,0.49053955078125,0.88665771484375,0.1279296875,0.506591796875,0.5328369140625,0.6622314453125,
1,nl_kappa256,20000,budget,0.5588643550872803,0.710052490234375,0.8519287109375,62.433772802352905,0.70892333984375,0.69940185546875,0.699951171875,0.80218505859375,0.51043701171875,0.8822021484375,0.15435791015625,0.52227783203125,0.67071533203125,0.8519287109375,
2,nl_init,20000,budget,0.6660162210464478,0.59344482421875,0.64129638671875,61.245073080062866,0.602783203125,0.5802001953125,0.5914306640625,0.63006591796875,0.5162353515625,,,,,,
2,nl_kappa1,20000,budget,0.6689469814300537,0.5906219482421875,0.65771484375,61.619773387908936,0.6021728515625,0.56793212890625,0.58343505859375,0.640380859375,0.5201416015625,0.87774658203125,0.123046875,0.499267578125,0.521728515625,0.65771484375,
2,nl_kappa256,20000,budget,0.6097637414932251,0.666900634765625,0.783447265625,61.211162090301514,0.66650390625,0.64959716796875,0.66033935546875,0.76605224609375,0.50518798828125,0.882568359375,0.13128662109375,0.50323486328125,0.5650634765625,0.783447265625,
