seed,encoder,retrain_steps,retrain_status,retrain_train_loss,retrain_train_acc,probe_acc,wall_s,retrained_acc_iid,retrained_acc_reversed,retrained_acc_ctx_random,retrained_acc_spec_only,retrained_acc_ctx_only,original_acc_iid,original_acc_reversed,original_acc_ctx_random,original_acc_spec_only,original_probe_acc,original_h_u
3,init,20000,budget,0.6471962332725525,0.6226959228515625,0.6588134765625,44.56002759933472,0.6136474609375,0.60498046875,0.6116943359375,0.6298828125,0.502685546875,,,,,,
3,kappa1,20000,budget,0.6528730392456055,0.615081787109375,0.6669921875,67.14863061904907,0.6036376953125,0.600341796875,0.60284423828125,0.6337890625,0.50604248046875,0.8929443359375,0.1175537109375,0.50994873046875,0.52459716796875,0.6669921875,0.0687686725317632
3,kappa256,20000,budget,0.3782898783683777,0.83001708984375,0.8841552734375,67.24730968475342,0.8165283203125,0.80804443359375,0.81134033203125,0.8428955078125,0.50128173828125,0.87762451171875,0.15472412109375,0.52197265625,0.6337890625,0.8841552734375,0.5235803274384533
4,init,20000,budget,0.676690399646759,0.572540283203125,0.603515625,67.20826196670532,0.55059814453125,0.56109619140625,0.557861328125,0.57708740234375,0.4873046875,,,,,,
4,kappa1,20000,budget,0.6778192520141602,0.5699005126953125,0.608642578125,67.23167896270752,0.53399658203125,0.5667724609375,0.55126953125,0.5841064453125,0.48089599609375,0.89154052734375,0.10882568359375,0.49688720703125,0.50201416015625,0.608642578125,0.03031871715992
4,kappa256,20000,budget,0.45287421345710754,0.7864227294921875,0.82440185546875,67.20268869400024,0.76605224609375,0.77392578125,0.76904296875,0.80181884765625,0.49127197265625,0.87518310546875,0.13311767578125,0.50189208984375,0.56060791015625,0.82440185546875,0.3155677536032011
