step,loss,acc_train,gnorm_theta,gnorm_phi,align_u,align_V,gain_u,gain_V,h_u,h_V,w_norm,disp
0,0.7103756070137024,0.504638671875,0.29526597261428833,0.7205526230125858,0.0026724015511806185,0.032272087573605945,0.17617510867263253,0.6122195871615516,0.029236492048839192,0.377094833689866,3.4079537361778094,0.0
25,0.6963983774185181,0.531341552734375,0.28429579734802246,0.6615082081122302,0.002666281722705185,0.03219135494259832,0.17596222632722763,0.6114149570644789,0.029198193327186518,0.376246511586844,3.40773982992474,0.0021248686426635147
50,0.6841233968734741,0.5572967529296875,0.2758500576019287,0.624916726938063,0.002660976127205392,0.0321664479990207,0.17578134696378464,0.6111584939543347,0.02916738345374942,0.37602199770892364,3.4076289473943833,0.00417629515128712
75,0.6728960275650024,0.5811920166015625,0.2692321240901947,0.6003701591070336,0.0026564149012453155,0.032189456093498596,0.17562940236004354,0.611372765932205,0.02914351493368327,0.37633241187340294,3.4076051788700816,0.006168712933536173
100,0.6623845100402832,0.60430908203125,0.26371756196022034,0.5822369576253005,0.0026525545390101725,0.03225543450356436,0.17550449644402846,0.6120086138951985,0.02912622310314103,0.3771220734923894,3.407658666891431,0.00811149685379344
125,0.6524094343185425,0.6249237060546875,0.2596944570541382,0.5678107061164025,0.002649368127749335,0.03236076926923489,0.17540542678660148,0.6130293820863711,0.029115255529994586,0.3783502117832197,3.4077825284449137,0.010011805914515573
150,0.6428588628768921,0.644195556640625,0.2564813494682312,0.5555818771319984,0.0026468060100524084,0.032502561172707035,0.17533030927296392,0.6144049910663909,0.02911018558590559,0.3799849309462314,3.40797141057966,0.01187799427708048
175,0.6336609125137329,0.662811279296875,0.25427529215812683,0.5447699457721689,0.002644848472950047,0.03267847898597462,0.17527829700031328,0.6161105764849297,0.029110821189422903,0.38200088497120455,3.4082209925201767,0.013717334700407837
200,0.6247677206993103,0.6785736083984375,0.2526775598526001,0.5349873800675308,0.0026434504142987293,0.03288644706852529,0.1752477238151677,0.6181235354304633,0.029116733533059082,0.3843742234270163,3.4085274959393814,0.015534573405794658
225,0.6161434650421143,0.6940155029296875,0.25149187445640564,0.5259087586161154,0.0026425839314660944,0.03312440008365104,0.17523750733625695,0.6204212762296317,0.029127755712658073,0.38708138239692913,3.4088875243258276,0.017333812585185734
250,0.6077640652656555,0.706878662109375,0.25065842270851135,0.5174130463448054,0.0026422499798919286,0.03339064506784326,0.17524752984184105,0.6229846674151116,0.029143929958020908,0.39010367665264606,3.4092979202987714,0.01911681824870466
275,0.5996033549308777,0.719146728515625,0.25040850043296814,0.5094502103163259,0.002642424243962067,0.033683640257796126,0.17527684493251236,0.6257960026007664,0.029165043522483898,0.39342443727217213,3.4097557817040314,0.020888093105086093
300,0.5916410684585571,0.7304840087890625,0.25055286288261414,0.5019519598355647,0.0026430837950453734,0.03400191731725183,0.17532455613347658,0.6288383008473457,0.029190806136608974,0.39702802734870934,3.4102583586679116,0.02265073826114341
325,0.5838598012924194,0.7401885986328125,0.2507767677307129,0.4948374853753459,0.002644209303169276,0.0343439434674672,0.1753898926224134,0.632094087546028,0.029221048380256832,0.4008965359714631,3.4108030900571444,0.024407176917675216
350,0.5762456655502319,0.7494964599609375,0.25129494071006775,0.4880669949036482,0.00264578760554238,0.03470853581295219,0.17547229051895796,0.6355492389067456,0.029255748388403113,0.4050164080017678,3.4113875201501846,0.02615924456206061
