step,loss,acc
0,0.7257952690124512,0.4906158447265625
100,0.712710976600647,0.4896087646484375
200,0.7106740474700928,0.49114990234375
300,0.708884596824646,0.4933319091796875
400,0.7072791457176208,0.495452880859375
500,0.7058333158493042,0.4971160888671875
600,0.7045255303382874,0.4989776611328125
700,0.7033345103263855,0.5009918212890625
800,0.702247679233551,0.502593994140625
900,0.7012518644332886,0.5042266845703125
1000,0.7003358602523804,0.5059356689453125
1100,0.699491024017334,0.5074462890625
1200,0.6987085342407227,0.5089111328125
1300,0.6979827880859375,0.5106353759765625
1400,0.6973062753677368,0.5111846923828125
1500,0.6966752409934998,0.5132904052734375
1600,0.6960842609405518,0.5142822265625
1700,0.6955296993255615,0.515289306640625
1800,0.6950089931488037,0.5162506103515625
1900,0.6945177316665649,0.5182037353515625
2000,0.6940544247627258,0.52008056640625
2100,0.6936161518096924,0.5218505859375
2200,0.6932008862495422,0.5234222412109375
2300,0.6928065419197083,0.5244903564453125
2400,0.692431628704071,0.5255584716796875
2500,0.6920745372772217,0.5271759033203125
2600,0.6917334794998169,0.5282745361328125
2700,0.6914072632789612,0.5293121337890625
2800,0.6910951733589172,0.5301971435546875
2900,0.6907963156700134,0.5313873291015625
3000,0.6905094385147095,0.5328216552734375
3100,0.6902341246604919,0.5333404541015625
3200,0.6899691224098206,0.5346221923828125
3300,0.689713716506958,0.5353240966796875
3400,0.6894676685333252,0.5363616943359375
3500,0.6892299652099609,0.537261962890625
3600,0.6890001893043518,0.5379180908203125
3700,0.6887782216072083,0.5388946533203125
3800,0.6885635852813721,0.5399322509765625
3900,0.688355565071106,0.54022216796875
4000,0.6881541609764099,0.5406646728515625
4100,0.6879584789276123,0.541259765625
4200,0.6877681016921997,0.54168701171875
4300,0.6875828504562378,0.54205322265625
4400,0.6874022483825684,0.5426483154296875
4500,0.6872263550758362,0.5433349609375
4600,0.6870549321174622,0.5435333251953125
4700,0.6868879795074463,0.5445098876953125
4800,0.6867249011993408,0.5449066162109375
4900,0.6865659356117249,0.545166015625
5000,0.686410665512085,0.545623779296875
5100,0.6862590909004211,0.54632568359375
5200,0.6861110925674438,0.5467376708984375
5300,0.6859664916992188,0.5471954345703125
5400,0.6858248710632324,0.5476531982421875
5500,0.6856861114501953,0.5479888916015625
5600,0.6855502128601074,0.54840087890625
5700,0.6854170560836792,0.548828125
5800,0.685286283493042,0.54913330078125
5900,0.6851581335067749,0.5497589111328125
6000,0.6850320100784302,0.550079345703125
6100,0.6849080920219421,0.5504913330078125
6200,0.6847863793373108,0.5507659912109375
6300,0.6846667528152466,0.551483154296875
6400,0.68454909324646,0.5516357421875
6500,0.6844332218170166,0.5518341064453125
6600,0.684319019317627,0.5517425537109375
6700,0.6842063665390015,0.5519561767578125
6800,0.6840954422950745,0.55224609375
6900,0.6839860677719116,0.5526580810546875
7000,0.6838783025741577,0.5529937744140625
7100,0.6837722063064575,0.55328369140625
7200,0.683667778968811,0.5536651611328125
7300,0.6835648417472839,0.55419921875
7400,0.683463454246521,0.554443359375
7500,0.6833633780479431,0.5543212890625
7600,0.6832646131515503,0.5546112060546875
7700,0.6831672787666321,0.5549774169921875
7800,0.6830711364746094,0.5553436279296875
7900,0.682976245880127,0.5555267333984375
8000,0.6828826069831848,0.5556640625
8100,0.6827902793884277,0.5560455322265625
8200,0.6826988458633423,0.5563507080078125
8300,0.682608425617218,0.5566864013671875
8400,0.6825191974639893,0.5569305419921875
8500,0.6824310421943665,0.5574951171875
8600,0.6823436617851257,0.5578765869140625
8700,0.6822571754455566,0.5582122802734375
8800,0.6821715831756592,0.5582122802734375
8900,0.6820867657661438,0.558685302734375
9000,0.6820025444030762,0.559051513671875
9100,0.6819189190864563,0.559356689453125
9200,0.6818357706069946,0.55950927734375
9300,0.6817536354064941,0.5598602294921875
9400,0.6816720366477966,0.5604095458984375
9500,0.6815911531448364,0.560699462890625
9600,0.6815110445022583,0.560699462890625
9700,0.6814316511154175,0.5609893798828125
9800,0.6813530325889587,0.561370849609375
9900,0.6812752485275269,0.5615234375
10000,0.6811980605125427,0.5617523193359375
10100,0.6811217069625854,0.56207275390625
10200,0.6810460090637207,0.56219482421875
10300,0.6809707880020142,0.562286376953125
10400,0.6808961033821106,0.5622711181640625
10500,0.68082195520401,0.562713623046875
10600,0.6807483434677124,0.562774658203125
10700,0.6806752681732178,0.562835693359375
10800,0.6806029081344604,0.5628662109375
10900,0.6805311441421509,0.5629425048828125
11000,0.6804599761962891,0.5631256103515625
11100,0.6803892254829407,0.5634002685546875
