step,loss,acc_train,gnorm_theta,gnorm_phi,align_u,align_V,gain_u,gain_V,h_u,h_V,w_norm,disp
0,0.7161020040512085,0.487640380859375,0.29909583926200867,0.6270059565647466,0.0050038553708904995,0.0277369547482443,0.24270070946957356,0.571410294820385,0.060706368916656706,0.32471459914537304,3.430983832665489,0.0
25,0.7110670804977417,0.4977264404296875,0.29527518153190613,0.6179174544276105,0.004990086479200211,0.027639976344104363,0.24234791274897863,0.5703665938309503,0.060563766513520315,0.3238538938841725,3.4307197889156416,0.00216594175967129
50,0.7061474323272705,0.50860595703125,0.29162558913230896,0.6095602252446443,0.004976998439215237,0.027563250434290813,0.24201391520134885,0.569536813127955,0.06042873445320333,0.3232208880059293,3.4304933776226796,0.004304787959094245
75,0.7013342380523682,0.5185699462890625,0.2885185480117798,0.6016429648743578,0.00496457127477966,0.027506074728169048,0.24169820566355962,0.5689143135400347,0.060301059481528745,0.3228084882595318,3.430303537756681,0.00641829067932765
100,0.6966193914413452,0.528839111328125,0.2853159010410309,0.5942569012178494,0.004952815987827825,0.027467884729923255,0.24140102238506836,0.5684936482883347,0.06018089937927641,0.3226103701035268,3.4301491828273294,0.008508867876827706
125,0.6919975876808167,0.5389404296875,0.28249800205230713,0.5874213190490248,0.004941704509395252,0.027448321002550798,0.24112165420337692,0.5682712960191433,0.06006809337113157,0.3226220351475729,3.430029284254552,0.010576813523209584
150,0.687460720539093,0.549163818359375,0.27986398339271545,0.5809642905813331,0.004931221307750862,0.02744676528879624,0.2408596955087945,0.5682408749967435,0.05996240410287089,0.322836963191551,3.4299428683668753,0.012623966177764663
175,0.6830037236213684,0.5584564208984375,0.277216374874115,0.5749714682452112,0.004921394856775037,0.027462463729125558,0.24061581706865826,0.5683944324607265,0.05986415534043278,0.32324610620089844,3.4298890135616382,0.014651814860745392
200,0.6786239147186279,0.5679168701171875,0.27483484148979187,0.5694447793719707,0.004912184206352044,0.02749545147790076,0.2403890012403404,0.5687320441714648,0.0597729117069567,0.32384951207940227,3.4298669299552222,0.016659354916657477
225,0.6743151545524597,0.578399658203125,0.27245575189590454,0.5643028698454128,0.004903582502692681,0.027545261744900327,0.2401790567995127,0.5692484325153752,0.059688594875624834,0.32464351747180153,3.4298757814096223,0.018648203136309237
250,0.670068621635437,0.5880279541015625,0.2704106867313385,0.5596038314985446,0.004895577620216125,0.027611502311805102,0.23998566378757213,0.5699389614691389,0.05961114163444288,0.3256242449470188,3.4299147693887178,0.02062008833856566
275,0.6658823490142822,0.5975341796875,0.2682983875274658,0.5551612484182669,0.004888182474329851,0.027693826484636617,0.2398091212033805,0.570799358268728,0.059540684324826176,0.3267876596747351,3.4299831991640577,0.022575998367039555
300,0.6617507934570312,0.6062774658203125,0.2665862441062927,0.5511524963499193,0.004881376290117519,0.027791714816554187,0.23964890214890458,0.5718234644724747,0.05947697722182245,0.32812818744587363,3.4300804017981017,0.024516701131001052
325,0.6576704382896423,0.615447998046875,0.2648009657859802,0.547387077529725,0.004875130381970976,0.027905016868408017,0.2395042832694577,0.573008826561355,0.05941976487392333,0.3296427086509245,3.430205722755151,0.026442977821688564
350,0.6536386013031006,0.62420654296875,0.263154000043869,0.5438917703424558,0.0048694453219005444,0.02803337537328252,0.23937525875051383,0.5743507733207941,0.05936902317277985,0.3313281565184013,3.43035853390939,0.028355946010701516
375,0.649657130241394,0.632720947265625,0.2612982392311096,0.5406891598104115,0.00486432462148337,0.0281763703829841,0.239261899151647,0.5758439315396151,0.059324817715381895,0.3331798390493268,3.4305382868303327,0.030253805024520398
