seed,encoder,retrain_steps,retrain_status,retrain_train_loss,retrain_train_acc,probe_acc,wall_s,retrained_acc_iid,retrained_acc_reversed,retrained_acc_ctx_random,retrained_acc_spec_only,retrained_acc_ctx_only
0,nl_init,20000,budget,0.6762313842773438,0.5756683349609375,0.62091064453125,62.24178981781006,0.55987548828125,0.5787353515625,0.56951904296875,0.59796142578125,0.49310302734375
1,nl_init,20000,budget,0.6719599962234497,0.58306884765625,0.64227294921875,62.531967878341675,0.5655517578125,0.5804443359375,0.57659912109375,0.61749267578125,0.49444580078125
2,nl_init,20000,budget,0.6660162210464478,0.59344482421875,0.64129638671875,61.95950365066528,0.602783203125,0.5802001953125,0.5914306640625,0.63006591796875,0.5162353515625
