step,loss,acc_train,gnorm_theta,gnorm_phi,align_u,align_V,gain_u,gain_V,h_u,h_V,w_norm,disp
0,0.714850902557373,0.49627685546875,0.08318589627742767,0.44854047348191284,0.001964936026556246,0.0242259288887464,0.15501199959979053,0.5442912214485055,0.026728918621048724,0.2903903128770632,3.4969635927742284,0.0
25,0.7121352553367615,0.49676513671875,0.07800085097551346,0.23729729509675382,0.0019634413526082263,0.02411755111662999,0.15494081903556328,0.543029576538498,0.026709210282692387,0.2891278265550376,3.496687979653146,0.0005728908317725695
50,0.7107936143875122,0.498382568359375,0.07520637661218643,0.2075987268360939,0.0019638587525355375,0.02401702462167137,0.1549460351129882,0.5418573203770153,0.026714862293156075,0.28795413210395465,3.496434069011028,0.0011196812572202433
75,0.7096258401870728,0.4993438720703125,0.07289240509271622,0.19907214684195781,0.001966163559146726,0.0239212135795522,0.15502628282860684,0.540738281881903,0.026745468829816994,0.2868340658261636,3.4961939139173923,0.0016479097509600922
100,0.7085373401641846,0.500274658203125,0.07083839923143387,0.19270963218547377,0.0019703045516130716,0.023829464775035707,0.15517933637196354,0.5396651256726132,0.02680038321264367,0.2857604338636296,3.49596607813731,0.0021598641460164455
125,0.7075138688087463,0.501312255859375,0.06910999119281769,0.1869610365962075,0.001976233329178078,0.02374145633859038,0.15540300790912034,0.5386342790202726,0.026878995086839982,0.28472939923208485,3.4957495534866676,0.002657131189760105
150,0.7065474987030029,0.502288818359375,0.06766582280397415,0.18166521322170903,0.0019839200379774932,0.02365685419982528,0.15569576778339533,0.5376420423137611,0.026980958861310432,0.2837376459822533,3.495543616552234,0.0031418053399618244
175,0.7056318521499634,0.503448486328125,0.06648007035255432,0.17677362164852403,0.001993333477354976,0.02357542485125728,0.15605595474566772,0.5366858297284607,0.027105932025224235,0.28278247336195794,3.495347546990071,0.0036154911368877257
200,0.7047613263130188,0.5042572021484375,0.06555381417274475,0.17225365601261688,0.002004440380126375,0.0234968416139954,0.1564817624674063,0.5357619937640062,0.027253512420868792,0.28185988964479436,3.4951607717287896,0.0040799716394443715
225,0.7039309740066528,0.5052947998046875,0.06486727297306061,0.168075891128536,0.0020172167256386634,0.023420871045879504,0.15697168296616446,0.5348679261420382,0.027423403147535066,0.28096730120908403,3.4949827322333338,0.004536554486297308
250,0.7031363248825073,0.5066375732421875,0.06441269814968109,0.16420689958004017,0.002031642522413229,0.02334725237013647,0.15752430824576158,0.5340006959028107,0.027615372963750922,0.2801017405529917,3.4948129321013712,0.004986987127204099
275,0.7023736238479614,0.5084075927734375,0.06406669318675995,0.16062718440566567,0.0020476967511085845,0.023275931207784904,0.15813813827877857,0.53315972282912,0.027829150129659905,0.2792624610735034,3.4946509230265157,0.005432120473308261
300,0.7016392946243286,0.509857177734375,0.06395182758569717,0.15731228172460887,0.002065373995275284,0.023206686336805567,0.1588122280331868,0.5323425155911279,0.028064649658787917,0.27844710001872747,3.4944963111601113,0.005873159142327808
325,0.7009304165840149,0.5110321044921875,0.06395965069532394,0.15424171532939232,0.0020846681126392443,0.023139384105553728,0.1595455526485047,0.5315475718659028,0.028321837572874275,0.27765394732848514,3.4943487004101574,0.006311097897710788
350,0.7002438306808472,0.511962890625,0.06419869512319565,0.15140145619474993,0.0021055753509799883,0.023073883461483573,0.16033713711297445,0.5307733125703941,0.028600664253444937,0.2768815200150319,3.494207816428887,0.00674730913799849
375,0.6995769739151001,0.5133209228515625,0.06458605080842972,0.14877368079973916,0.0021280977930535406,0.023010021230222766,0.16118618205384713,0.5300178883476955,0.028901149438759228,0.27612809205173017,3.4940733503945793,0.007182993549171775
400,0.6989274621009827,0.5152740478515625,0.06511171907186508,0.14634201609935876,0.0021522378903439596,0.022947627245338147,0.16209186075377596,0.5292793677140736,0.02922333226723747,0.2753917004729508,3.493945057271373,0.007619246084157564
425,0.6982932686805725,0.5165557861328125,0.06572462618350983,0.14409533013214149,0.002177998050113197,0.02288664396967222,0.16305330194977616,0.5285571006759326,0.029567255598477303,0.2746715988017221,3.4938226398136014,0.00805696497944166
450,0.6976723670959473,0.517364501953125,0.06645775586366653,0.14201933819105905,0.0022053862802233295,0.02282695273984424,0.16406981171016258,0.5278497440219952,0.029933005547490045,0.2739663251680192,3.493705917291893,0.008496831062465097
475,0.697063148021698,0.5182647705078125,0.0672648549079895,0.14010448636649772,0.0022344116194875172,0.02276851084436821,0.1651406969500624,0.5271568278930082,0.030320703442858248,0.27327551192274246,3.493594720145018,0.008939418953043123
