arm,param,train_cond,width,mult,head_mult,seed,threshold,step,loss,acc_train,gnorm_theta,gnorm_phi,probe_acc,wall_s,align_u,align_V,gain_u,gain_V,h_u,h_V,w_norm,disp,acc_iid,acc_reversed,acc_ctx_random,acc_spec_only,acc_ctx_only,status,lr,tau,reached_star
sp,sp,iid,4,1,1,0,init,0,0.7430167198181152,0.4522705078125,0.3210412263870239,0.48062259842354654,0.64715576171875,0.013908624649047852,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0,0.4576416015625,0.5430908203125,0.49884033203125,0.49420166015625,0.4610595703125,stopped,0.001,1.70233154296875,True
sp,sp,iid,4,1,1,0,0.6,627,0.5999709367752075,0.7082061767578125,0.2451838105916977,0.3645322185088363,0.64990234375,3.3670642375946045,0.00437261104975735,0.03938389981501918,0.22945965949356034,0.6886448116858694,0.055148950785366,0.47170268116207026,3.4700515039334134,0.04735226939511405,0.7138671875,0.29669189453125,0.5086669921875,0.50103759765625,0.71026611328125,stopped,0.001,1.70233154296875,True
sp,sp,iid,4,1,1,0,0.5,1155,0.4998541474342346,0.79412841796875,0.23986861109733582,0.3528133801932038,0.65167236328125,6.221158504486084,0.004489887207725137,0.04746071365582057,0.2334046218194784,0.7588551192217744,0.05691283550446061,0.5588395061622404,3.483306867869305,0.08240062603146771,0.79827880859375,0.2125244140625,0.51104736328125,0.50933837890625,0.79669189453125,stopped,0.001,1.70233154296875,True
sp,sp,iid,4,1,1,0,0.4,1778,0.399966835975647,0.8422698974609375,0.20896697044372559,0.3041948710998917,0.65570068359375,9.563426971435547,0.0047567957074249444,0.059993319006256464,0.24167391109261943,0.8582700643782502,0.06014637719959017,0.6980468410301074,3.504067959619344,0.1196287671685573,0.8447265625,0.1639404296875,0.510498046875,0.5145263671875,0.84136962890625,stopped,0.001,1.70233154296875,True
sp,sp,iid,4,1,1,0,0.3,2747,0.2999943494796753,0.8819580078125,0.15728020668029785,0.22607024678230514,0.6624755859375,14.746621131896973,0.005315886218685082,0.07831142250142777,0.25763303636648816,0.9888405558080732,0.06620239050773688,0.9072081948799922,3.533570118055758,0.16360671390551332,0.8829345703125,0.124267578125,0.51141357421875,0.51910400390625,0.8800048828125,stopped,0.001,1.70233154296875,True
sp,sp,iid,4,1,1,0,0.2,5205,0.19998079538345337,0.9219818115234375,0.08216933161020279,0.11419413908889345,0.6815185546875,27.90550446510315,0.006977819289864686,0.1093641975485735,0.2989369120398791,1.1834700463068186,0.0827735605789229,1.2698421940577316,3.5786537867143196,0.22686060462360713,0.922607421875,0.0859375,0.5068359375,0.52618408203125,0.920166015625,stopped,0.001,1.70233154296875,True
sp,sp,iid,4,1,1,0,0.15,12593,0.149997740983963,0.941619873046875,0.031407274305820465,0.043668491992190125,0.73944091796875,68.88308215141296,0.013565599401705085,0.14402404859698992,0.4203449842224773,1.3696319646106354,0.15285430774515807,1.6782828129818155,3.60899579090204,0.2927111000465602,0.94403076171875,0.06976318359375,0.51092529296875,0.54779052734375,0.94024658203125,stopped,0.001,1.70233154296875,True
sp,sp,iid,4,1,1,0,0.1,27067,0.09999772161245346,0.9622344970703125,0.043449822813272476,0.04871895028078912,0.87255859375,156.2716691493988,0.05624697768465113,0.15271999207067893,0.8607560943575235,1.4183338142831663,0.4819235512171363,1.8660846015846662,3.6293638616492387,0.36672075033560836,0.96136474609375,0.09320068359375,0.53094482421875,0.74871826171875,0.9407958984375,stopped,0.001,1.70233154296875,True
sp,sp,iid,4,1,1,0,final,27067,0.09999772161245346,0.9622344970703125,0.043449822813272476,0.04871895028078912,0.87255859375,156.28908848762512,0.05624697768465113,0.15271999207067893,0.8607560943575235,1.4183338142831663,0.4819235512171363,1.8660846015846662,3.6293638616492387,0.36672075033560836,0.96136474609375,0.09320068359375,0.53094482421875,0.74871826171875,0.9407958984375,stopped,0.001,1.70233154296875,True
