step,loss,acc
0,0.7522300481796265,0.500152587890625
100,0.723235011100769,0.4994659423828125
200,0.7195969820022583,0.501068115234375
300,0.7166128158569336,0.5027313232421875
400,0.7140477895736694,0.5044708251953125
500,0.7118203639984131,0.5048828125
600,0.7098684310913086,0.50592041015625
700,0.7081435322761536,0.5068206787109375
800,0.7066071033477783,0.5078582763671875
900,0.7052298784255981,0.5094757080078125
1000,0.7039878368377686,0.5101470947265625
1100,0.7028613090515137,0.5115203857421875
1200,0.7018344402313232,0.513031005859375
1300,0.7008938789367676,0.5142974853515625
1400,0.7000288963317871,0.515350341796875
1500,0.6992300152778625,0.5166015625
1600,0.6984897255897522,0.517333984375
1700,0.6978012323379517,0.5186004638671875
1800,0.697158932685852,0.5197906494140625
1900,0.6965579390525818,0.520599365234375
2000,0.6959941387176514,0.52154541015625
2100,0.6954638957977295,0.52301025390625
2200,0.6949640512466431,0.5243988037109375
2300,0.6944919228553772,0.5246429443359375
2400,0.6940449476242065,0.5251312255859375
2500,0.693621039390564,0.5264739990234375
2600,0.6932183504104614,0.527618408203125
2700,0.6928352117538452,0.5286712646484375
2800,0.6924699544906616,0.5291748046875
2900,0.6921213269233704,0.53033447265625
3000,0.6917880773544312,0.531494140625
3100,0.6914692521095276,0.5321502685546875
3200,0.6911638379096985,0.532501220703125
3300,0.6908708214759827,0.5331573486328125
3400,0.6905893683433533,0.533843994140625
3500,0.6903188228607178,0.5348663330078125
3600,0.6900583505630493,0.535552978515625
3700,0.6898074150085449,0.5366973876953125
3800,0.6895653605461121,0.5377960205078125
3900,0.6893317699432373,0.5386505126953125
4000,0.6891061067581177,0.53900146484375
4100,0.6888880133628845,0.538970947265625
4200,0.6886768937110901,0.5395355224609375
4300,0.6884725093841553,0.5401458740234375
4400,0.6882744431495667,0.54046630859375
4500,0.6880825757980347,0.5411529541015625
4600,0.6878962516784668,0.5414276123046875
4700,0.687715470790863,0.542022705078125
4800,0.68753981590271,0.542388916015625
4900,0.6873691082000732,0.54296875
5000,0.6872032284736633,0.5436859130859375
5100,0.6870418190956116,0.543975830078125
5200,0.6868847608566284,0.54443359375
5300,0.6867318153381348,0.5445709228515625
5400,0.6865826845169067,0.5450286865234375
5500,0.6864373683929443,0.5451507568359375
5600,0.6862956285476685,0.5455474853515625
5700,0.6861572265625,0.5460357666015625
5800,0.6860222220420837,0.546539306640625
5900,0.6858903169631958,0.5471343994140625
6000,0.6857614517211914,0.5476531982421875
6100,0.6856355667114258,0.548065185546875
6200,0.685512363910675,0.548675537109375
6300,0.6853918433189392,0.549102783203125
6400,0.6852738857269287,0.54962158203125
6500,0.685158371925354,0.549652099609375
6600,0.6850453019142151,0.550079345703125
6700,0.6849344968795776,0.5503692626953125
6800,0.6848259568214417,0.550750732421875
6900,0.6847195625305176,0.5510711669921875
7000,0.6846151351928711,0.5513916015625
7100,0.684512734413147,0.5515594482421875
7200,0.6844123601913452,0.551971435546875
7300,0.6843137145042419,0.5524444580078125
7400,0.6842169165611267,0.5528106689453125
7500,0.6841219663619995,0.5530853271484375
7600,0.6840286254882812,0.553192138671875
7700,0.6839369535446167,0.5533447265625
7800,0.6838468313217163,0.5534515380859375
7900,0.6837582588195801,0.5535888671875
8000,0.683671236038208,0.553924560546875
8100,0.683585524559021,0.5540771484375
8200,0.6835012435913086,0.554229736328125
8300,0.6834183931350708,0.554351806640625
8400,0.6833367347717285,0.5544281005859375
8500,0.6832564473152161,0.5547027587890625
8600,0.6831773519515991,0.5549163818359375
8700,0.6830994486808777,0.5552520751953125
8800,0.683022677898407,0.5554351806640625
8900,0.682947039604187,0.555511474609375
9000,0.6828723549842834,0.55584716796875
9100,0.6827988624572754,0.55615234375
9200,0.6827263236045837,0.5560302734375
9300,0.6826547980308533,0.55609130859375
9400,0.6825841665267944,0.556396484375
9500,0.6825145483016968,0.556610107421875
9600,0.6824458241462708,0.55718994140625
9700,0.6823779940605164,0.55712890625
9800,0.6823110580444336,0.5574188232421875
9900,0.6822450160980225,0.5576171875
10000,0.6821798086166382,0.557647705078125
10100,0.6821154356002808,0.557861328125
10200,0.6820517778396606,0.5578155517578125
10300,0.6819888949394226,0.557952880859375
10400,0.6819267868995667,0.5582427978515625
10500,0.6818654537200928,0.558135986328125
10600,0.6818048357963562,0.5582427978515625
10700,0.6817448735237122,0.5583953857421875
10800,0.6816856861114502,0.5586395263671875
10900,0.6816270351409912,0.5586395263671875
11000,0.6815690994262695,0.558929443359375
