step,loss,acc_train,gnorm_theta,gnorm_phi,align_u,align_V,gain_u,gain_V,h_u,h_V,w_norm,disp
0,0.695353627204895,0.5283966064453125,0.0,0.41799480709856424,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
25,0.6910552978515625,0.5383758544921875,0.0,0.411605609657582,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
50,0.6868749856948853,0.5481109619140625,0.0,0.4062403361129025,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
75,0.6828041076660156,0.5571136474609375,0.0,0.40086079119120366,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
100,0.6788343787193298,0.5656280517578125,0.0,0.3960291524822983,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
125,0.6749598979949951,0.5738525390625,0.0,0.3912624754778635,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
150,0.6711812019348145,0.58197021484375,0.0,0.3862426365358855,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
175,0.6674896478652954,0.5901031494140625,0.0,0.38193462897707514,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
200,0.6638824343681335,0.5982818603515625,0.0,0.37766152033269285,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
225,0.6603509187698364,0.605865478515625,0.0,0.37410853224300206,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
250,0.6568820476531982,0.6126251220703125,0.0,0.3708400674456696,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
275,0.6534759998321533,0.620086669921875,0.0,0.36760773510072464,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
300,0.6501253247261047,0.627166748046875,0.0,0.36464776807317323,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
325,0.6468349099159241,0.632965087890625,0.0,0.3609516971244499,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
350,0.6436020135879517,0.63916015625,0.0,0.3581156600144361,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
375,0.6404207944869995,0.645172119140625,0.0,0.3553430990182926,0.004407218006131267,0.038078032095115545,0.23032517543984132,0.67701203892871,0.05474612045832117,0.4642450934845632,3.469438102796015,0.0
