step,loss,acc_train,f1_train,gnorm_theta,gnorm_phi,disp
0,2.265035390853882,0.21676120162010193,0.08354404016370466,1.0888712406158447,1.5561456375018021,0.0
25,2.186736583709717,0.28021425008773804,0.1673785125583594,0.9105043411254883,1.36865564683326,0.007089626509696245
50,2.1262171268463135,0.3126024007797241,0.15461261952645058,0.7921931743621826,1.2341715390246228,0.013045154511928558
75,2.0777323246002197,0.32640203833580017,0.1336986965712519,0.696836531162262,1.1208913743571771,0.018150143325328827
100,2.037491798400879,0.32369253039360046,0.1294623485653627,0.6345470547676086,1.0405286700446996,0.022644149139523506
125,2.0021698474884033,0.2971644699573517,0.12367762750585183,0.603129506111145,0.9956035319381211,0.026708271354436874
150,1.96934974193573,0.2756143808364868,0.13435724726303225,0.5861653089523315,0.9634124553874981,0.03056088276207447
175,1.9384229183197021,0.25091367959976196,0.12722180002091324,0.5737907886505127,0.9359399102796901,0.03429652377963066
200,1.9088739156723022,0.23188407719135284,0.12090380243119497,0.566824734210968,0.9152329976659523,0.03796872869133949
225,1.8803426027297974,0.21657216548919678,0.11587691719325595,0.5633427500724792,0.8981446500788453,0.041606731712818146
250,1.8525958061218262,0.2032136172056198,0.11112753604161955,0.5603541135787964,0.8831935766532635,0.045229099690914154
275,1.8256492614746094,0.1903591752052307,0.10676304041644598,0.5554043054580688,0.8677231654359925,0.04883298650383949
300,1.799565315246582,0.18034027516841888,0.10379161055087922,0.547435462474823,0.8508240552610337,0.05240059643983841
325,1.774523377418518,0.1744171530008316,0.10309515787573383,0.5362366437911987,0.8314270997057005,0.05590317025780678
350,1.7506054639816284,0.1693761944770813,0.10198985112495633,0.524491012096405,0.8111250490743124,0.05932607501745224
375,1.7278523445129395,0.16767486929893494,0.10468483084154762,0.5112202763557434,0.7910231751989827,0.0626540333032608
400,1.7062345743179321,0.1651543825864792,0.1090665427980136,0.4987664818763733,0.769750480460783,0.06588197499513626
425,1.6857119798660278,0.16288596391677856,0.11299031019830802,0.486663281917572,0.7494537470721827,0.06901314109563828
450,1.6662631034851074,0.1604284942150116,0.11619967999891045,0.4758901298046112,0.7288357313274869,0.0720471665263176
475,1.647839069366455,0.15834909677505493,0.11815614921133116,0.4649008810520172,0.7070320764319792,0.07499232143163681
500,1.6303387880325317,0.16187776625156403,0.1224967153130318,0.4570055603981018,0.6901177147268661,0.0778525173664093
525,1.6134580373764038,0.1662255972623825,0.12603989845282054,0.4518592059612274,0.6800733069963038,0.08064033836126328
550,1.5969319343566895,0.17158161103725433,0.13069322904125638,0.44903355836868286,0.674041067602439,0.08337101340293884
575,1.580594539642334,0.17725269496440887,0.13616900809885532,0.448405385017395,0.6712604622272046,0.08605662733316422
600,1.5643227100372314,0.1822306364774704,0.14159669878453346,0.4489401876926422,0.6700666747787138,0.08871262520551682
625,1.548048973083496,0.18815375864505768,0.14847828786478212,0.4504959285259247,0.6699371764285744,0.09134992212057114
650,1.5317195653915405,0.1954631507396698,0.1570602106071236,0.4529789686203003,0.6703643270853152,0.09397758543491364
675,1.5153179168701172,0.20396976172924042,0.1664012398038771,0.45587992668151855,0.6706826029869047,0.09660496562719345
700,1.4988327026367188,0.21367360651493073,0.17730322731208367,0.4588766396045685,0.6712460472571913,0.09923858940601349
725,1.4822710752487183,0.22123505175113678,0.18552054586254726,0.46155494451522827,0.6712937625713435,0.10188259929418564
750,1.4656660556793213,0.2320100963115692,0.19720596179140373,0.4639112055301666,0.6701304076506164,0.10453864187002182
775,1.4490636587142944,0.24322623014450073,0.2091935318144535,0.4654770493507385,0.6685016817065234,0.10720578581094742
800,1.4324899911880493,0.254001259803772,0.22055071433824863,0.4664610028266907,0.6666800763144385,0.10988381505012512
825,1.4159690141677856,0.26534342765808105,0.23227208676734334,0.4668700098991394,0.6643533632686142,0.11257239431142807
850,1.3995280265808105,0.27586641907691956,0.24389132229269123,0.4665452837944031,0.6617654822103803,0.11527038365602493
875,1.383190631866455,0.285759299993515,0.2550638021478753,0.4661194384098053,0.658942352135924,0.11797571182250977
900,1.3669589757919312,0.2955891788005829,0.26678064276128566,0.4644949436187744,0.6566239535339631,0.1206848993897438
925,1.3508245944976807,0.30384373664855957,0.2770359553100124,0.4633951187133789,0.6551658555344948,0.12339624762535095
950,1.3347669839859009,0.31323254108428955,0.28966750450363854,0.46167099475860596,0.6538378983582636,0.1261100471019745
975,1.3187767267227173,0.3200378119945526,0.29982033512917367,0.4597133696079254,0.653587867631549,0.12882529199123383
1000,1.302821397781372,0.3267801105976105,0.30947394908413206,0.45737525820732117,0.6542917615881523,0.13153883814811707
1025,1.286935567855835,0.33150601387023926,0.3166542624593766,0.4552077054977417,0.652126064285486,0.13425162434577942
1050,1.2711923122406006,0.3364209532737732,0.32514059207488183,0.45287612080574036,0.649671475346667,0.13696464896202087
1075,1.25556480884552,0.34057971835136414,0.33334661999063986,0.4507330358028412,0.648044138791314,0.1396774798631668
1100,1.24004065990448,0.3453056216239929,0.34172676456476797,0.4485592544078827,0.6461721519323861,0.14239029586315155
1125,1.2246261835098267,0.34914934635162354,0.35078253396118686,0.44658899307250977,0.6441772897826031,0.1451023519039154
1150,1.2093141078948975,0.35406428575515747,0.3629304539585318,0.4444684088230133,0.6425112443051516,0.14781321585178375
1175,1.194105863571167,0.3582230806350708,0.37315080449023574,0.4419369399547577,0.6408113848557782,0.15052203834056854
1200,1.1790153980255127,0.3636421263217926,0.3851769063669131,0.43960070610046387,0.638424494142392,0.1532280594110489
1225,1.164062738418579,0.36735981702804565,0.39498655185147064,0.43718305230140686,0.6355344940619961,0.1559303253889084
1250,1.1492676734924316,0.3715816140174866,0.4031166028452427,0.4343106746673584,0.631972791855034,0.15862742066383362
1275,1.1346644163131714,0.3757404088973999,0.4100704122103883,0.43114757537841797,0.6276404204323123,0.16131781041622162
1300,1.1202714443206787,0.3796471655368805,0.4180527381248509,0.4276835024356842,0.6229514536765146,0.16399964690208435
1325,1.1061197519302368,0.3843100368976593,0.427204425669651,0.4237522780895233,0.6174007747601793,0.1666707992553711
1350,1.0922349691390991,0.3889099061489105,0.4345344460147918,0.4195612370967865,0.6113091782573803,0.16932904720306396
1375,1.0786395072937012,0.39426591992378235,0.4455204489072755,0.4147888422012329,0.6045703606611524,0.17197102308273315
1400,1.0653479099273682,0.4013862907886505,0.45717681334615373,0.4102247357368469,0.5976101942504609,0.17459452152252197
1425,1.0523736476898193,0.40781351923942566,0.4689568781524973,0.40500855445861816,0.5900289874643885,0.17719772458076477
1450,1.0397298336029053,0.4134215712547302,0.47698475566835574,0.39983245730400085,0.5823933727659546,0.17977871000766754
1475,1.0274156332015991,0.4186515808105469,0.48606482241294635,0.3946897089481354,0.5746200665321659,0.1823347955942154
1500,1.0154374837875366,0.4224953055381775,0.49339927235462255,0.3890821933746338,0.5664315173082326,0.18486402928829193
1525,1.0037990808486938,0.4259609580039978,0.4995965110410471,0.3834128975868225,0.5582508638302212,0.1873646229505539
1550,0.9924994707107544,0.42841842770576477,0.504184229666794,0.37764108180999756,0.5499818774637051,0.18983548879623413
1575,0.9815393090248108,0.43081286549568176,0.5094101782537782,0.3717389702796936,0.5415630084334068,0.1922752559185028
1600,0.9709130525588989,0.4315060079097748,0.5127057930640355,0.36590513586997986,0.5333602990773622,0.19468261301517487
1625,0.9606167674064636,0.4329552948474884,0.5164967602255214,0.35991984605789185,0.5250073152876602,0.19705700874328613
1650,0.9506403803825378,0.4337744414806366,0.5184330462006701,0.3541031777858734,0.5170251803228996,0.19939790666103363
1675,0.9409743547439575,0.43478262424468994,0.5206347873604564,0.34829095005989075,0.5090622748329867,0.20170487463474274
1700,0.9316118359565735,0.43503469228744507,0.5221259008289642,0.34246522188186646,0.5010568709474886,0.20397812128067017
1725,0.9225454926490784,0.43553876876831055,0.523038081019661,0.3367761969566345,0.4933347081208802,0.20621740818023682
1750,0.9137660264968872,0.43585383892059326,0.5246884731742296,0.3311886787414551,0.4855298729842707,0.2084227204322815
1775,0.9052680730819702,0.4364839494228363,0.5262933798258981,0.32558831572532654,0.47789207665464034,0.21059468388557434
1800,0.8970389366149902,0.4376181662082672,0.5283214698200306,0.32014238834381104,0.47045433977647644,0.21273332834243774
1825,0.8890712261199951,0.4376811981201172,0.5290306120631246,0.3147222697734833,0.4629907850029945,0.21483856439590454
1850,0.8813570737838745,0.43742913007736206,0.5290091771732455,0.30945125222206116,0.4557044851751566,0.2169106900691986
1875,0.8738936185836792,0.4373031258583069,0.5290583207517073,0.30419325828552246,0.44824901670556433,0.21895043551921844
1900,0.8666743636131287,0.43742913007736206,0.5297240392625512,0.299049973487854,0.44111092627700893,0.22095797955989838
1925,0.8596901297569275,0.43742913007736206,0.529961176159035,0.2939026951789856,0.4339866004594725,0.2229335755109787
1950,0.8529295325279236,0.4379962384700775,0.5308445499483802,0.2890097200870514,0.4273515824966274,0.22487783432006836
1975,0.8463791608810425,0.43711408972740173,0.5298126980636836,0.28422582149505615,0.4208038317498776,0.22679102420806885
2000,0.840032696723938,0.4377442002296448,0.5307959212865672,0.27951377630233765,0.4142842970325138,0.22867417335510254
2025,0.833885133266449,0.4371770918369293,0.5309623983029116,0.27485474944114685,0.40800755582853304,0.23052778840065002
2050,0.8279261589050293,0.43787020444869995,0.5322664420412357,0.2703976333141327,0.40181985352628835,0.2323523759841919
2075,0.8221514821052551,0.4377442002296448,0.5326780292817813,0.2659783661365509,0.3957499962925432,0.23414838314056396
2100,0.8165501952171326,0.4375551640987396,0.5329391709298835,0.26175040006637573,0.3899867823259742,0.23591679334640503
2125,0.81111741065979,0.43818527460098267,0.5338343604012208,0.2575092911720276,0.38420664525520287,0.23765793442726135
2150,0.8058463335037231,0.43906745314598083,0.5351899793489089,0.2534509301185608,0.3787395015437004,0.23937255144119263
2175,0.800727367401123,0.44026467204093933,0.5370200228999906,0.24951350688934326,0.3734250706054828,0.24106131494045258
2200,0.7957596182823181,0.44183996319770813,0.5388494146930703,0.2455516755580902,0.3680266644354014,0.24272462725639343
2225,0.7909350991249084,0.44177696108818054,0.5385259436718483,0.24176852405071259,0.36296967986553835,0.24436283111572266
2250,0.7862444519996643,0.4420289993286133,0.5390917107071422,0.23808114230632782,0.3580634872430322,0.2459767758846283
2275,0.7816866040229797,0.443037211894989,0.5400458586217751,0.23446480929851532,0.35321922278893086,0.24756690859794617
2300,0.7772539258003235,0.4434152841567993,0.5405884008865529,0.230979323387146,0.34853667858899406,0.2491339147090912
2325,0.7729394435882568,0.4447385370731354,0.5425335758282682,0.2275722175836563,0.3440972100389316,0.25067850947380066
2350,0.7687420845031738,0.4470069706439972,0.5450759291013956,0.22426997125148773,0.3395615909893801,0.2522010803222656
2375,0.7646531462669373,0.4481411576271057,0.5464903842483182,0.2211313247680664,0.33542715606682977,0.2537023723125458
2400,0.7606709003448486,0.4492753744125366,0.5481518514336816,0.2179671972990036,0.3311179304222079,0.255182683467865
2425,0.7567897439002991,0.44990551471710205,0.5487471170448845,0.2149868905544281,0.32715623848327346,0.2566426694393158
2450,0.7530051469802856,0.4524259865283966,0.5512507714439583,0.21207675337791443,0.3233134010890472,0.2580828070640564
2475,0.7493119239807129,0.45381224155426025,0.5525852495442706,0.20923766493797302,0.31958745761977203,0.25950369238853455
2500,0.7457081079483032,0.4551985263824463,0.5536105068124307,0.20644788444042206,0.3158514095408947,0.260905921459198
2525,0.7421890497207642,0.4560176730155945,0.5547930577853984,0.20385143160820007,0.31247971165013133,0.2622900605201721
2550,0.7387475967407227,0.4570888578891754,0.5558345085723388,0.2012641429901123,0.309123236291675,0.2636566460132599
2575,0.7353832125663757,0.45891621708869934,0.5575962222790323,0.19873033463954926,0.30585703159699484,0.2650061249732971
2600,0.7320934534072876,0.4606805443763733,0.5587445283243713,0.19632327556610107,0.3026996172034077,0.2663390040397644
2625,0.7288734912872314,0.4620668292045593,0.5597936257618327,0.19393962621688843,0.299527496473441,0.26765578985214233
2650,0.7257242798805237,0.4640201926231384,0.561181778938162,0.19160254299640656,0.29643599205376747,0.2689566910266876
2675,0.7226414680480957,0.4653434455394745,0.5623108931860825,0.18939167261123657,0.2934629969663914,0.27024218440055847
2700,0.719621479511261,0.4664146304130554,0.5631493614556483,0.1872144639492035,0.2907555559164246,0.2715126574039459
2725,0.7166614532470703,0.4687460958957672,0.5648495040018469,0.1850329488515854,0.2879844753828942,0.2727685868740082
2750,0.7137601971626282,0.47006934881210327,0.5659343454241785,0.18295928835868835,0.2852654591471937,0.27401018142700195
2775,0.7109166979789734,0.4718336760997772,0.5676879057589954,0.18092080950737,0.2825430235979576,0.2752378582954407
2800,0.7081289291381836,0.47410210967063904,0.5696272486157207,0.1789461374282837,0.27994745436465174,0.27645206451416016
2825,0.7053949236869812,0.4763075113296509,0.5715311055744059,0.1770380437374115,0.27736802129087734,0.2776530086994171
2850,0.702713131904602,0.4776937961578369,0.5725382582139666,0.1751735955476761,0.2749797528351346,0.2788409888744354
2875,0.7000778317451477,0.48034030199050903,0.5745010807034924,0.17340143024921417,0.27275113168785664,0.2800164520740509
2900,0.6974877715110779,0.4825457036495209,0.576050299994783,0.1716926246881485,0.270579369241813,0.28117993474006653
