step,loss,acc_train,f1_train,gnorm_theta,gnorm_phi,disp
0,2.1841070652008057,0.33238816261291504,0.12515881337826118,0.0,1.4391000280531594,0.0
25,2.1366918087005615,0.3391304612159729,0.13611467093098872,0.0,1.321769888458185,0.0
50,2.0961191654205322,0.3530561029911041,0.178779521959102,0.0,1.2229120720107645,0.0
75,2.0607903003692627,0.3800252377986908,0.23499964594201372,0.0,1.1579326122960296,0.0
100,2.0286107063293457,0.380844384431839,0.22390439015762809,0.0,1.1125758306369344,0.0
125,1.9988229274749756,0.3737870454788208,0.21285986119406627,0.0,1.0689522339393023,0.0
150,1.9714235067367554,0.3698172867298126,0.2087187484461906,0.0,1.022828563302221,0.0
175,1.946213722229004,0.3700063228607178,0.2121447052011461,0.0,0.9869079884632451,0.0
200,1.9225152730941772,0.368431031703949,0.21570737097393794,0.0,0.959915686294077,0.0
225,1.9000418186187744,0.3678639233112335,0.2201286322403651,0.0,0.9348076506647935,0.0
250,1.8787270784378052,0.3694392144680023,0.23346666356427487,0.0,0.911127864672597,0.0
275,1.858538031578064,0.377756804227829,0.2537511242049658,0.0,0.8858514816541198,0.0
300,1.8393843173980713,0.3758034110069275,0.2509652737712967,0.0,0.8654862289330769,0.0
325,1.82102632522583,0.373913049697876,0.24768814351998422,0.0,0.8487010910231688,0.0
350,1.8033097982406616,0.3703843951225281,0.24442034666408996,0.0,0.8346320054982723,0.0
375,1.7861454486846924,0.3668557107448578,0.2416603367046259,0.0,0.8224060300641877,0.0
400,1.7694370746612549,0.36238187551498413,0.2381738056540912,0.0,0.8127219948155625,0.0
425,1.7531052827835083,0.35759297013282776,0.2352613665925669,0.0,0.8038814602695414,0.0
450,1.7371007204055786,0.3519218862056732,0.2318261102485878,0.0,0.7960446080270404,0.0
475,1.7214031219482422,0.3453056216239929,0.2283705211566889,0.0,0.7884766148264389,0.0
500,1.7059991359710693,0.337303102016449,0.22397514951281644,0.0,0.7813143494618521,0.0
525,1.6908825635910034,0.32967865467071533,0.21981726379611635,0.0,0.7738557977523883,0.0
550,1.6760566234588623,0.3209199905395508,0.2166855949479337,0.0,0.7659570541859765,0.0
575,1.6615386009216309,0.3135475814342499,0.21424757625495597,0.0,0.7579743336313947,0.0
600,1.6473301649093628,0.3059861660003662,0.21195313534246127,0.0,0.7495762654472182,0.0
625,1.6334385871887207,0.2974165380001068,0.20912188617796623,0.0,0.740981392203013,0.0
650,1.6198753118515015,0.2889729142189026,0.2063744478054645,0.0,0.7320451697147231,0.0
675,1.6066380739212036,0.2810964286327362,0.2041350710833316,0.0,0.7231109645150529,0.0
700,1.593733787536621,0.2749212384223938,0.20280827261780754,0.0,0.7135419176505566,0.0
725,1.581174373626709,0.2679269313812256,0.20081467987835347,0.0,0.7038431765615205,0.0
750,1.5689589977264404,0.26257091760635376,0.20050680454539627,0.0,0.6939870780007584,0.0
775,1.5570852756500244,0.25752994418144226,0.20050383310331513,0.0,0.684075996562833,0.0
800,1.5455560684204102,0.2514807879924774,0.20021571935645985,0.0,0.6740054952909639,0.0
825,1.5343611240386963,0.24524261057376862,0.19997909778569234,0.0,0.6640611553029117,0.0
850,1.5234971046447754,0.24253308773040771,0.20198871112224812,0.0,0.6540799944931626,0.0
875,1.5129567384719849,0.2405797243118286,0.20417295135445468,0.0,0.6443408297286166,0.0
900,1.5027304887771606,0.23761816322803497,0.2056065495404707,0.0,0.6345936836008025,0.0
925,1.492806077003479,0.23642092943191528,0.2082485874952772,0.0,0.6252403890828009,0.0
950,1.483174443244934,0.23427852988243103,0.21011589010728415,0.0,0.6159987340894376,0.0
975,1.4738247394561768,0.23471960425376892,0.21399603938410208,0.0,0.6069432485512187,0.0
1000,1.4647403955459595,0.23471960425376892,0.21746162864394625,0.0,0.5984408113574654,0.0
1025,1.4559141397476196,0.2359168380498886,0.22205564322489627,0.0,0.5898215807565809,0.0
1050,1.447333812713623,0.23497165739536285,0.22536601547768073,0.0,0.5817673656506708,0.0
1075,1.4389817714691162,0.23547574877738953,0.22923317581291935,0.0,0.5740893400038993,0.0
1100,1.430846929550171,0.2359168380498886,0.23342313145048185,0.0,0.5666941630259992,0.0
1125,1.4229159355163574,0.23679900169372559,0.23808638897487716,0.0,0.5596594193993891,0.0
1150,1.4151782989501953,0.23648394644260406,0.2407311895846997,0.0,0.5528518225923194,0.0
1175,1.4076273441314697,0.23761816322803497,0.244879183923665,0.0,0.5462939967989755,0.0
1200,1.4002503156661987,0.23862634599208832,0.2487944233801328,0.0,0.5400420351691936,0.0
1225,1.3930379152297974,0.23994959890842438,0.25203703734624866,0.0,0.5340715169507316,0.0
1250,1.3859845399856567,0.2405797243118286,0.2546867761314701,0.0,0.5282300940534254,0.0
1275,1.3790792226791382,0.2417769581079483,0.25731137907581675,0.0,0.5227889310851627,0.0
1300,1.3723126649856567,0.24303719401359558,0.259946172809505,0.0,0.5176471814272805,0.0
1325,1.3656762838363647,0.24398237466812134,0.2622045446183595,0.0,0.5127235273149601,0.0
1350,1.3591643571853638,0.24543164670467377,0.264396076111161,0.0,0.5079970356974918,0.0
1375,1.352770447731018,0.24618779122829437,0.2664266188505696,0.0,0.5034343488432473,0.0
1400,1.3464868068695068,0.2476370632648468,0.26985455740727976,0.0,0.49923107559434726,0.0
1425,1.3403067588806152,0.2487712800502777,0.2722185028583214,0.0,0.49510839703517195,0.0
1450,1.334226131439209,0.25053560733795166,0.275619355124597,0.0,0.4912016209670341,0.0
1475,1.328238844871521,0.2519848942756653,0.27822342692886576,0.0,0.4874746357534435,0.0
1500,1.3223406076431274,0.2538752555847168,0.28129592352245036,0.0,0.48395231977174247,0.0
1525,1.3165253400802612,0.25519850850105286,0.28365795786881765,0.0,0.4806068087697723,0.0
1550,1.3107882738113403,0.2572779059410095,0.2862561212131476,0.0,0.4773949980598179,0.0
1575,1.3051254749298096,0.2582230865955353,0.28822323261021776,0.0,0.4744123409982515,0.0
1600,1.2995327711105347,0.26023945212364197,0.29064080550663773,0.0,0.4715245682282577,0.0
1625,1.2940055131912231,0.2613736689090729,0.2926758812196444,0.0,0.4688227926294787,0.0
1650,1.288540244102478,0.2624448835849762,0.29423374896499893,0.0,0.46627848746738904,0.0
1675,1.2831331491470337,0.26420921087265015,0.29661521006287894,0.0,0.46384861358690793,0.0
1700,1.2777818441390991,0.2663516104221344,0.2991931911445698,0.0,0.4613960824476039,0.0
1725,1.2724862098693848,0.2674228250980377,0.30123295300060515,0.0,0.4591087371551959,0.0
1750,1.2672399282455444,0.2689981162548065,0.3034528653734578,0.0,0.4570051832690838,0.0
1775,1.2620413303375244,0.27082547545433044,0.3057687183329387,0.0,0.4549627568261456,0.0
1800,1.2568892240524292,0.27271583676338196,0.30850789426612824,0.0,0.4529626390297781,0.0
1825,1.2517822980880737,0.27466920018196106,0.3113821933052919,0.0,0.45095754292332435,0.0
1850,1.2467195987701416,0.2769376337528229,0.31386622916697354,0.0,0.44904791654035964,0.0
1875,1.241698980331421,0.2792060673236847,0.31669827429538755,0.0,0.44722287630912916,0.0
1900,1.236719012260437,0.2815375030040741,0.319604106486532,0.0,0.4454118638820317,0.0
