step,epoch,loss,n_valid_px,grad_theta_norm,grad_phi_norm,egr,r_rms,grad_total_norm_preclip,clip_coef,upd_theta_norm,upd_phi_norm
0,1,1.1834065914154053,12157,6.326747414677451,6.379191274476275,0.991778917178789,0.8011029958724976,6.379191875457764,0.15675964334723788,0.24556155169928828,0.12918059108910024
1,1,2.2007668018341064,10335,10.657930929560427,20.624018440858794,0.5167727598829721,1.05056631565094,20.6240177154541,0.048487155379212034,0.1713551774683136,0.0886562710711236
2,1,0.8925243616104126,22199,6.750446446101737,13.841593258595923,0.48769287754565965,0.6797197461128235,13.841593742370605,0.07224601056545117,0.1383026774873039,0.06922151522267714
3,1,1.5927331447601318,11221,4.957372150167652,9.130313310293465,0.5429575066803234,0.9176150560379028,9.1303129196167,0.10952525935077391,0.12077576860791701,0.06049781133754991
4,1,0.8572329878807068,3989,2.7372038241207983,7.3586152184669285,0.37197268002969275,0.6539829969406128,7.358615398406982,0.13589511205074956,0.10885267907293603,0.05278607011397399
5,1,0.7800037860870361,35013,4.3528001213570535,8.959927409124726,0.4858075208202811,0.62440425157547,8.95992660522461,0.11160804462492438,0.10051899912324368,0.04911470064424824
6,1,0.7649732828140259,21241,2.9986415012415057,7.457941062680742,0.40207363882857605,0.6163822412490845,7.457941055297852,0.13408524665187446,0.09721582710178028,0.048548368489231185
7,1,1.3413885831832886,8591,2.548307332001718,9.867571399859715,0.25825071121732024,0.8565168976783752,9.867571830749512,0.10134204400131527,0.08933626521742019,0.04077072003184653
8,1,1.7357151508331299,6361,3.1095832486605004,11.059664874249087,0.28116432857748314,0.981172502040863,11.059664726257324,0.09041864598365286,0.08650640532182993,0.04140026843008145
9,1,0.4524511396884918,18570,1.9164751067701964,5.851712156251423,0.32750672890198224,0.45089882612228394,5.851712226867676,0.17089012417911725,0.08287901774262611,0.04147595654191358
10,1,0.673862099647522,10974,2.007654562353509,5.47093216379252,0.3669675481703305,0.5730342268943787,5.4709320068359375,0.18278417936218536,0.08016811970470161,0.03834803537186151
11,1,0.7233211994171143,13271,1.9902736072216811,6.972627713132866,0.2854409684705721,0.6093958616256714,6.972627639770508,0.14341793485116874,0.08076596728565918,0.03849502904623464
12,1,0.47412946820259094,7400,2.514527739063661,5.606080864162267,0.4485357596494402,0.4522581994533539,5.606080532073975,0.17837771253926968,0.07864631424708272,0.038561835788222094
13,1,0.534042239189148,16977,1.1213762944094867,4.354457537885599,0.25752376378751823,0.5139032602310181,4.354457378387451,0.22964968616150175,0.07507719013423372,0.038725573970792654
14,1,0.3748418390750885,36208,1.0475634119148063,4.173952559728709,0.25097635800217216,0.39581871032714844,4.173952579498291,0.23958100658134293,0.07310062026368898,0.040033008141974226
15,1,0.5197259187698364,12692,2.012044757982361,5.839010916614904,0.34458657240334034,0.5162113904953003,5.839011192321777,0.17126184482282578,0.06900336677062587,0.03860344492126496
16,1,0.5588352680206299,10161,2.829326058468787,8.401798800451868,0.336752417627078,0.5264471769332886,8.401799201965332,0.11902211144774451,0.06308573141842048,0.039334869526301074
17,1,0.46428513526916504,8574,1.4061241941347817,5.558002406744347,0.2529909293360993,0.5035943984985352,5.55800199508667,0.17992073787725735,0.05891836987729847,0.035479540870376504
18,1,0.2598636746406555,7433,0.8999065165191619,3.7452021706823166,0.2402824935763008,0.3080403208732605,3.74520206451416,0.267008218986845,0.057104646171076155,0.037057302023345874
19,1,0.12349012494087219,33387,0.6356572857726034,2.541554913997728,0.2501056665238442,0.1909092664718628,2.5415549278259277,0.39345976574885366,0.05405140692515982,0.04059966901779298
20,1,0.7742075324058533,21567,1.9576959451991776,6.336002946490639,0.30897964564287167,0.6267815232276917,6.336002349853516,0.15782819938425685,0.04996976466906305,0.03570208998974067
21,1,0.34456169605255127,18754,1.3967848661219993,2.39003992814867,0.5844190507743389,0.4097363352775574,2.3900399208068848,0.4184028780822703,0.047255789384725765,0.037716912397200944
22,1,1.8222849369049072,7420,6.000452660335475,14.682752058668216,0.4086735672140289,0.982330858707428,14.682751655578613,0.06810712020133751,0.04790560214310706,0.03913184231281234
23,1,0.29746702313423157,13237,1.482920606751039,2.503926574608827,0.5922380559350524,0.3814556896686554,2.5039265155792236,0.39937258318305346,0.04657458673690089,0.047215192896934356
24,1,0.8537300825119019,13875,1.8637831549767272,4.894333476540515,0.38080428395609306,0.6895390748977661,4.894333362579346,0.20431787571476698,0.0469309691189368,0.043748711282521086
25,1,1.2390825748443604,9330,3.697424899790098,13.176087213330485,0.2806163043645511,0.7788723111152649,13.176087379455566,0.07589505862447167,0.04930657376964153,0.04461872035721271
26,1,0.577722430229187,12323,1.1100344779703049,3.496141274294872,0.31750275257222477,0.5596423149108887,3.4961414337158203,0.28602953654184093,0.043672781781417966,0.05110584832679233
27,1,0.5976569056510925,31970,2.4766516443810778,7.906625192670596,0.31323751714911297,0.5712950229644775,7.906625270843506,0.12647619423819265,0.04036828902729597,0.04922977641689821
28,2,0.7052719593048096,9049,0.9796614648015813,6.6503159297676016,0.14731051504130102,0.6515982747077942,6.650315761566162,0.15036877728580528,0.039198438108572466,0.045744580509710385
29,2,1.2099093198776245,5994,1.4000813290271255,9.894971121913397,0.14149423093578967,0.7940744161605835,9.89497184753418,0.10106141930942229,0.037763412299137954,0.046807730099633835
30,2,0.5438992977142334,21099,2.4331728355397204,7.631933066746866,0.3188147503731383,0.5256809592247009,7.631933212280273,0.1310283831313608,0.04088147947724139,0.0423181687821588
31,2,0.6986090540885925,31508,0.7579767108249512,3.305585895639937,0.2293017742556598,0.6034460067749023,3.305586099624634,0.30251812155049707,0.04105696605119243,0.04257326182568085
32,2,0.40260252356529236,23391,1.457277987863556,6.1148135284350245,0.23831928497683583,0.44113314151763916,6.114812850952148,0.16353727592938716,0.04429493492810903,0.04558819931318029
33,2,0.3436717689037323,32153,1.5303655911897107,5.5598722225300135,0.27525193564485273,0.39247697591781616,5.559872150421143,0.17986021855988804,0.0454485865280657,0.05273050037804144
34,2,0.21862578392028809,26557,1.1669298737940155,4.120019451267092,0.2832340690612149,0.2895921468734741,4.120019435882568,0.24271724268420658,0.045711942456012504,0.04725144092778246
35,2,0.19252611696720123,36610,0.7629135151841312,3.2692585460978822,0.2333597983844059,0.2915583848953247,3.269258737564087,0.3058796425716533,0.04367663140459106,0.04533950005364525
36,2,1.2520593404769897,3365,5.394081135617928,23.00706568932296,0.2344532418195755,0.8660781383514404,23.007064819335938,0.0434649080353204,0.05201025107710915,0.0441401110077075
37,2,0.6990059614181519,7816,2.0753508673328915,4.29329984864813,0.4833929472654682,0.6266087293624878,4.293299674987793,0.23292102643215018,0.048939157822220025,0.04413851094296199
38,2,0.4723045527935028,11193,1.0013235393289845,2.851234314914837,0.3511894950515639,0.5235629677772522,2.851234197616577,0.35072518774877864,0.04669819055061204,0.053182408379400664
39,2,0.8152759671211243,16117,0.9281729213792096,4.601245142582224,0.20172211925620553,0.6545236110687256,4.601244926452637,0.21733243907937716,0.04369507290324526,0.04963272648008287
40,2,0.31509682536125183,17066,0.5023994687803361,1.7208372294581067,0.29195060414763935,0.4071591794490814,1.7208372354507446,0.5811121460455386,0.04085561485085313,0.04460441182256358
41,2,0.21526242792606354,9892,0.8675993207862039,3.4057952562301397,0.254742066246898,0.3400355875492096,3.405795097351074,0.2936171078408863,0.038322066377420035,0.04316777329074917
42,2,0.23821879923343658,46523,2.9921828785355746,4.920620686234035,0.6080905376238245,0.3143647313117981,4.920620918273926,0.203226343460012,0.03786895832168451,0.053222571599921366
43,2,1.5444209575653076,16664,4.353700068297642,13.752467929549615,0.3165759113637072,0.925247311592102,13.75246810913086,0.07271421532123688,0.036207708049003064,0.045796955293147444
44,2,0.8209162950515747,10557,1.180304359689984,4.216020053238949,0.27995700798029594,0.6936609745025635,4.216020107269287,0.23719046336741398,0.035760673367952314,0.0479372904612233
45,2,0.22621901333332062,2049,1.1742518417161925,2.5440830198816764,0.46156191937885127,0.35407862067222595,2.5440828800201416,0.39306880085733764,0.03298145700011451,0.04473335379755746
46,2,2.191589117050171,3580,9.542299163600312,23.212335691228393,0.4110874187988673,1.084745168685913,23.21233558654785,0.04308054022357774,0.053915542551422654,0.0444336734048704
47,2,1.1804239749908447,7402,2.9588767255588735,15.749275908631649,0.18787382624600696,0.8363221883773804,15.749276161193848,0.06349497756404947,0.059086626162340665,0.045319437910661946
48,2,0.4823283553123474,14876,6.291779910788944,10.513253414686039,0.5984617380191095,0.4912281036376953,10.513252258300781,0.09511803581925947,0.04964021237328809,0.037694603161595515
49,2,0.8877471089363098,16762,1.628478362237801,9.010202823900675,0.18073714810479963,0.7166919112205505,9.01020336151123,0.11098527401572451,0.04774430156231487,0.03548505830515862
50,2,0.3066850006580353,15908,2.1019335564548873,5.932385704180307,0.35431505321263707,0.38668501377105713,5.932385444641113,0.16856622698666693,0.04508226382882021,0.04034604954403384
51,2,0.37955066561698914,16470,3.1897598932005216,8.137672360487393,0.3919744801582407,0.43515685200691223,8.13767147064209,0.12288526032568337,0.04353865961369964,0.04565391763348708
52,2,0.38598302006721497,14128,1.0524110315193738,2.0649373732756113,0.509657602762753,0.4445898234844208,2.0649373531341553,0.48427595839953474,0.04057887903612809,0.04849026143279783
53,2,1.3669763803482056,9003,5.038481638942797,16.917531291459078,0.29782605701378007,0.8981593251228333,16.917530059814453,0.059110280126831206,0.05289288527724348,0.04225908756581376
54,2,0.7855712175369263,5690,1.2693978107457322,5.8926175461696815,0.21542172061898884,0.689669132232666,5.892617702484131,0.16970383635690417,0.049154589707856154,0.042836898718848805
55,3,0.5730448961257935,12977,0.8204497449596395,3.172998171580972,0.25857239764830536,0.5834600329399109,3.1729981899261475,0.31515923583430705,0.04654707210880541,0.03888249486937971
56,3,0.3967692255973816,24793,3.3615060124163176,5.984801003748511,0.5616738151043478,0.4329814016819,5.984800815582275,0.1670899105458027,0.04045312427427316,0.03648504099181568
57,3,0.276775598526001,30274,1.3886395972427148,2.995129089350087,0.46363263679682404,0.37282228469848633,2.995129108428955,0.33387531218953725,0.0374930599957378,0.038741114863009414
58,3,0.2980114221572876,40079,2.7928637504848055,6.278613647582601,0.4448217245473724,0.35531550645828247,6.278613567352295,0.15927080556908627,0.035303626339840646,0.04403558813081497
59,3,0.2111378312110901,7535,2.538911879546982,5.918012082306017,0.4290143116026283,0.24909785389900208,5.9180121421813965,0.16897563016080042,0.03685976644547573,0.051667113497556684
60,3,0.2676665186882019,21996,0.500818327961023,1.612466996513379,0.31059136654804514,0.39015287160873413,1.6124670505523682,0.6201673265138118,0.034473122408909894,0.05327254418217532
61,3,0.3259666860103607,6932,1.7614712763363156,3.091435863591437,0.5697906584707141,0.39357128739356995,3.0914359092712402,0.3234741737736886,0.03338153971738268,0.056801418973333545
62,3,1.0861505270004272,7003,3.9093464290026887,7.190501297036464,0.5436820421148336,0.7685813307762146,7.190501689910889,0.1390723351516322,0.036140859593358526,0.07010574744000649
