step,loss,acc_train,gnorm_theta,gnorm_phi,disp
0,0.7780937552452087,0.32085561752319336,0.8792381286621094,1.5812101987442106,0.0
25,0.7053568363189697,0.4955436587333679,0.7771288752555847,1.4029169963476604,0.006053358782082796
50,0.6468814611434937,0.6581996083259583,0.7056542634963989,1.2741795315737612,0.011467063799500465
75,0.5985321402549744,0.7776291966438293,0.6445333957672119,1.1601654339285798,0.016384180635213852
100,0.5581016540527344,0.8507130146026611,0.5917724370956421,1.0626800191827401,0.020876707509160042
125,0.5237969160079956,0.8859179615974426,0.5480104088783264,0.9837312448122638,0.024999765679240227
150,0.49419817328453064,0.9095365405082703,0.5121551156044006,0.9205562424611548,0.028808707371354103
175,0.46801429986953735,0.9180035591125488,0.48178067803382874,0.8710382495453342,0.032364360988140106
200,0.44429537653923035,0.9282531142234802,0.46134090423583984,0.833689296574011,0.035723231732845306
225,0.42249196767807007,0.9340463280677795,0.44272783398628235,0.8016125658159352,0.038922153413295746
250,0.40222078561782837,0.9389482736587524,0.42744162678718567,0.7760378158196615,0.04198659956455231
275,0.38329049944877625,0.9438502192497253,0.4108154773712158,0.7478918162148787,0.04492799937725067
300,0.3656010031700134,0.9469696879386902,0.39804890751838684,0.7269692483680987,0.047751013189554214
325,0.34898626804351807,0.9514260292053223,0.38348856568336487,0.7023503403050688,0.05047212168574333
350,0.3334157466888428,0.9527629017829895,0.3722299635410309,0.6843783818235288,0.053090717643499374
375,0.3187142312526703,0.9549910426139832,0.3599349558353424,0.662682705520308,0.05562219396233559
400,0.30495235323905945,0.9554367065429688,0.34720495343208313,0.6410327366753847,0.05806007236242294
425,0.29214736819267273,0.9563279747962952,0.3342209458351135,0.6181904606420953,0.06040431186556816
450,0.28020355105400085,0.9563279747962952,0.3225092589855194,0.5968310950795592,0.06266375631093979
475,0.2691204845905304,0.9572192430496216,0.3103231191635132,0.5745466462659453,0.06483966112136841
500,0.2588682770729065,0.958110511302948,0.29835882782936096,0.5521634560155565,0.06693053990602493
525,0.24939338862895966,0.958110511302948,0.28707048296928406,0.5306598629042739,0.06894116848707199
550,0.24061831831932068,0.9590017795562744,0.27664676308631897,0.5110551128824736,0.07087775319814682
575,0.2325015664100647,0.958110511302948,0.2657252848148346,0.49040258404685155,0.07274006307125092
600,0.22501996159553528,0.958110511302948,0.25565168261528015,0.47120657781735015,0.0745285376906395
625,0.2180987149477005,0.9585561156272888,0.2463572919368744,0.45397166902252284,0.076248899102211
650,0.21166963875293732,0.9590017795562744,0.2374570667743683,0.43713043151385733,0.07790612429380417
675,0.20570328831672668,0.9594473838806152,0.22919143736362457,0.4208213394160238,0.07950489968061447
700,0.20016822218894958,0.9590017795562744,0.22113125026226044,0.4049293889699376,0.0810469388961792
