step,loss,acc_train,gnorm_theta,gnorm_phi,disp
0,0.6933119297027588,0.5476827025413513,0.8421792984008789,1.9797973623902172,0.0
25,0.6070690155029297,0.7370766401290894,0.6223681569099426,1.4546083833533916,0.005189233925193548
50,0.5580769777297974,0.767379641532898,0.4878575801849365,1.1303260706339446,0.009076140820980072
75,0.5268370509147644,0.7852049469947815,0.40046095848083496,0.9311526219487237,0.012118328362703323
100,0.5046444535255432,0.7901069521903992,0.34430548548698425,0.8060453301038643,0.014593326486647129
125,0.48742321133613586,0.7981283068656921,0.3072371184825897,0.7243874251743472,0.016689971089363098
150,0.4731506109237671,0.8030303120613098,0.2828681170940399,0.6687720213678201,0.018525782972574234
175,0.4607807695865631,0.8074865937232971,0.2656615078449249,0.6280969871001011,0.020182710140943527
200,0.449724406003952,0.8110516667366028,0.2537691593170166,0.5969132126125981,0.021718917414546013
225,0.43965810537338257,0.8172905445098877,0.24291102588176727,0.5711650759726715,0.023168645799160004
250,0.43038663268089294,0.8244206309318542,0.23462964594364166,0.5490328899479603,0.024555008858442307
275,0.4217837154865265,0.8266488313674927,0.2270287722349167,0.5293465395166739,0.025891803205013275
300,0.4137577414512634,0.8306595087051392,0.2207026332616806,0.5116343184663962,0.027189699932932854
325,0.4062352776527405,0.8346701860427856,0.21470099687576294,0.4954297121870337,0.02845187485218048
350,0.39916136860847473,0.8355614542961121,0.20852193236351013,0.48043593056147443,0.029682159423828125
375,0.39249324798583984,0.8391265273094177,0.2035461962223053,0.46661317248607254,0.030887296423316002
400,0.3861890137195587,0.8413547277450562,0.19841419160366058,0.4535777066706556,0.03206760063767433
425,0.38021138310432434,0.8444741368293762,0.194358691573143,0.44203987890949187,0.03322548419237137
450,0.3745160698890686,0.8480392098426819,0.19104234874248505,0.4312989994607882,0.03436138480901718
475,0.36907124519348145,0.851158618927002,0.18815280497074127,0.42148418024120266,0.035477180033922195
500,0.3638530969619751,0.855614960193634,0.18530412018299103,0.41219389018816416,0.03657287359237671
525,0.35884276032447815,0.8565062284469604,0.18333448469638824,0.40366502021034156,0.037650302052497864
550,0.35402002930641174,0.8591800332069397,0.18130193650722504,0.39559830228592086,0.03871016576886177
575,0.34936070442199707,0.8609625697135925,0.18024839460849762,0.3883337981468936,0.03975734859704971
600,0.3448522090911865,0.8627451062202454,0.1788385808467865,0.3816559391956241,0.040791455656290054
625,0.3404734432697296,0.864973247051239,0.17806361615657806,0.3753291769710931,0.04181390255689621
650,0.33621737360954285,0.8663101196289062,0.17711937427520752,0.3695301280245531,0.04282655566930771
675,0.3320712149143219,0.8698751926422119,0.17640411853790283,0.36393281892225143,0.043827738612890244
700,0.32803040742874146,0.8703208565711975,0.17623203992843628,0.3587408232587697,0.04482019320130348
725,0.3240862786769867,0.8738858699798584,0.17581705749034882,0.3535015219242023,0.04580860212445259
750,0.3202301859855652,0.8761140704154968,0.17575359344482422,0.3489653176436512,0.04679439216852188
775,0.31645095348358154,0.8778966069221497,0.17571541666984558,0.34461110704295794,0.04777679219841957
800,0.3127492666244507,0.8792334794998169,0.17531177401542664,0.3402431447424939,0.04875767230987549
825,0.30911505222320557,0.8810160160064697,0.1758207380771637,0.33631323762976884,0.04973730072379112
850,0.3055530786514282,0.883689820766449,0.17519626021385193,0.33214496506298513,0.05071747675538063
875,0.3020631670951843,0.8872548937797546,0.17460399866104126,0.3278682128579845,0.05169626325368881
900,0.29865148663520813,0.8877004981040955,0.17382514476776123,0.32396370343972736,0.05266992002725601
925,0.2953070104122162,0.8890374302864075,0.1731244921684265,0.32004153200625063,0.05364134535193443
950,0.2920313775539398,0.8903743028640747,0.17203935980796814,0.31607981839725274,0.0546126551926136
975,0.28882482647895813,0.8943849802017212,0.17116566002368927,0.3123461291233922,0.05558314546942711
1000,0.28568166494369507,0.896167516708374,0.17075833678245544,0.30880055196272793,0.0565514862537384
1025,0.28259432315826416,0.8970587849617004,0.17024867236614227,0.3054072918120138,0.05751878023147583
1050,0.2795664072036743,0.8979500532150269,0.16932252049446106,0.30185004531111925,0.05848550423979759
1075,0.2766028940677643,0.8988413214683533,0.16819661855697632,0.2982827848820055,0.0594494603574276
1100,0.27370190620422363,0.9006238579750061,0.16689789295196533,0.29477592431977523,0.06041087582707405
1125,0.27086177468299866,0.9006238579750061,0.16603276133537292,0.29115759713430145,0.06137135624885559
1150,0.26808229088783264,0.9010695219039917,0.16477647423744202,0.28769365143951037,0.06233011186122894
1175,0.2653602957725525,0.9019607901573181,0.16372153162956238,0.28449035053394806,0.06328578293323517
1200,0.2626960277557373,0.9041889309883118,0.1621234118938446,0.28117589285128125,0.0642368346452713
1225,0.2600896656513214,0.905525803565979,0.16109468042850494,0.2777628068176523,0.06518474221229553
1250,0.2575371265411377,0.9059714674949646,0.16002093255519867,0.27471324055458257,0.06612902879714966
1275,0.25503554940223694,0.9086452722549438,0.15912297368049622,0.2714600747860553,0.06706982105970383
1300,0.2525845468044281,0.9095365405082703,0.15779735147953033,0.26858296911007995,0.06800571829080582
1325,0.2501852214336395,0.9099821448326111,0.15670663118362427,0.26535008159794987,0.06893780082464218
1350,0.24783438444137573,0.9099821448326111,0.15549251437187195,0.2624208566567762,0.06986544281244278
1375,0.245531365275383,0.9108734130859375,0.15417443215847015,0.2593651674368534,0.07078742235898972
1400,0.2432752400636673,0.9117646813392639,0.15325970947742462,0.256567399396013,0.0717049241065979
1425,0.24106645584106445,0.9126559495925903,0.15206971764564514,0.25367409954643705,0.07261772453784943
1450,0.23890136182308197,0.9139928221702576,0.150965616106987,0.25090140803495276,0.07352597266435623
1475,0.2367808222770691,0.9144384860992432,0.14956216514110565,0.24808502422246126,0.07442810386419296
1500,0.23470740020275116,0.916221022605896,0.14812497794628143,0.2451675447110178,0.07532255351543427
1525,0.23267726600170135,0.9171122908592224,0.14676767587661743,0.24248208606334054,0.07621065527200699
1550,0.2306915670633316,0.9180035591125488,0.1454239785671234,0.23952744199203624,0.07709228992462158
1575,0.22874942421913147,0.9188948273658752,0.14423523843288422,0.23669482706825157,0.07796702533960342
1600,0.22685113549232483,0.9197860956192017,0.1427689492702484,0.2339806340975181,0.07883448898792267
1625,0.2249930202960968,0.9211229681968689,0.1412568986415863,0.2312130855116966,0.07969488948583603
1650,0.2231767773628235,0.9220142364501953,0.13966450095176697,0.22866573115983516,0.08054827898740768
1675,0.22139884531497955,0.9220142364501953,0.13834942877292633,0.2261413123203095,0.08139445632696152
1700,0.21966198086738586,0.9229055047035217,0.13668522238731384,0.22371227550513997,0.0822320282459259
1725,0.21796412765979767,0.9233511090278625,0.13525107502937317,0.22104610979758174,0.08306106925010681
1750,0.21629981696605682,0.924242377281189,0.13445919752120972,0.21884025367450397,0.08388393372297287
1775,0.21466699242591858,0.9251336455345154,0.13312126696109772,0.21658299054047098,0.08470041304826736
1800,0.2130669504404068,0.9246880412101746,0.13175782561302185,0.21435024843034386,0.08550912141799927
1825,0.2115006297826767,0.925579309463501,0.13050000369548798,0.212043266383778,0.08631082624197006
1850,0.2099677324295044,0.9260249137878418,0.1292410045862198,0.20980452627913293,0.08710452169179916
1875,0.208466574549675,0.9273618459701538,0.12787485122680664,0.20749258282076016,0.08788992464542389
1900,0.20699527859687805,0.9278074502944946,0.12678003311157227,0.2054033095666892,0.0886681079864502
1925,0.205552875995636,0.9273618459701538,0.12551067769527435,0.2034120438636197,0.08943980932235718
1950,0.2041400671005249,0.9282531142234802,0.12417510896921158,0.2010759268597603,0.09020459651947021
1975,0.20275621116161346,0.9282531142234802,0.12294841557741165,0.199215112019278,0.09096205234527588
2000,0.20139868557453156,0.9282531142234802,0.12200410664081573,0.19724334448185382,0.0917118564248085
2025,0.20006774365901947,0.9295899868011475,0.12061609327793121,0.19531737167124238,0.09245414286851883
2050,0.19876247644424438,0.9309269189834595,0.1197119802236557,0.1933657930440397,0.09318865090608597
2075,0.19748300313949585,0.9318181872367859,0.1183224618434906,0.19142352736978321,0.09391526132822037
2100,0.1962282657623291,0.9318181872367859,0.11718099564313889,0.1896466460157869,0.09463392198085785
2125,0.1949959695339203,0.9322637915611267,0.11650560051202774,0.18780052815527076,0.09534544497728348
2150,0.19378598034381866,0.9331550598144531,0.11553400754928589,0.18598895468131427,0.09605013579130173
2175,0.19259954988956451,0.9331550598144531,0.11445117741823196,0.1841206892411985,0.09674836695194244
2200,0.1914350837469101,0.9331550598144531,0.11353549361228943,0.18233575101015392,0.09744080901145935
2225,0.1902915984392166,0.9344919323921204,0.1126461774110794,0.18076545590271545,0.09812644869089127
2250,0.1891665756702423,0.934937596321106,0.11208207905292511,0.1791307552873795,0.09880679100751877
2275,0.18806098401546478,0.934937596321106,0.11088579893112183,0.17747224157443026,0.099481500685215
2300,0.1869744211435318,0.9353832006454468,0.11036603897809982,0.17590962783180142,0.10015036165714264
2325,0.18590493500232697,0.9358288645744324,0.10936082899570465,0.17432049172319045,0.10081303119659424
2350,0.18485666811466217,0.9371657371520996,0.10816524177789688,0.17266188870931798,0.10146801918745041
2375,0.18382737040519714,0.9371657371520996,0.10733402520418167,0.17124946789470713,0.10211651027202606
2400,0.1828150749206543,0.9371657371520996,0.10646221041679382,0.1697250865821667,0.10275956988334656
2425,0.18182016909122467,0.9371657371520996,0.10547972470521927,0.16821343766245045,0.10339661687612534
2450,0.1808425635099411,0.938057005405426,0.1047871857881546,0.16674651089238451,0.10402882844209671
2475,0.17988154292106628,0.938057005405426,0.10385054349899292,0.16528744884226867,0.10465558618307114
2500,0.17893685400485992,0.938057005405426,0.10287600755691528,0.16398126855602826,0.10527659207582474
2525,0.1780075579881668,0.9385026693344116,0.10205129534006119,0.1626344591205135,0.1058923527598381
2550,0.17709338665008545,0.9385026693344116,0.1012187972664833,0.16137107668686557,0.10650239139795303
2575,0.17619192600250244,0.939393937587738,0.10059544444084167,0.16030015104225023,0.10710731148719788
2600,0.17530275881290436,0.939393937587738,0.0998258888721466,0.1590766462919317,0.10770796239376068
2625,0.17442849278450012,0.939393937587738,0.09912585467100143,0.15772003676538,0.10830283164978027
2650,0.1735680252313614,0.9389482736587524,0.09840324521064758,0.15632020384031145,0.10889314115047455
2675,0.17272000014781952,0.9389482736587524,0.09774409979581833,0.15535542489857912,0.10947822034358978
2700,0.17188438773155212,0.9389482736587524,0.0970064327120781,0.15437249246628118,0.11005739867687225
2725,0.17105728387832642,0.9389482736587524,0.09675124287605286,0.15346517916778232,0.11063160002231598
