regime,arm,width,head_mult,seed,threshold,step,loss,acc_train,gnorm_theta,gnorm_phi,disp,wall_s,probe_val,probe_test,acc_iid_val,acc_reversed_val,acc_ctx_random_val,acc_spec_only_val,acc_iid_test,acc_reversed_test,acc_ctx_random_test,acc_spec_only_test,status,lr,tau,reached_star
ready,sp,128,1,0,init,0,0.6933119297027588,0.5476827025413513,0.8421792984008789,1.9797973623902172,0.0,0.007208347320556641,0.9147442326980942,0.9737179487179487,0.6957539319992065,0.7298561930656433,0.7104647159576416,0.6583082675933838,0.7442308068275452,0.8038461804389954,0.7717949151992798,0.7221153974533081,stopped,0.001,1.89166259765625,True
ready,sp,128,1,0,0.6,28,0.599757730960846,0.7455436587333679,0.6035382151603699,1.4073062183208687,0.005713565740734339,0.16042065620422363,0.9147442326980942,0.9737179487179487,0.7983951568603516,0.5168839693069458,0.658642590045929,0.6542962193489075,0.7971153855323792,0.5583333373069763,0.6753205060958862,0.6935897469520569,stopped,0.001,1.89166259765625,True
ready,sp,128,1,0,0.5,107,0.49943238496780396,0.7923350930213928,0.3324206471443176,0.7795888118187088,0.015213079750537872,0.5442426204681396,0.9144098963557338,0.9743589743589743,0.8064192533493042,0.3273152709007263,0.5596790313720703,0.6516215205192566,0.7983974814414978,0.3519230782985687,0.571794867515564,0.6625000238418579,stopped,0.001,1.89166259765625,True
ready,sp,128,1,0,0.4,347,0.3999876379966736,0.8364527225494385,0.20913350582122803,0.48216721856115347,0.029535846784710884,1.6828978061676025,0.9147442326980942,0.9753205128205128,0.8562353253364563,0.28151118755340576,0.5660313963890076,0.6723503470420837,0.8442307710647583,0.30000001192092896,0.5695512890815735,0.7041667103767395,stopped,0.001,1.89166259765625,True
ready,sp,128,1,0,0.3,891,0.2998720109462738,0.8877004981040955,0.17371957004070282,0.32524129251696376,0.05231987312436104,4.23553991317749,0.9164159144098963,0.9753205128205128,0.9090604782104492,0.302908718585968,0.6044800877571106,0.7328652739524841,0.9121795296669006,0.3275641202926636,0.612500011920929,0.781410276889801,stopped,0.001,1.89166259765625,True
ready,sp,128,1,0,0.2,2027,0.19996240735054016,0.9300356507301331,0.12054102122783661,0.19517065534098643,0.09251318126916885,9.491658449172974,0.917753259779338,0.975,0.940822422504425,0.3864927887916565,0.6636576056480408,0.8000668287277222,0.9599359035491943,0.4403846263885498,0.692307710647583,0.8435897827148438,stopped,0.001,1.89166259765625,True
ready,sp,128,1,0,0.15,3511,0.14999867975711823,0.9456327557563782,0.07993162423372269,0.12487382012306088,0.12661869823932648,16.429096937179565,0.9174189234369775,0.9743589743589743,0.9545302391052246,0.4376462697982788,0.6950852274894714,0.831828773021698,0.9717949032783508,0.49262821674346924,0.7224358916282654,0.8929487466812134,stopped,0.001,1.89166259765625,True
ready,sp,128,1,0,0.1,7609,0.09999546408653259,0.9625667929649353,0.04639342054724693,0.06972837452145911,0.18128855526447296,35.8368034362793,0.9160815780675359,0.9746794871794872,0.9648946523666382,0.4429956376552582,0.7044466733932495,0.8619190454483032,0.9826923608779907,0.5012820959091187,0.7352564334869385,0.9304487705230713,stopped,0.001,1.89166259765625,True
ready,sp,128,1,0,final,7609,0.09999546408653259,0.9625667929649353,0.04639342054724693,0.06972837452145911,0.18128855526447296,35.857494831085205,0.9160815780675359,0.9746794871794872,0.9648946523666382,0.4429956376552582,0.7044466733932495,0.8619190454483032,0.9826923608779907,0.5012820959091187,0.7352564334869385,0.9304487705230713,stopped,0.001,1.89166259765625,True
