step,epoch,loss,n_valid_px,grad_theta_norm,grad_phi_norm,egr,r_rms
0,1,1.1834067106246948,12157,6.326747414677451,6.378711683018145,0.9918534853236854,0.8011029958724976
1,1,1.933206558227539,10335,19.768470336211752,18.63181933546091,1.0610059050211194,1.0137473344802856
2,1,0.9238349199295044,22199,9.143184988070985,9.692635356649703,0.943312592668339,0.6980376243591309
3,1,1.5541986227035522,11221,8.083441455027033,8.024187143440056,1.0073844628155777,0.9091386198997498
4,1,1.0619778633117676,3989,7.427263411969442,8.49700268456375,0.8741039267248266,0.7487924098968506
5,1,0.8493095636367798,35013,8.113576517256659,8.916728504614431,0.9099275045838786,0.65947026014328
6,1,0.7832454442977905,21241,7.684341402046931,7.654739211285754,1.0038671716884264,0.6256060004234314
7,1,1.5582669973373413,8591,12.326526997589578,11.765975783346486,1.047641710688836,0.9189773797988892
8,1,2.0501465797424316,6361,13.150979914253867,13.576996860417502,0.9686221518245601,1.0629457235336304
9,1,0.5730869174003601,18570,6.60844252481364,6.452953793390437,1.0240957453595037,0.5173171162605286
10,1,0.661492645740509,10974,7.300853616633094,5.1167761894705075,1.4268463865305727,0.565140962600708
11,1,0.91248619556427,13271,5.436354593240326,6.904031853567904,0.7874173683642709,0.6998167037963867
12,1,0.4454469084739685,7400,6.574094865237654,4.421112315268655,1.4869775740670554,0.4430987238883972
13,1,0.5785941481590271,16977,2.8978218185598874,3.5846521416698867,0.8083969389590889,0.5406434535980225
14,1,0.3657592833042145,36208,3.5555373297334083,2.672235717319436,1.3305477906337904,0.4088776409626007
15,1,0.6022988557815552,12692,4.170917986996718,5.032432325094604,0.8288075661141615,0.5635353326797485
16,1,0.43016791343688965,10161,2.633639966842255,3.351572689814818,0.7857922863630279,0.448691189289093
17,1,0.5416173934936523,8574,2.2905922422910128,4.765636737440828,0.4806476801504162,0.5730874538421631
18,1,0.21741952002048492,7433,5.847091290762247,2.9138043825213873,2.006686284719157,0.3128794729709625
19,1,0.07571117579936981,33387,1.3412660217752101,1.0482536929983104,1.279524251364686,0.19239722192287445
20,1,1.2441984415054321,21567,10.174066029273929,8.081949882227185,1.2588627964207257,0.6538829207420349
21,1,0.3984244167804718,18754,8.930843408619264,3.833738457164478,2.329539040913707,0.4645770788192749
22,1,2.806476354598999,7420,28.09531636693565,17.177317850087277,1.6356055475093432,1.0711511373519897
23,1,0.2569252848625183,13237,4.064406666453493,2.083984514172941,1.9503055991107305,0.3815896809101105
24,1,1.0168545246124268,13875,10.302956343877606,5.852662363107268,1.760387957593687,0.7279874086380005
25,1,1.7752302885055542,9330,12.153552856920587,11.198868161941052,1.0852483198456528,0.851182758808136
26,1,0.4826709032058716,12323,3.0564818124693103,1.784634448055457,1.7126654793635465,0.5184471011161804
27,1,0.40419867634773254,31970,16.264018892847904,6.520294889798931,2.494368608740478,0.4541202783584595
28,2,0.49372029304504395,9049,1.4731757666771645,2.1989957690028805,0.6699311510474146,0.4997594952583313
29,2,1.7572522163391113,5994,7.486687098017946,12.29767815065251,0.6087886677714115,1.0170053243637085
30,2,0.6215052008628845,21099,27.5147044316504,10.043515591476194,2.7395491330743837,0.5907078385353088
31,2,0.7122091054916382,31508,6.566790821948495,3.7682037390786074,1.7426846520651373,0.6218162775039673
32,2,0.30409276485443115,23391,14.250835193453458,6.047021459525929,2.3566701869399895,0.3381587266921997
33,2,0.2762688100337982,32153,8.130626432302,4.368458204723937,1.8612119084733123,0.31956616044044495
34,2,0.17944911122322083,26557,2.415371141999411,3.2034719639245113,0.7539854161981279,0.22590044140815735
35,2,0.2851390242576599,36610,1.9581675019633424,2.8495979958521755,0.687173245072789,0.3976941704750061
36,2,2.0191006660461426,3365,47.940560731829954,18.529911713572577,2.5871985508011037,1.0817161798477173
37,2,0.9337365627288818,7816,21.1252730312583,6.52147370309332,3.2393403689161153,0.7283899188041687
38,2,0.6637884974479675,11193,30.16847529883059,8.547674002936406,3.5294368138587413,0.6168325543403625
39,2,0.887994647026062,16117,16.689185125300057,6.267450095962806,2.6628349439986407,0.6734659075737
40,2,0.32253050804138184,17066,6.243200036194224,2.054562764240941,3.0387000800619193,0.43755006790161133
41,2,0.16083082556724548,9892,3.2842376186644744,2.2814162344753233,1.4395609047720916,0.2911672294139862
42,2,0.16621628403663635,46523,13.572880442121612,4.0742542992436865,3.3313778289778933,0.26141130924224854
43,2,1.5442708730697632,16664,40.74778619849802,15.64466205718882,2.604580786056133,0.9286006689071655
44,2,0.8126049041748047,10557,10.6956830737319,4.200506538691747,2.546284114834526,0.6883280277252197
45,2,0.1671992987394333,2049,1.5960608540178434,1.6305240123211198,0.9788637529752195,0.3085081875324249
46,2,1.797869324684143,3580,27.56981771127458,17.95891564311848,1.5351604884806775,1.021910548210144
47,2,1.0717285871505737,7402,9.67724381482553,11.933348458371437,0.8109411912828185,0.8658028244972229
48,2,1.552008032798767,14876,69.12521191197645,29.365646197599503,2.353948264813759,0.8924778699874878
49,2,0.6753755211830139,16762,4.0183689820782735,4.326382861254762,0.9288056815461575,0.6343953013420105
50,2,0.8602412343025208,15908,32.893976224763904,14.317526106112982,2.2974622837053715,0.6715657711029053
51,2,1.0673463344573975,16470,32.08176466504893,14.289669938209753,2.245101867556919,0.7767051458358765
52,2,0.7006961703300476,14128,16.13680148929487,7.8497667140338,2.055704593162427,0.6108736991882324
53,2,0.9829405546188354,9003,8.629579516956914,8.667782323258242,0.9955925512573367,0.8129974007606506
54,2,0.8223667740821838,5690,3.4071721219996274,4.309920496250989,0.7905417570840545,0.7377013564109802
55,3,0.5791418552398682,12977,2.967307131637411,2.272153910935266,1.3059446005639201,0.5986573100090027
56,3,0.653684675693512,24793,11.5528557223692,7.580003583039518,1.5241227257751608,0.5934158563613892
57,3,0.36257144808769226,30274,5.661447402771681,4.314736201992801,1.312119012085971,0.4178735315799713
58,3,0.27572569251060486,40079,6.769272030526314,4.7328819007066105,1.430264302499127,0.3418647050857544
59,3,0.1389322131872177,7535,3.5908794050674984,3.0761600728532525,1.1673252756758061,0.1766940951347351
60,3,0.3163309097290039,21996,6.186979638001156,2.382153210567367,2.5972215433301122,0.4357626438140869
61,3,0.2807028293609619,6932,8.911647726990909,3.349712923865997,2.660421334465602,0.3947341740131378
62,3,1.5370140075683594,7003,32.831943643925776,11.68607243753152,2.8094934221422765,0.8520263433456421
63,3,0.8574977517127991,12925,12.252176519613986,10.92668359103415,1.121307889766877,0.8064305186271667
64,3,0.24049556255340576,34070,3.5149155642707806,1.7704901148725698,1.9852782767565915,0.38686713576316833
65,3,0.6274136900901794,20400,6.310895054811361,3.2076052210016126,1.9674787325725644,0.5485172271728516
66,3,0.2497100532054901,11859,2.0638369070968854,1.7071186406166399,1.2089592708976475,0.3894729018211365
67,3,2.4610400199890137,11049,28.130615758794296,17.273775813649493,1.6285157375125974,1.1030149459838867
68,3,0.39113420248031616,17762,2.574419630256325,2.651895219403959,0.9707848226499619,0.479187935590744
69,3,0.4208533465862274,19443,12.940394570705651,5.386078958890848,2.402563101928245,0.4520493149757385
70,3,0.7285422682762146,2361,8.686972622691025,5.098261295972651,1.7039088658620847,0.6831621527671814
71,3,0.3008706271648407,9827,7.946289962618956,3.2705601646356612,2.4296418847569923,0.3857209384441376
72,3,1.274530291557312,5898,11.66244415891476,8.995546002212503,1.2964687364218939,0.7710655331611633
73,3,0.9843456745147705,30185,4.403032142415127,4.293604801776487,1.0254861231272003,0.7349798083305359
74,3,0.7680720686912537,19355,8.115558009118876,7.561638365836695,1.073253918857546,0.6641390919685364
75,3,0.9057111740112305,11462,7.316998524480045,4.3524840610640965,1.6811086317199522,0.7440699934959412
76,3,0.8740655779838562,10353,2.7341230876015103,2.794497361269492,0.9783953012424628,0.7096006274223328
77,3,0.6292071342468262,23607,6.171089991612397,5.332895933572955,1.157174276130438,0.6218428015708923
78,3,0.3137158751487732,10951,3.297223836514639,2.957147795121693,1.115001367856163,0.38573843240737915
79,3,1.1504203081130981,12495,8.18459169407881,7.947198755610885,1.029871272352323,0.8804776668548584
80,3,0.19123652577400208,5384,3.4258714444377,3.738018858295374,0.9164938900279017,0.23363858461380005
81,3,0.4246061146259308,14852,3.4054337669727315,2.764627110808677,1.2317877350104482,0.4694547653198242
82,4,0.43842238187789917,43069,4.57073085859014,2.1843258526633322,2.0925132818507772,0.48758772015571594
83,4,1.1919357776641846,9439,21.03434995844137,13.192248555702056,1.5944476689948468,0.8785033822059631
84,4,0.7656785249710083,23290,3.5743003961000896,2.8365857537057804,1.2600713345010923,0.6925053596496582
85,4,1.4840142726898193,13730,12.141166684751417,9.9470109296052,1.220584431913566,0.9928584694862366
86,4,0.39900586009025574,17778,2.626200628466991,3.014580202635142,0.871166282512727,0.455197274684906
87,4,0.6446006298065186,6956,6.215841101819437,5.546651492441891,1.1206474952118937,0.6568209528923035
88,4,0.724448561668396,9806,3.5796071277067183,3.0602276138867506,1.1697192429288426,0.6908337473869324
89,4,0.9190794229507446,10072,1.7696554717197142,8.245902888311349,0.2146102732094995,0.7992668151855469
90,4,0.4101167321205139,14333,3.964544516110173,3.936722389086609,1.0070673327384438,0.4689497649669647
91,4,0.35707080364227295,8124,3.272874442319822,3.1433460531678556,1.0412071680814101,0.42422208189964294
92,4,0.5078340768814087,24287,23.41296241577115,8.203168379759036,2.8541365155369443,0.4945997893810272
93,4,0.7032264471054077,6518,1.518281633671087,5.561483083017364,0.2729994159843916,0.6777423620223999
94,4,0.3700290322303772,20563,3.1436737597370277,3.6701295590997094,0.8565566171749318,0.4677775204181671
95,4,0.23728613555431366,17947,1.7068452013569475,2.9751140019379307,0.5737074949882822,0.30617856979370117
96,4,0.3431958258152008,6546,1.6114753424719468,2.5553203451624134,0.6306353508757011,0.42061519622802734
97,4,0.296009361743927,16128,1.5604611637036645,1.2923821705818237,1.2074301233975904,0.4186784029006958
98,4,0.5747811198234558,20865,1.628015215023241,3.79753909196882,0.42870268760782493,0.6206038594245911
99,4,0.3558126389980316,11071,3.286339581860743,2.5032084320495356,1.3128509555110022,0.4774603843688965
100,4,0.9829736948013306,13174,19.735169842471727,7.814866050997355,2.5253369301129025,0.7374905347824097
101,4,0.5064228177070618,17380,11.25034518242248,2.95018321798298,3.8134394887211274,0.5296261310577393
102,4,0.2856673002243042,12542,7.493939557832599,2.984961958404928,2.5105645104551413,0.42856869101524353
103,4,0.17627957463264465,44171,14.456467096700754,3.9862636835671617,3.626570704866308,0.26627254486083984
104,4,0.3049842417240143,5078,13.495705945951359,4.92112474826876,2.7424027303303733,0.4246669411659241
105,4,0.26215580105781555,26745,1.7520217116657695,0.5308852755556638,3.3001889340944217,0.3793678879737854
106,4,0.44785115122795105,16637,2.8428286223093697,1.6984902544021414,1.6737385539538199,0.4957159459590912
107,4,0.33415165543556213,7595,3.0114742828081957,1.9048824294823923,1.5809239647535167,0.44234728813171387
108,4,0.11986233294010162,13652,2.2562571517549386,1.3622004463365562,1.6563327062629907,0.21565896272659302
109,4,2.7477502822875977,3365,60.716224857427754,33.22351380162017,1.8275076266756904,1.3196406364440918
110,5,2.07114839553833,7727,31.344470486486543,20.83671630516962,1.5042903127067306,1.232830286026001
111,5,3.123596429824829,5988,55.411532989828416,18.753070819211654,2.9547978314601635,1.2769767045974731
112,5,0.07623178511857986,34070,8.135242754990403,2.0762266006056675,3.9182826925602954,0.13975130021572113
113,5,0.5103096961975098,29112,3.1611795737199477,3.485173296141587,0.9070365531661689,0.6176993250846863
114,5,1.516636610031128,4759,48.29274741745412,12.86636511511047,3.7534103055053656,0.9592598080635071
115,5,0.355057030916214,22901,6.785608815686737,2.3776425530793817,2.8539230200500763,0.475405752658844
116,5,0.538289487361908,17558,77.17060480580753,18.21142873747661,4.2374821832071214,0.541138231754303
117,5,2.2311737537384033,2898,108.33594397896438,29.55470666050113,3.6656071475663827,1.0614982843399048
118,5,0.44420111179351807,23236,33.17854604965102,9.079398137007399,3.654267116496681,0.5059213042259216
119,5,0.5622615218162537,26298,37.02091265261928,9.726359899752032,3.8062454026155566,0.5499436855316162
120,5,0.531997561454773,9350,3.2338972982841776,2.1774284274343723,1.48519108942338,0.5640904307365417
121,5,0.28610387444496155,33513,6.412159943070143,2.889906075624549,2.2188125756585935,0.424715518951416
122,5,1.7885403633117676,8850,53.97870583476018,23.075763674036,2.3391947758371567,1.0198665857315063
123,5,0.3917320966720581,4297,5.147705026021831,2.255772751505862,2.282014011643305,0.4491545855998993
124,5,0.6695647239685059,6540,7.1442813652343835,3.075139731897675,2.3232379625309934,0.61549311876297
125,5,0.45083653926849365,13416,19.60858206192502,7.617956735203781,2.573994936372911,0.47156327962875366
126,5,0.39696362614631653,7424,2.5010091652191924,1.95812433751979,1.2772473725472187,0.47557756304740906
127,5,0.31388014554977417,16507,11.85511994956498,5.415421837276842,2.1891406257511727,0.37926211953163147
128,5,0.8037418127059937,7712,13.435505847679341,7.199960697774403,1.8660526649583735,0.6981748938560486
129,5,0.7517233490943909,10981,7.934323373589853,2.7665411201152645,2.867957868363949,0.6762704253196716
130,5,0.3402990996837616,43870,6.459582333128253,4.214480381908577,1.5327114490449765,0.41662219166755676
