epoch,train_loss,test_loss,test_acc
0,0.5469485353678465,0.5581064224243164,0.714111328125
1,0.48666834086179733,0.5573660135269165,0.722320556640625
2,0.47404568642377853,0.575829029083252,0.721527099609375
3,0.4726955331861973,0.5694213509559631,0.723724365234375
4,0.4720994010567665,0.5736060738563538,0.718719482421875
5,0.4716000761836767,0.5758131742477417,0.720184326171875
6,0.4716769643127918,0.5772848129272461,0.716949462890625
7,0.4712879881262779,0.5789864659309387,0.71673583984375
8,0.47106254659593105,0.5775370001792908,0.718963623046875
9,0.4709862172603607,0.5787886381149292,0.71746826171875
10,0.4709705077111721,0.5789892673492432,0.7176513671875
11,0.4708201717585325,0.5807312726974487,0.713775634765625
12,0.4708527121692896,0.5792511701583862,0.71746826171875
13,0.47084023244678974,0.581042468547821,0.715545654296875
14,0.47066125459969044,0.5797263383865356,0.716552734375
15,0.47061305306851864,0.5785671472549438,0.717559814453125
16,0.4705897178500891,0.5810927152633667,0.71551513671875
17,0.4705023989081383,0.5806314945220947,0.713836669921875
18,0.47040936537086964,0.5812097787857056,0.714569091796875
19,0.47040360420942307,0.5834272503852844,0.71392822265625
20,0.4704547692090273,0.5810468196868896,0.71649169921875
21,0.4701647087931633,0.5847844481468201,0.712158203125
22,0.47024426981806755,0.5834269523620605,0.71405029296875
23,0.46995472721755505,0.5827025175094604,0.712493896484375
24,0.4698722679167986,0.5836347937583923,0.708740234375
25,0.46987844817340374,0.5860570073127747,0.705108642578125
26,0.47016945853829384,0.5845000147819519,0.7091064453125
27,0.4699591901153326,0.5876806378364563,0.703369140625
28,0.46959362737834454,0.5832980275154114,0.71246337890625
29,0.46934588998556137,0.5864249467849731,0.70916748046875
30,0.46957596205174923,0.5876431465148926,0.7027587890625
31,0.4692226257175207,0.5905648469924927,0.696746826171875
32,0.4691346324980259,0.5873847007751465,0.703582763671875
33,0.46919781900942326,0.5882834196090698,0.705535888671875
34,0.46883445978164673,0.5864977836608887,0.704620361328125
35,0.4689177665859461,0.5900412797927856,0.704254150390625
36,0.46866278164088726,0.5906217098236084,0.70037841796875
37,0.46844967640936375,0.5894891023635864,0.703216552734375
38,0.4684140309691429,0.5903306007385254,0.704315185546875
39,0.4683192986994982,0.5898537635803223,0.701171875
40,0.4681926555931568,0.5903539657592773,0.703704833984375
41,0.46802942641079426,0.591985821723938,0.702606201171875
42,0.468207661062479,0.5927160978317261,0.70135498046875
43,0.4678224306553602,0.5896608829498291,0.70404052734375
44,0.46764043159782887,0.593548059463501,0.69708251953125
45,0.46741536632180214,0.5950840711593628,0.6942138671875
46,0.4673556908965111,0.5929103493690491,0.698577880859375
47,0.4674956426024437,0.5923923254013062,0.698455810546875
48,0.4672283101826906,0.5986008644104004,0.68890380859375
49,0.46706478483974934,0.5962446928024292,0.690155029296875
50,0.466761939227581,0.5956814289093018,0.69476318359375
51,0.4674008674919605,0.6015560626983643,0.680511474609375
52,0.4670341182500124,0.5940062403678894,0.69677734375
53,0.4667221214622259,0.5951511859893799,0.693878173828125
54,0.4665040336549282,0.60487300157547,0.67755126953125
55,0.4661445580422878,0.5952329039573669,0.693206787109375
56,0.4662134014070034,0.5989245176315308,0.689849853515625
57,0.46634948439896107,0.6071664094924927,0.67596435546875
58,0.4663890767842531,0.6014139652252197,0.687530517578125
59,0.465531287714839,0.6008096933364868,0.686279296875
60,0.4654791448265314,0.6023806929588318,0.685699462890625
61,0.4653543643653393,0.6042668223381042,0.682891845703125
62,0.46556394547224045,0.6041916608810425,0.6776123046875
63,0.4656038358807564,0.603365957736969,0.68170166015625
64,0.4661495741456747,0.6041580438613892,0.679290771484375
65,0.46622040309011936,0.6034891605377197,0.68243408203125
66,0.4648553039878607,0.6048731207847595,0.680267333984375
67,0.46435146778821945,0.6054695844650269,0.679931640625
68,0.46420127898454666,0.6052910089492798,0.679534912109375
69,0.4639076981693506,0.6100158095359802,0.673797607421875
70,0.46396288461983204,0.6119693517684937,0.673126220703125
71,0.4639695715159178,0.6093956232070923,0.674285888671875
72,0.4636875484138727,0.6078911423683167,0.674072265625
73,0.46340180188417435,0.6088639497756958,0.674346923828125
74,0.4634478911757469,0.6117673516273499,0.67095947265625
75,0.4631747230887413,0.6044588685035706,0.678619384765625
76,0.4631367716938257,0.6117997169494629,0.67010498046875
77,0.4628776255995035,0.6102108955383301,0.673248291015625
78,0.46290123648941517,0.6177128553390503,0.665008544921875
79,0.46277210116386414,0.6156892776489258,0.66510009765625
80,0.46266044676303864,0.6106774806976318,0.672088623046875
81,0.4621050227433443,0.6133860349655151,0.668670654296875
82,0.46203479543328285,0.6105833053588867,0.670562744140625
83,0.46242030896246433,0.6195375919342041,0.660614013671875
84,0.4624218735843897,0.614568829536438,0.66796875
85,0.46166083589196205,0.6187090873718262,0.663421630859375
86,0.46160562336444855,0.6220999956130981,0.65643310546875
87,0.4617082756012678,0.6132698059082031,0.667572021484375
88,0.46112591959536076,0.625140905380249,0.652252197265625
89,0.46088482812047005,0.6128476858139038,0.664642333984375
90,0.461491322144866,0.6194776296615601,0.660614013671875
91,0.46093145571649075,0.6158846616744995,0.6641845703125
92,0.46059576980769634,0.6159399747848511,0.66357421875
93,0.46046428196132183,0.6209084391593933,0.656951904296875
94,0.46044847182929516,0.6213232278823853,0.654022216796875
95,0.46103802509605885,0.6183339953422546,0.657318115234375
96,0.4605912175029516,0.6233853101730347,0.655120849609375
97,0.4599193222820759,0.6199764013290405,0.65875244140625
98,0.4596195612102747,0.6236549019813538,0.654541015625
99,0.4609565157443285,0.6223522424697876,0.656890869140625
100,0.4601274449378252,0.6307451725006104,0.644683837890625
101,0.4595059994608164,0.6234467625617981,0.6534423828125
102,0.4590971637517214,0.6233516931533813,0.655670166015625
103,0.45904056169092655,0.6250776052474976,0.654541015625
104,0.45890336111187935,0.6327745318412781,0.64556884765625
105,0.4588549882173538,0.6262543201446533,0.6517333984375
106,0.45896398462355137,0.629779577255249,0.6478271484375
107,0.4589481092989445,0.6281896829605103,0.64947509765625
108,0.45849056728184223,0.6295671463012695,0.64508056640625
109,0.45838991552591324,0.6328912973403931,0.64373779296875
110,0.4577081799507141,0.6254122853279114,0.65228271484375
111,0.4577661603689194,0.6348698735237122,0.643218994140625
112,0.4575165528804064,0.6289211511611938,0.649078369140625
113,0.4577164761722088,0.6292285919189453,0.64849853515625
114,0.4584494102746248,0.6312792301177979,0.64599609375
115,0.45709790475666523,0.6353565454483032,0.64080810546875
116,0.4574077967554331,0.6350127458572388,0.6392822265625
117,0.45827664993703365,0.6401914358139038,0.63433837890625
