step,loss,acc_train,gnorm_theta,gnorm_phi,align_u,align_V,gain_u,gain_V,w_norm,disp
0,0.6879191994667053,0.5538482666015625,0.24113024771213531,0.46459244155594837,0.004407217801708326,0.03807803677156265,0.23032516241073608,0.6770120859146118,3.4694380893925647,0.0
25,0.6812411546707153,0.565765380859375,0.23694436252117157,0.45278577496739353,0.004395783382065408,0.038072480552530846,0.2300201803445816,0.6769450306892395,3.4693475157085976,0.001722558750770986
50,0.6748372316360474,0.57733154296875,0.23357559740543365,0.4426037914373349,0.004384735395102281,0.038091738656680134,0.22972804307937622,0.6771076321601868,3.4693036711487917,0.003417055122554302
75,0.668696403503418,0.5892486572265625,0.23032298684120178,0.43359094547120836,0.004374053219610937,0.03813432924220804,0.22944805026054382,0.6774861216545105,3.469303808593419,0.005086882039904594
100,0.6627761721611023,0.6002960205078125,0.2271699607372284,0.42546840427931987,0.004363744346044761,0.0381986641425202,0.2291802167892456,0.6780653595924377,3.469344904292654,0.006732817739248276
125,0.6570507884025574,0.6113128662109375,0.2244969606399536,0.4184198879761678,0.0043538073309342205,0.03828353409085417,0.22892437875270844,0.6788337826728821,3.4694244828747327,0.008355149999260902
150,0.6514807343482971,0.6219940185546875,0.2225906103849411,0.4125650538512159,0.004344254445747677,0.03838787947748675,0.22868074476718903,0.6797810196876526,3.4695404801635696,0.009959511458873749
175,0.6460509300231934,0.6321258544921875,0.2204292118549347,0.40689936382807107,0.004335064033482811,0.03851104566290058,0.22844864428043365,0.6809002161026001,3.4696912433556317,0.011546868830919266
200,0.6407600045204163,0.641693115234375,0.21885466575622559,0.40228668828116987,0.004326235404328275,0.03865202983946791,0.22822800278663635,0.6821815967559814,3.469875118855735,0.013117892667651176
225,0.6355693340301514,0.65081787109375,0.2175750881433487,0.3981292649178841,0.004317736237291269,0.038809966643849496,0.22801785171031952,0.6836163401603699,3.470090452438943,0.014676573686301708
250,0.6304728388786316,0.65972900390625,0.21638792753219604,0.3943132490954242,0.00430954952792724,0.038984215659754434,0.22781769931316376,0.6851977705955505,3.470336001615885,0.01622365415096283
275,0.6254368424415588,0.66766357421875,0.21546928584575653,0.3910917715825459,0.004301721316978724,0.039174358258535345,0.227628692984581,0.6869210600852966,3.470610523437556,0.017761489376425743
300,0.6204894781112671,0.6747283935546875,0.21457965672016144,0.3879472036463059,0.004294264132044767,0.03937946721786118,0.2274511307477951,0.688776969909668,3.4709129119823676,0.019289106130599976
325,0.6155960559844971,0.682098388671875,0.21414630115032196,0.38515142702185495,0.004287135066609471,0.03959906199841074,0.2272838056087494,0.6907603144645691,3.471242198392723,0.02080988883972168
350,0.6107795238494873,0.688873291015625,0.2131461799144745,0.38248611693464624,0.0042803676355733285,0.03983274269999509,0.2271275669336319,0.6928662657737732,3.4715970014766433,0.02232188545167446
375,0.6060118675231934,0.695953369140625,0.21270684897899628,0.38005378858581784,0.0042739403999568675,0.040080159409021446,0.22698180377483368,0.6950907707214355,3.4719767640562464,0.023825855925679207
400,0.6013002395629883,0.702392578125,0.2122446745634079,0.37787014227084836,0.004267836678603061,0.04034089848507402,0.22684602439403534,0.6974291205406189,3.472380242036878,0.025324270129203796
425,0.5966187715530396,0.708282470703125,0.21197649836540222,0.37602299374552967,0.004262050459476783,0.04061419243297134,0.22672003507614136,0.6998734474182129,3.472806740622755,0.026817213743925095
450,0.5919735431671143,0.713592529296875,0.21192793548107147,0.37429545785832274,0.004256597345744891,0.04089988240641922,0.22660422325134277,0.7024214267730713,3.473255427604031,0.028305772691965103
475,0.5873662829399109,0.718841552734375,0.21167218685150146,0.3725519736736237,0.004251457385462839,0.04119738943346218,0.22649802267551422,0.7050669193267822,3.4737254707648146,0.029790684580802917
500,0.5827975273132324,0.7235260009765625,0.21130993962287903,0.3708582594644609,0.004246615552738206,0.04150639655614057,0.2264009714126587,0.7078061699867249,3.474216037935331,0.031270500272512436
525,0.5782593488693237,0.728240966796875,0.21099793910980225,0.3692133780781996,0.004242092237274272,0.04182628411295919,0.22631362080574036,0.710632860660553,3.474726571502296,0.03274505212903023
550,0.5737433433532715,0.733673095703125,0.21085640788078308,0.3677919866349994,0.004237906648301858,0.04215674716418316,0.22623640298843384,0.7135432958602905,3.4752559649926216,0.034215375781059265
575,0.5692691206932068,0.7379302978515625,0.21071119606494904,0.3663334734325459,0.004234034357587124,0.042497334636978586,0.2261686623096466,0.716532826423645,3.4758036610383924,0.035681020468473434
600,0.5648147463798523,0.7419891357421875,0.21057215332984924,0.3651260242578216,0.004230452200779992,0.04284767316049343,0.22610972821712494,0.7195972204208374,3.4763689651626164,0.03714323416352272
625,0.5603855848312378,0.7466888427734375,0.21055573225021362,0.36398046202419787,0.004227153967846951,0.043207439095253444,0.2260594218969345,0.7227329611778259,3.476951183065265,0.03860162943601608
650,0.5559830069541931,0.7503814697265625,0.21060475707054138,0.3626831972274536,0.004224142009967825,0.043576203788404516,0.2260177880525589,0.7259355783462524,3.4775498948950214,0.04005838930606842
675,0.5515949726104736,0.7539215087890625,0.2104310244321823,0.36139981187446507,0.004221440052397748,0.043953658327393376,0.22598537802696228,0.7292014956474304,3.478163858284029,0.04151235520839691
700,0.5472338199615479,0.7581634521484375,0.21056710183620453,0.3601661737496457,0.004219024751675904,0.044339522483606605,0.2259615957736969,0.7325277924537659,3.4787930651571597,0.04296298697590828
725,0.5428930521011353,0.761932373046875,0.21049050986766815,0.35883571251508894,0.0042169061620588155,0.04473362574720959,0.22594664990901947,0.7359122037887573,3.479436684978675,0.044411782175302505
750,0.5385842323303223,0.765411376953125,0.21030426025390625,0.35763895423461567,0.00421509466019857,0.04513554937186588,0.2259407639503479,0.7393503785133362,3.4800936136041285,0.04585767164826393
775,0.5342823266983032,0.7683563232421875,0.21021625399589539,0.35647617057718645,0.004213564986450993,0.045544721956082106,0.22594328224658966,0.742837131023407,3.4807641174823574,0.04730011522769928
800,0.5300137400627136,0.7714385986328125,0.20991097390651703,0.35504413463528595,0.004212327849604807,0.04596086656979224,0.22595442831516266,0.746369481086731,3.4814468191178367,0.048738908022642136
825,0.5257765054702759,0.7745819091796875,0.20980751514434814,0.35381908933928397,0.004211393094583434,0.04638365521869887,0.225974440574646,0.7499441504478455,3.4821415743982658,0.050173770636320114
850,0.5215561389923096,0.7772979736328125,0.2095160335302353,0.352464780857518,0.004210754073579352,0.04681274919975015,0.22600311040878296,0.7535577416419983,3.4828475546495317,0.05160488188266754
875,0.5173693895339966,0.78009033203125,0.20929303765296936,0.3511057746996272,0.004210397028024236,0.04724788698358311,0.22604002058506012,0.7572076916694641,3.4835642055191993,0.05303133651614189
900,0.5131993293762207,0.782958984375,0.20908616483211517,0.3497536936436484,0.0042103271878298305,0.04768869719054467,0.22608532011508942,0.760890543460846,3.4842912467162326,0.05445392057299614
925,0.5090621709823608,0.7854156494140625,0.20891305804252625,0.3485682770841672,0.004210532376007968,0.04813499110157164,0.226138636469841,0.7646042108535767,3.485027850790948,0.05587363988161087
950,0.5049493312835693,0.7881011962890625,0.2086244821548462,0.34717355091833335,0.004211023043034191,0.04858632915742016,0.2262001931667328,0.7683449387550354,3.4857736012953144,0.05728878080844879
975,0.5008681416511536,0.7903289794921875,0.2084052562713623,0.3458789955409756,0.0042117786843240985,0.049042673826671,0.2262694537639618,0.7721118330955505,3.486527945297769,0.058700673282146454
1000,0.4968036413192749,0.7925872802734375,0.20802757143974304,0.3443718814024557,0.004212830850691087,0.04950358329847589,0.2263472080230713,0.7759012579917908,3.4872906037502642,0.0601075179874897
1025,0.4927656948566437,0.7950286865234375,0.20766417682170868,0.34299938979035094,0.004214164609717995,0.04996882243248518,0.22643302381038666,0.7797108292579651,3.488060614260435,0.06150978058576584
1050,0.48876047134399414,0.7969512939453125,0.20733381807804108,0.3415735735525938,0.0042157590415002185,0.05043819434661589,0.22652633488178253,0.7835389375686646,3.4888381086353952,0.06290759146213531
1075,0.4847833514213562,0.7992706298828125,0.20703282952308655,0.3402187697831804,0.004217616982180901,0.050911491005244267,0.2266271710395813,0.7873835563659668,3.489622262006898,0.06430057436227798
