epoch,train_loss,test_loss,test_acc
0,0.7731341682374477,0.6379492282867432,0.600677490234375
1,0.4786252975463867,0.6144669055938721,0.71661376953125
2,0.47228217124938965,0.623660683631897,0.696380615234375
3,0.47044437006115913,0.6395601034164429,0.64752197265625
4,0.47097103483974934,0.6490336656570435,0.612457275390625
5,0.4702861737459898,0.6447328925132751,0.6630859375
6,0.47019924223423004,0.6492404937744141,0.627227783203125
7,0.4693554565310478,0.6526983976364136,0.615631103515625
8,0.46898055262863636,0.6541143655776978,0.60601806640625
9,0.468804394826293,0.6452726125717163,0.66845703125
10,0.4691555183380842,0.650050699710846,0.632293701171875
11,0.4690557960420847,0.6445550918579102,0.664093017578125
12,0.46894358843564987,0.6605929732322693,0.573638916015625
13,0.46950026974081993,0.6458114385604858,0.666961669921875
14,0.46811604127287865,0.647531270980835,0.64215087890625
15,0.46889389492571354,0.6441358923912048,0.65826416015625
16,0.4679664522409439,0.6506751775741577,0.630523681640625
17,0.46772176399827003,0.6556273698806763,0.601165771484375
18,0.46815083734691143,0.6568857431411743,0.58856201171875
19,0.4717561323195696,0.6422698497772217,0.669342041015625
20,0.46880730986595154,0.6427853107452393,0.662322998046875
21,0.46780665405094624,0.6509732007980347,0.61981201171875
22,0.4672101382166147,0.6588500738143921,0.584381103515625
23,0.46733832359313965,0.653461217880249,0.60809326171875
24,0.467173520475626,0.6619380712509155,0.568206787109375
25,0.4668009355664253,0.6527490019798279,0.60626220703125
26,0.46738010831177235,0.6553999185562134,0.594940185546875
27,0.4669279623776674,0.6529439687728882,0.599578857421875
28,0.4665225241333246,0.6570426821708679,0.587615966796875
29,0.46621042862534523,0.6561111211776733,0.59930419921875
30,0.4659220799803734,0.6652252674102783,0.557708740234375
31,0.46546462923288345,0.6629859805107117,0.5640869140625
32,0.46512903831899166,0.6605502367019653,0.574462890625
33,0.4658676814287901,0.6598126888275146,0.57586669921875
34,0.4663011133670807,0.6601207852363586,0.56817626953125
35,0.46538727544248104,0.6629871129989624,0.56207275390625
36,0.4647249784320593,0.6503667831420898,0.61785888671875
37,0.46370390243828297,0.6566556692123413,0.583648681640625
38,0.46315350010991096,0.6655664443969727,0.5572509765625
39,0.4630920495837927,0.6567628383636475,0.58795166015625
40,0.46245712600648403,0.6585997343063354,0.591522216796875
41,0.4617782086133957,0.6555925607681274,0.605316162109375
42,0.4620397165417671,0.655371367931366,0.60626220703125
43,0.460833502933383,0.6642426252365112,0.573974609375
44,0.4601609632372856,0.6624346375465393,0.579681396484375
45,0.4592273849993944,0.6604426503181458,0.6077880859375
46,0.4587548300623894,0.6735163927078247,0.562286376953125
47,0.4576806668192148,0.6565711498260498,0.612701416015625
48,0.45611147210001945,0.6852377653121948,0.54638671875
49,0.4546850174665451,0.69297194480896,0.540771484375
50,0.45472641848027706,0.6812611818313599,0.560943603515625
51,0.4565714243799448,0.7124992609024048,0.525634765625
52,0.4510908182710409,0.6943720579147339,0.551422119140625
53,0.4482505824416876,0.703769326210022,0.544342041015625
54,0.44670210033655167,0.7250152230262756,0.535552978515625
55,0.44211819395422935,0.7197609543800354,0.541259765625
56,0.4539068881422281,0.7607616186141968,0.53302001953125
57,0.4430623445659876,0.7230678796768188,0.566131591796875
58,0.43562873639166355,0.7406672239303589,0.54827880859375
59,0.42830755561590195,0.7216160893440247,0.55609130859375
60,0.4217536970973015,0.7496975064277649,0.558563232421875
61,0.4154312703758478,0.7129077315330505,0.581329345703125
62,0.40975711308419704,0.7444643974304199,0.552490234375
63,0.40227408334612846,0.713500440120697,0.585235595703125
64,0.41293169744312763,0.8157057762145996,0.54840087890625
65,0.4154325556010008,0.8766417503356934,0.525482177734375
66,0.39403642900288105,0.7539307475090027,0.5888671875
67,0.3780034985393286,0.739924430847168,0.600555419921875
68,0.3652934841811657,0.7834757566452026,0.594940185546875
69,0.3548143804073334,0.8058130145072937,0.560821533203125
70,0.34543717466294765,0.7855114340782166,0.59515380859375
71,0.3361072074621916,0.8366129398345947,0.59954833984375
72,0.32486029528081417,0.8121227622032166,0.577392578125
73,0.31491955928504467,0.8904450535774231,0.5447998046875
74,0.30313799902796745,0.8505368232727051,0.583984375
75,0.291408883407712,0.8602365851402283,0.586761474609375
76,0.2819094378501177,0.9168912768363953,0.55255126953125
77,0.2706673750653863,0.8801130056381226,0.57684326171875
78,0.25295814499258995,0.9415153861045837,0.608001708984375
79,0.24604209885001183,0.8972053527832031,0.589996337890625
80,0.23735649976879358,0.9361504316329956,0.576995849609375
81,0.21884438768029213,0.9960637092590332,0.58587646484375
82,0.21168032102286816,1.0850820541381836,0.5709228515625
83,0.2037279373034835,1.1443850994110107,0.579315185546875
84,0.1958201564848423,1.0978341102600098,0.569183349609375
85,0.17877973429858685,1.1438071727752686,0.5728759765625
86,0.16454957146197557,1.2254465818405151,0.5665283203125
87,0.16215360444039106,1.1622309684753418,0.571136474609375
88,0.1568835424259305,1.1961469650268555,0.59027099609375
89,0.14501652400940657,1.2174291610717773,0.558746337890625
90,0.13175179064273834,1.250488042831421,0.579986572265625
91,0.13542288588359952,1.5349409580230713,0.5557861328125
92,0.12307624612003565,1.5386602878570557,0.560821533203125
93,0.10879653552547097,1.4403959512710571,0.577606201171875
94,0.10439856396988034,1.5095243453979492,0.577239990234375
95,0.10018847603350878,1.7652788162231445,0.56048583984375
96,0.0951930726878345,1.6728038787841797,0.5653076171875
97,0.09023603424429893,1.6168320178985596,0.562286376953125
98,0.0770826127845794,1.622321367263794,0.560791015625
99,0.07582624768838286,1.653738260269165,0.55792236328125
100,0.06772867520339787,1.7573063373565674,0.569061279296875
101,0.07148008747026324,1.8685420751571655,0.574188232421875
102,0.06684162840247154,1.7417681217193604,0.5693359375
103,0.06242249137721956,1.9909530878067017,0.57147216796875
104,0.06428277748636901,1.922605276107788,0.55694580078125
105,0.05711374431848526,2.1622490882873535,0.577392578125
106,0.0496076641138643,2.182105779647827,0.546234130859375
107,0.04136643395759165,2.3763155937194824,0.55767822265625
108,0.04272912151645869,2.152959108352661,0.55303955078125
109,0.048671790631487966,2.1117570400238037,0.55401611328125
110,0.043482513166964054,2.2782726287841797,0.557830810546875
111,0.039760594023391604,2.3609275817871094,0.5562744140625
112,0.04013130534440279,2.418741226196289,0.543243408203125
113,0.034866412985138595,2.513153076171875,0.549957275390625
114,0.035995617625303566,2.394883155822754,0.54241943359375
115,0.03395316191017628,2.4196152687072754,0.555755615234375
116,0.033684938098303974,2.55332088470459,0.548919677734375
117,0.03199037502054125,2.470583915710449,0.54931640625
118,0.031444771215319633,2.569432497024536,0.553192138671875
119,0.02979137806687504,2.5906569957733154,0.554443359375
120,0.02889958198647946,2.594735622406006,0.55157470703125
121,0.027336802217178047,2.776179790496826,0.54241943359375
122,0.025899598142132163,2.788027286529541,0.55450439453125
123,0.02786432474385947,2.809424877166748,0.5499267578125
124,0.026061737560667098,3.0873730182647705,0.55096435546875
125,0.023831730126403272,2.9846346378326416,0.54278564453125
126,0.021742031152825803,2.8013758659362793,0.572784423828125
127,0.022591042332351208,2.8782124519348145,0.565673828125
128,0.021908740047365427,2.7101757526397705,0.559356689453125
129,0.020484223030507565,2.7955896854400635,0.550750732421875
130,0.021962087892461568,2.718407154083252,0.5560302734375
131,0.022770120296627283,2.953550338745117,0.545379638671875
132,0.019642172963358462,2.9430222511291504,0.5394287109375
133,0.01653220586013049,3.0131916999816895,0.557403564453125
134,0.018395372142549604,3.0188040733337402,0.54827880859375
135,0.01886526116868481,3.049683094024658,0.55499267578125
136,0.020076361019164324,3.0183610916137695,0.546356201171875
137,0.018958792614284903,3.20776104927063,0.535675048828125
138,0.01950372022110969,3.054802417755127,0.55389404296875
139,0.01921826513716951,3.010335922241211,0.5528564453125
140,0.018601356190629303,3.207289457321167,0.56585693359375
141,0.01760514813940972,3.280702590942383,0.563446044921875
142,0.018863093748223037,3.2171568870544434,0.554443359375
143,0.018179561477154493,3.174936056137085,0.565948486328125
144,0.016030888713430613,3.1546788215637207,0.559600830078125
145,0.01598014176124707,3.353940963745117,0.551116943359375
146,0.017756324785295874,3.1254968643188477,0.554290771484375
147,0.017550734104588628,3.199042320251465,0.550262451171875
148,0.016937091597355902,3.146416425704956,0.54144287109375
149,0.015501448942814022,3.3800363540649414,0.54681396484375
