experiment,loss,arm,M,q,C,N,s_w,s_b,s_v,rho,n_draws,metric,value
thm3_2,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.03M,0.965
thm3_2,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.1M,0.435
thm3_2,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.3M,0.005
lemma3_1,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_lam_Sha,1.0
lemma3_1,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_Sha,0.29863929716216564
lemma3_1,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Sha_zero,0.055
lemma3_1,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_GWW_over_lam_Sha_nonzero,26.500391129733295
lemma3_1,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,median_ratio_lam_GWW_over_lam_Sha_nonzero,5.534520168052644
lemma3_1,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_witness,1.0
lemma3_1,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,mean_witness_curvature,0.5824891853754647
lemma3_1,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,witness_closedform_max_abs_err,8.881784197001252e-16
thm3_2,ce,,16,4,4,64,1.0,0.5,1.0,0.5,200,dense_vs_gram_max_rel_err,1.5328246606068789e-15
lemma3_1,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_Gphiphi,3.3856205864845106
lemma3_1,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Gphiphi_ge_lam_GWW,1.0
lemma3_1,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_Gphiphi_over_lam_GWW,2.92726435575677
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,lam_max_Sh,8.143587893251766
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_GWW,1.2093551060715282
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,sem_lam_max_GWW,0.03077671292367065
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,std_lam_max_GWW,0.43524844821918346
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,min_lam_max_GWW,0.40801041713501546
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,max_lam_max_GWW,2.8553856279065757
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,q05_lam_max_GWW,0.5780036848911061
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,q05_lam_over_M,0.03612523030569413
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,q25_lam_max_GWW,0.8946146084523547
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,q25_lam_over_M,0.05591341302827217
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,q50_lam_max_GWW,1.1622385155394923
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,q50_lam_over_M,0.07263990722121827
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,q75_lam_max_GWW,1.4866340423175293
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,q75_lam_over_M,0.09291462764484558
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,q95_lam_max_GWW,2.0349290470093044
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,q95_lam_over_M,0.12718306543808153
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_over_M,0.07558469412947051
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,min_lam_over_M,0.025500651070938466
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.001M,1.0
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.003M,1.0
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.01M,1.0
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.03M,0.99
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.1M,0.17
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.3M,0.0
lemma3_1,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_lam_Sha,1.0
lemma3_1,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_Sha,0.08157070018199278
lemma3_1,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Sha_zero,0.035
lemma3_1,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_GWW_over_lam_Sha_nonzero,124.54370772293541
lemma3_1,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,median_ratio_lam_GWW_over_lam_Sha_nonzero,20.79155676832047
lemma3_1,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_witness,1.0
lemma3_1,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,mean_witness_curvature,0.1536351736287326
lemma3_1,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,witness_closedform_max_abs_err,2.220446049250313e-16
thm3_2,ce,,16,16,4,64,1.0,0.5,1.0,0.5,200,dense_vs_gram_max_rel_err,1.6758051038920017e-15
lemma3_1,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_Gphiphi,7.356091675762643
lemma3_1,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Gphiphi_ge_lam_GWW,1.0
lemma3_1,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_Gphiphi_over_lam_GWW,1.1033385023322513
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,lam_max_Sh,32.42429342933268
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_GWW,6.748444665428451
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,sem_lam_max_GWW,0.2920048448677832
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,std_lam_max_GWW,4.129572118906707
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,min_lam_max_GWW,0.8049187639988056
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,max_lam_max_GWW,24.59474679197038
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,q05_lam_max_GWW,2.0753269064142295
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,q05_lam_over_M,0.032426982912722335
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,q25_lam_max_GWW,3.9498815053306933
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,q25_lam_over_M,0.06171689852079208
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,q50_lam_max_GWW,5.625319937070511
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,q50_lam_over_M,0.08789562401672674
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,q75_lam_max_GWW,8.393853407211214
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,q75_lam_over_M,0.13115395948767522
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,q95_lam_max_GWW,14.41062400508189
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,q95_lam_over_M,0.22516600007940454
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_over_M,0.10544444789731955
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,min_lam_over_M,0.012576855687481337
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.001M,1.0
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.003M,1.0
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.01M,1.0
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.03M,0.955
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.1M,0.455
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.3M,0.015
lemma3_1,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_lam_Sha,1.0
lemma3_1,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_Sha,1.3106234553242206
lemma3_1,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Sha_zero,0.025
lemma3_1,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_GWW_over_lam_Sha_nonzero,19.69671096418965
lemma3_1,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,median_ratio_lam_GWW_over_lam_Sha_nonzero,6.359223178968038
lemma3_1,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_witness,1.0
lemma3_1,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,mean_witness_curvature,2.5283199731177772
lemma3_1,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,witness_closedform_max_abs_err,3.552713678800501e-15
thm3_2,ce,,64,4,4,64,1.0,0.5,1.0,0.5,200,dense_vs_gram_max_rel_err,7.727680603605894e-16
lemma3_1,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_Gphiphi,6.909687550103288
lemma3_1,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Gphiphi_ge_lam_GWW,1.0
lemma3_1,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_Gphiphi_over_lam_GWW,1.469600628836941
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,lam_max_Sh,32.42429342933268
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_GWW,4.854783337509345
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,sem_lam_max_GWW,0.1285241482628867
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,std_lam_max_GWW,1.8176059356582481
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,min_lam_max_GWW,1.56346968991159
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,max_lam_max_GWW,13.068756378224979
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,q05_lam_max_GWW,2.2953419932892842
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,q05_lam_over_M,0.035864718645145066
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,q25_lam_max_GWW,3.6560407977353657
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,q25_lam_over_M,0.05712563746461509
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,q50_lam_max_GWW,4.414761353320556
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,q50_lam_over_M,0.06898064614563369
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,q75_lam_max_GWW,5.9401030579123635
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,q75_lam_over_M,0.09281411027988068
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,q95_lam_max_GWW,8.021432224953449
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,q95_lam_over_M,0.12533487851489764
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_over_M,0.07585598964858352
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,min_lam_over_M,0.024429213904868595
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.001M,1.0
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.003M,1.0
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.01M,1.0
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.03M,0.985
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.1M,0.19
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.3M,0.0
lemma3_1,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_lam_Sha,1.0
lemma3_1,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_Sha,0.2841903134973402
lemma3_1,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Sha_zero,0.035
lemma3_1,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_GWW_over_lam_Sha_nonzero,357.14409652648044
lemma3_1,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,median_ratio_lam_GWW_over_lam_Sha_nonzero,21.566396118575618
lemma3_1,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_witness,1.0
lemma3_1,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,mean_witness_curvature,0.5884700158778846
lemma3_1,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,witness_closedform_max_abs_err,4.440892098500626e-16
thm3_2,ce,,64,16,4,64,1.0,0.5,1.0,0.5,200,dense_vs_gram_max_rel_err,7.835578711068367e-16
lemma3_1,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_Gphiphi,27.005759232028495
lemma3_1,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Gphiphi_ge_lam_GWW,1.0
lemma3_1,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_Gphiphi_over_lam_GWW,1.0243506928427006
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,lam_max_Sh,129.83237873031683
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_GWW,26.448424541421993
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,sem_lam_max_GWW,1.1198081484933737
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,std_lam_max_GWW,15.836478708552338
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,min_lam_max_GWW,1.7416468973246362
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,max_lam_max_GWW,95.50338548239984
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,q05_lam_max_GWW,7.270169781486779
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,q05_lam_over_M,0.028399100708932732
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,q25_lam_max_GWW,15.09332054219513
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,q25_lam_over_M,0.058958283367949726
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,q50_lam_max_GWW,22.208667599868182
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,q50_lam_over_M,0.08675260781198509
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,q75_lam_max_GWW,35.5959426570171
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,q75_lam_over_M,0.13904665100397304
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,q95_lam_max_GWW,54.683949759451444
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,q95_lam_over_M,0.2136091787478572
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_over_M,0.10331415836492966
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,min_lam_over_M,0.00680330819267436
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.001M,1.0
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.003M,1.0
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.01M,0.995
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.03M,0.945
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.1M,0.435
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.3M,0.01
lemma3_1,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_lam_Sha,1.0
lemma3_1,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_Sha,5.219811620063581
lemma3_1,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Sha_zero,0.025
lemma3_1,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_GWW_over_lam_Sha_nonzero,29.779084676109413
lemma3_1,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,median_ratio_lam_GWW_over_lam_Sha_nonzero,5.933728193410884
lemma3_1,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_witness,1.0
lemma3_1,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,mean_witness_curvature,9.972449036248006
lemma3_1,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,witness_closedform_max_abs_err,7.105427357601002e-15
thm3_2,ce,,256,4,4,64,1.0,0.5,1.0,0.5,200,dense_vs_gram_max_rel_err,1.3429859522131969e-15
lemma3_1,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_Gphiphi,20.92743277359823
lemma3_1,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Gphiphi_ge_lam_GWW,1.0
lemma3_1,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_Gphiphi_over_lam_GWW,1.1124248228551508
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,lam_max_Sh,129.83237873031683
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_GWW,18.918841891456314
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,sem_lam_max_GWW,0.5193145302329544
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,std_lam_max_GWW,7.344216517928568
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,min_lam_max_GWW,5.6798129690769805
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,max_lam_max_GWW,46.28588639594348
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,q05_lam_max_GWW,9.978067901328275
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,q05_lam_over_M,0.038976827739563576
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,q25_lam_max_GWW,13.87581925956151
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,q25_lam_over_M,0.05420241898266215
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,q50_lam_max_GWW,17.30011985873949
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,q50_lam_over_M,0.06757859319820113
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,q75_lam_max_GWW,22.863768331501014
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,q75_lam_over_M,0.08931159504492583
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,q95_lam_max_GWW,34.20289811327293
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,q95_lam_over_M,0.13360507075497238
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_over_M,0.07390172613850123
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,min_lam_over_M,0.022186769410456955
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.001M,1.0
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.003M,1.0
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.01M,1.0
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.03M,0.99
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.1M,0.155
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.3M,0.0
lemma3_1,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_lam_Sha,1.0
lemma3_1,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_Sha,1.1627752626936738
lemma3_1,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Sha_zero,0.03
lemma3_1,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_GWW_over_lam_Sha_nonzero,75.02176009133203
lemma3_1,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,median_ratio_lam_GWW_over_lam_Sha_nonzero,23.85788462492913
lemma3_1,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_witness,1.0
lemma3_1,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,mean_witness_curvature,2.4438601608762816
lemma3_1,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,witness_closedform_max_abs_err,3.552713678800501e-15
thm3_2,ce,,256,16,4,64,1.0,0.5,1.0,0.5,200,dense_vs_gram_max_rel_err,2.8787172219071648e-15
lemma3_1,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_Gphiphi,109.94571019616768
lemma3_1,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Gphiphi_ge_lam_GWW,1.0
lemma3_1,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_Gphiphi_over_lam_GWW,1.0058273071158212
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,lam_max_Sh,520.6377788649523
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_GWW,109.34201058550764
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,sem_lam_max_GWW,4.277626674257028
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,std_lam_max_GWW,60.49477657503207
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,min_lam_max_GWW,14.341631381572604
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,max_lam_max_GWW,331.1535453755695
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,q05_lam_max_GWW,29.095299862157248
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,q05_lam_over_M,0.028413378771637937
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,q25_lam_max_GWW,61.325671040959065
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,q25_lam_over_M,0.05988835062593659
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,q50_lam_max_GWW,99.53835821723303
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,q50_lam_over_M,0.09720542794651663
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,q75_lam_max_GWW,140.9679301155746
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,q75_lam_over_M,0.13766399425349082
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,q95_lam_max_GWW,228.28287862469224
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,q95_lam_over_M,0.22293249865692602
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_over_M,0.1067793072124098
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,min_lam_over_M,0.014005499396066996
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.001M,1.0
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.003M,1.0
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.01M,1.0
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.03M,0.94
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.1M,0.48
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,frac_lam_ge_0.3M,0.01
lemma3_1,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_lam_Sha,1.0
lemma3_1,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,mean_lam_Sha,20.26036206288526
lemma3_1,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Sha_zero,0.04
lemma3_1,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_GWW_over_lam_Sha_nonzero,29.696067181932648
lemma3_1,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,median_ratio_lam_GWW_over_lam_Sha_nonzero,6.173485915830118
lemma3_1,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_GWW_ge_witness,1.0
lemma3_1,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,mean_witness_curvature,37.758428969700546
lemma3_1,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,witness_closedform_max_abs_err,5.684341886080802e-14
thm3_2,ce,,1024,4,4,64,1.0,0.5,1.0,0.5,200,dense_vs_gram_max_rel_err,3.903975949714995e-15
lemma3_1,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_Gphiphi,77.87843547398116
lemma3_1,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,frac_draws_lam_Gphiphi_ge_lam_GWW,1.0
lemma3_1,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,mean_ratio_lam_Gphiphi_over_lam_GWW,1.026522014075485
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,lam_max_Sh,520.6377788649523
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,mean_lam_max_GWW,75.96961447483324
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,sem_lam_max_GWW,2.3067570614398387
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,std_lam_max_GWW,32.62247121388127
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,min_lam_max_GWW,11.913366612756747
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,max_lam_max_GWW,192.10585929117588
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,q05_lam_max_GWW,35.95694957712454
thm3_2,ce,,1024,16,4,64,1.0,0.5,1.0,0.5,200,q05_lam_over_M,0.035114208571410684
