regime,arm,width,head_mult,seed,threshold,step,loss,acc_train,gnorm_theta,gnorm_phi,disp,wall_s,probe_val,probe_test,acc_iid_val,acc_reversed_val,acc_ctx_random_val,acc_spec_only_val,acc_iid_test,acc_reversed_test,acc_ctx_random_test,acc_spec_only_test,status,lr,tau,reached_star,probe_val_gain,probe_test_gain
ready,ctxfree,128,1.0,1,0.5,451,0.4997864663600921,0.8804582953453064,0.527265727519989,0.5844328678536266,0.0544537752866745,5.711801767349243,0.9323333333333332,0.9568333333333332,0.8353333473205566,0.8794999718666077,0.856499969959259,0.8776666522026062,0.8726666569709778,0.9021666646003724,0.8855000138282776,0.9138333201408386,stopped,0.001,1.47454833984375,True,-0.009000000000000119,0.0044999999999999485
ready,ctxfree,128,1.0,1,0.4,608,0.3999927937984466,0.922124981880188,0.5226576924324036,0.5915275951911878,0.0777684226632118,7.709098815917969,0.9336666666666666,0.957,0.8856666684150696,0.909500002861023,0.8978333473205566,0.9121666550636292,0.9233333468437196,0.9415000081062316,0.9304999709129332,0.9496666789054872,stopped,0.001,1.47454833984375,True,-0.0076666666666667105,0.004666666666666708
ready,ctxfree,128,1.0,1,0.3,789,0.2996531426906585,0.9419166445732116,0.4471622109413147,0.5220931423517383,0.102534681558609,9.99762725830078,0.9356666666666666,0.9573333333333331,0.9124999642372132,0.9261666536331176,0.9211666584014891,0.928833305835724,0.949999988079071,0.9564999938011168,0.9543333053588868,0.9643332958221436,stopped,0.001,1.47454833984375,True,-0.005666666666666709,0.004999999999999893
ready,ctxfree,128,1.0,1,0.2,1074,0.1999992728233337,0.9560832977294922,0.3180012106895447,0.3801342541417707,0.1327890455722808,13.578564405441284,0.9363333333333334,0.9581666666666666,0.9316666722297668,0.9396666288375854,0.9365000128746032,0.937666654586792,0.9653333425521852,0.9661666750907898,0.965833306312561,0.9724999666213988,stopped,0.001,1.47454833984375,True,-0.0050000000000000044,0.005833333333333357
ready,ctxfree,128,1.0,1,0.15,1349,0.1499061435461044,0.9640833139419556,0.2317743152379989,0.2803502145866965,0.1535054147243499,17.034547328948975,0.936,0.9586666666666668,0.9421666860580444,0.946833312511444,0.9471666812896729,0.9428333044052124,0.9724999666213988,0.9721666574478148,0.971833348274231,0.975833296775818,stopped,0.001,1.47454833984375,True,-0.005333333333333301,0.006333333333333524
ready,ctxfree,128,1.0,1,0.1,2010,0.0999600291252136,0.972041666507721,0.1286957859992981,0.1577796922859363,0.1848163902759552,25.293289184570312,0.935,0.9593333333333331,0.950166642665863,0.9516666531562804,0.9519999623298644,0.9493333101272584,0.977999985218048,0.9773333072662354,0.9766666293144226,0.9788333177566528,stopped,0.001,1.47454833984375,True,-0.006333333333333302,0.006999999999999895
ready,ctxfree,128,1.0,1,final,2010,0.0999600291252136,0.972041666507721,0.1286957859992981,0.1577796922859363,0.1848163902759552,25.33848023414612,0.935,0.9593333333333331,0.950166642665863,0.9516666531562804,0.9519999623298644,0.9493333101272584,0.977999985218048,0.9773333072662354,0.9766666293144226,0.9788333177566528,stopped,0.001,1.47454833984375,True,-0.006333333333333302,0.006999999999999895
ready,ctxfree,128,1.0,2,init,0,0.714594304561615,0.5214583277702332,0.6076210737228394,0.8223432174021463,0.0,0.0141999721527099,0.9195,0.9365,0.2958333194255829,0.6993333101272583,0.4986666738986969,0.5063333511352539,0.3129999935626983,0.7174999713897705,0.518666684627533,0.531000018119812,stopped,0.001,1.47454833984375,True,0.0,0.0
ready,ctxfree,128,1.0,2,0.6,246,0.5997742414474487,0.7666249871253967,0.4499884247779846,0.5124344905501439,0.0286745522171258,3.1174135208129883,0.9196666666666666,0.9445,0.7235000133514404,0.731333315372467,0.7253333330154419,0.7458333373069763,0.7565000057220459,0.7713333368301392,0.762833297252655,0.7731666564941406,stopped,0.001,1.47454833984375,True,0.0001666666666666483,0.008000000000000007
ready,ctxfree,128,1.0,2,0.5,426,0.4998730719089508,0.875374972820282,0.5277274250984192,0.592040554199109,0.0531748533248901,5.397860050201416,0.9213333333333332,0.9516666666666668,0.8371666669845581,0.847000002861023,0.8411666750907898,0.8528333306312561,0.8656666278839111,0.8809999823570251,0.8761666417121887,0.8790000081062317,stopped,0.001,1.47454833984375,True,0.0018333333333332424,0.015166666666666773
