arm,param,train_cond,width,mult,head_mult,seed,threshold,step,loss,acc_train,gnorm_theta,gnorm_phi,probe_acc,wall_s,align_u,align_V,gain_u,gain_V,h_u,h_V,w_norm,disp,acc_iid,acc_reversed,acc_ctx_random,acc_spec_only,acc_ctx_only,status,lr,tau,reached_star,probe_acc_gain,h_u_gain,align_u_gain
ctxfree,sp,ctx_random,128,1.0,1.0,1,0.5,2649,0.499852180480957,0.806884765625,0.2883962988853454,0.263541088520385,0.83880615234375,26.02094602584839,0.0337215045167782,0.0277979332922443,0.6406838247826628,0.5816966227598978,0.3619878365897656,0.3381419745281644,3.488914190599387,0.1275884522506866,0.8133544921875,0.8056640625,0.8072509765625,0.8280029296875,0.50848388671875,max_steps,0.001,1.70233154296875,True,0.18084716796875,0.3015816758710339,0.029326488656862604
ctxfree,sp,ctx_random,128,1.0,1.0,1,0.4,3310,0.3998725414276123,0.8609466552734375,0.2855860292911529,0.2459122048919318,0.8782958984375,32.49925684928894,0.0553862474408629,0.0260953295034153,0.8272168514806038,0.5678057611354326,0.5107098063154711,0.3230516561962155,3.51494393481634,0.1814115313247734,0.86334228515625,0.86151123046875,0.861328125,0.87445068359375,0.5062255859375,max_steps,0.001,1.70233154296875,True,0.2203369140625,0.4503036455967394,0.0509912315809473
ctxfree,sp,ctx_random,128,1.0,1.0,1,0.3,4157,0.2999284565448761,0.8989410400390625,0.2361526638269424,0.1926386469645083,0.90924072265625,40.789981842041016,0.0853089287737902,0.0239046608956747,1.0370922436292238,0.548986210065362,0.6615834578220687,0.3030517008437492,3.55075037782128,0.2437768164891001,0.89990234375,0.8978271484375,0.89715576171875,0.9075927734375,0.50555419921875,max_steps,0.001,1.70233154296875,True,0.25128173828125,0.601177297103337,0.0809139129138746
ctxfree,sp,ctx_random,128,1.0,1.0,1,0.2,5934,0.1999973207712173,0.9296875,0.141917735338211,0.1064458748259641,0.93292236328125,58.153132915496826,0.134688736353204,0.020312681802669,1.3249211334398872,0.5145268240393659,0.8312997241021773,0.268090265258596,3.610142861510373,0.3343509843292102,0.92950439453125,0.92926025390625,0.928955078125,0.93255615234375,0.50628662109375,max_steps,0.001,1.70233154296875,True,0.27496337890625,0.7708935633834456,0.13029372049328838
ctxfree,sp,ctx_random,128,1.0,1.0,1,0.15,9023,0.1499972939491272,0.94403076171875,0.0725558325648307,0.0502761529410765,0.94378662109375,88.57420563697815,0.1812818796100269,0.0166286449490642,1.5619683170096448,0.4730678704336389,0.9347429860751458,0.2287706031154167,3.668554899661352,0.417455389150944,0.94134521484375,0.94036865234375,0.941162109375,0.9425048828125,0.5069580078125,max_steps,0.001,1.70233154296875,True,0.28582763671875,0.8743368253564141,0.17688686375011128
ctxfree,sp,ctx_random,128,1.0,1.0,1,final,40000,0.1187773793935775,0.9544677734375,0.0061008241027593,0.0130941231062829,0.9488525390625,398.31216955184937,0.2408691597607086,0.0115798475455745,1.8454986594982323,0.4046453519256549,0.9890806266803396,0.1710796521686479,3.760305546107813,0.5452171632179315,0.9466552734375,0.94586181640625,0.94561767578125,0.94696044921875,0.5057373046875,max_steps,0.001,1.70233154296875,True,0.2908935546875,0.9286744659616079,0.236474143900793
ctxfree,sp,ctx_random,128,1.0,1.0,2,init,0,0.7149220108985901,0.49298095703125,0.0677375346422195,0.4904184576362856,0.61492919921875,0.0345497131347656,0.0026724015511806,0.0322720875736059,0.1761751086726325,0.6122195871615516,0.0292364920488391,0.377094833689866,3.4079537361778094,0.0,0.56219482421875,0.43048095703125,0.49566650390625,0.49212646484375,0.562744140625,max_steps,0.001,1.70233154296875,True,0.0,0.0,0.0
ctxfree,sp,ctx_random,128,1.0,1.0,2,0.6,2706,0.5999173521995544,0.7128448486328125,0.2393048405647277,0.2178394586576827,0.75921630859375,28.12654137611389,0.0177374402879421,0.0254764445298457,0.4545091648811858,0.544711545810054,0.1782351152685476,0.3052485730189509,3.4126926074201926,0.0966289214556385,0.69793701171875,0.71356201171875,0.70672607421875,0.73468017578125,0.49444580078125,max_steps,0.001,1.70233154296875,True,0.144287109375,0.1489986232197085,0.015065038736761502
ctxfree,sp,ctx_random,128,1.0,1.0,2,0.5,3487,0.4999313950538635,0.801666259765625,0.287428081035614,0.2488162733119844,0.83013916015625,36.17580366134644,0.0363101795434174,0.024023516530079,0.6542298091988749,0.5321504328483989,0.3261626777382795,0.2927775208737764,3.433334599588687,0.1553378924490869,0.79486083984375,0.80426025390625,0.79901123046875,0.81170654296875,0.49383544921875,max_steps,0.001,1.70233154296875,True,0.2152099609375,0.2969261856894404,0.0336377779922368
ctxfree,sp,ctx_random,128,1.0,1.0,2,0.4,4188,0.3999202251434326,0.8535919189453125,0.2828242778778076,0.2310855188818915,0.8758544921875,43.557514905929565,0.0602086368260747,0.0225255758028858,0.8489782842522459,0.5192842315171404,0.4761813073148301,0.2797178935530937,3.459928980579617,0.2122909746727387,0.84893798828125,0.856689453125,0.85076904296875,0.8638916015625,0.496337890625,max_steps,0.001,1.70233154296875,True,0.26092529296875,0.446944815265991,0.0575362352748941
ctxfree,sp,ctx_random,128,1.0,1.0,2,0.3,5095,0.2999897599220276,0.8941802978515625,0.2326284945011139,0.1791858584295337,0.90960693359375,53.05012011528015,0.0932835328641747,0.0205723024939443,1.0678532017937918,0.5014764146719441,0.6353746854712137,0.2618650210340106,3.496302988595028,0.2785789325457313,0.89447021484375,0.8951416015625,0.89447021484375,0.90020751953125,0.50048828125,max_steps,0.001,1.70233154296875,True,0.294677734375,0.6061381934223746,0.0906111313129941
ctxfree,sp,ctx_random,128,1.0,1.0,2,0.2,7033,0.1999761164188385,0.9267578125,0.1383635103702545,0.0968521307485326,0.93341064453125,73.31798791885376,0.1477162843088375,0.0173165492331454,1.3668368885420294,0.4679863432920211,0.8218786043200592,0.2297555780534321,3.556333688249519,0.3755321603475368,0.9267578125,0.9251708984375,0.9261474609375,0.9285888671875,0.5008544921875,max_steps,0.001,1.70233154296875,True,0.3184814453125,0.7926421122712202,0.1450438827576569
ctxfree,sp,ctx_random,128,1.0,1.0,2,0.15,10550,0.149998053908348,0.9423980712890624,0.0682419314980506,0.0437050057134835,0.94476318359375,110.0636866092682,0.1983699752970417,0.0140021527744947,1.610229772620836,0.4278064111255822,0.9379361011914472,0.1941233557087067,3.615346131137597,0.4655803685824164,0.94171142578125,0.94122314453125,0.94134521484375,0.94281005859375,0.503662109375,max_steps,0.001,1.70233154296875,True,0.329833984375,0.9086996091426082,0.1956975737458611
ctxfree,sp,ctx_random,128,1.0,1.0,2,final,40000,0.1216930001974105,0.9521942138671876,0.0064388569444417,0.0130617795392739,0.9493408203125,432.9461908340454,0.2524574746962849,0.011262216991921,1.8586121442924697,0.3925605008350342,0.9921161795405068,0.1671426046083987,3.699087919337449,0.5889929556556556,0.94964599609375,0.94744873046875,0.94842529296875,0.94903564453125,0.503173828125,max_steps,0.001,1.70233154296875,True,0.33441162109375,0.9628796874916677,0.24978507314510429
ctxfree,sp,ctx_random,128,1.0,1.0,3,init,0,0.7113401889801025,0.492706298828125,0.0616980083286762,0.394553209159992,0.6588134765625,0.0367248058319091,0.0050038553708904,0.0277369547482443,0.2427007094695735,0.571410294820385,0.0607063689166567,0.324714599145373,3.430983832665489,0.0,0.45294189453125,0.54315185546875,0.50286865234375,0.50006103515625,0.45556640625,max_steps,0.001,1.70233154296875,True,0.0,0.0,0.0
ctxfree,sp,ctx_random,128,1.0,1.0,3,0.6,1937,0.5999301075935364,0.7149658203125,0.2330714017152786,0.2287292702360622,0.77215576171875,22.04154086112976,0.0176727111272037,0.0235077007461479,0.457100343465176,0.5271874159527105,0.1977156652294521,0.2816201300924568,3.4384281864650457,0.070812095941759,0.71160888671875,0.7099609375,0.70953369140625,0.7369384765625,0.49432373046875,max_steps,0.001,1.70233154296875,True,0.11334228515625,0.1370092963127954,0.0126688557563133
ctxfree,sp,ctx_random,128,1.0,1.0,3,0.5,2703,0.4999382495880127,0.8051910400390625,0.2852734327316284,0.2570652950239761,0.83648681640625,30.734257221221924,0.0355074033708073,0.022163531971425,0.6518094629863097,0.514968529702044,0.3505324637871494,0.2704634962912718,3.459084763454646,0.1283011853390953,0.80255126953125,0.7979736328125,0.801025390625,0.8135986328125,0.49566650390625,max_steps,0.001,1.70233154296875,True,0.17767333984375,0.2898260948704927,0.0305035479999169
ctxfree,sp,ctx_random,128,1.0,1.0,3,0.4,3389,0.3998860418796539,0.8583221435546875,0.2812995314598083,0.2397863033565273,0.87823486328125,38.51062321662903,0.0583504643016707,0.0208062411236423,0.8420336226574318,0.5028102112398676,0.5004745083700722,0.2588258654627907,3.4858386047635483,0.1844329540028376,0.85321044921875,0.85211181640625,0.8516845703125,0.864013671875,0.4949951171875,max_steps,0.001,1.70233154296875,True,0.21942138671875,0.43976813945341553,0.053346608930780304
ctxfree,sp,ctx_random,128,1.0,1.0,3,0.3,4272,0.2999805212020874,0.89703369140625,0.2316497713327407,0.1876102625790279,0.90911865234375,48.51948070526123,0.0898190618216919,0.0190891251674956,1.0556983018637764,0.4866856918783698,0.6548454332469693,0.2434180375523036,3.522537017852373,0.2491867154270189,0.89361572265625,0.89080810546875,0.8927001953125,0.89874267578125,0.49462890625,max_steps,0.001,1.70233154296875,True,0.25030517578125,0.5941390643303126,0.0848152064508015
ctxfree,sp,ctx_random,128,1.0,1.0,3,0.2,6138,0.1999756097793579,0.9275054931640624,0.1386405080556869,0.1030852654274785,0.936279296875,67.20424222946167,0.1415338849751408,0.0162711716813314,1.3480516829740623,0.4570731843377949,0.8307398276541516,0.2158916131739202,3.5832435602184387,0.3431909777208671,0.92474365234375,0.923583984375,0.92535400390625,0.92822265625,0.495849609375,max_steps,0.001,1.70233154296875,True,0.2774658203125,0.7700334587374948,0.1365300296042504
ctxfree,sp,ctx_random,128,1.0,1.0,3,0.15,9461,0.1499930024147033,0.942626953125,0.0692957267165184,0.0473768617760635,0.94610595703125,102.68647456169128,0.1900624931905079,0.0134384294991292,1.5882634782886158,0.4223267566687495,0.9384941128022468,0.1850153011448325,3.643127230497457,0.4300584175512777,0.94012451171875,0.93878173828125,0.9388427734375,0.940673828125,0.49658203125,max_steps,0.001,1.70233154296875,True,0.28729248046875,0.8777877438855901,0.18505863781961748
ctxfree,sp,ctx_random,128,1.0,1.0,3,final,40000,0.1208293586969375,0.9527435302734376,0.0061007724143564,0.0128576204340626,0.9500732421875,438.7345378398895,0.2461273767606449,0.0109399317922997,1.8508762178530476,0.3902156837578683,0.9898519281281932,0.1585737477360579,3.730760875445623,0.5534515452440901,0.94720458984375,0.94537353515625,0.9462890625,0.94805908203125,0.49725341796875,max_steps,0.001,1.70233154296875,True,0.291259765625,0.9291455592115365,0.24112352138975449
ctxfree,sp,ctx_random,128,1.0,1.0,4,init,0,0.714850902557373,0.49627685546875,0.0831858962774276,0.4485404734819128,0.603515625,0.0360379219055175,0.0019649360265562,0.0242259288887464,0.1550119995997905,0.5442912214485055,0.0267289186210487,0.2903903128770632,3.4969635927742284,0.0,0.527587890625,0.46954345703125,0.50042724609375,0.494873046875,0.52972412109375,max_steps,0.001,1.70233154296875,True,0.0,0.0,0.0
ctxfree,sp,ctx_random,128,1.0,1.0,4,0.6,2466,0.5999915599822998,0.715484619140625,0.2415193319320678,0.2190667433124626,0.75750732421875,26.67309808731079,0.0150781821173106,0.019384446905326,0.4301280345609905,0.4876968654270507,0.1850217015235129,0.2346677123985597,3.502863849521693,0.0876219203217111,0.71844482421875,0.70159912109375,0.70947265625,0.7332763671875,0.504638671875,max_steps,0.001,1.70233154296875,True,0.15399169921875,0.1582927829024642,0.013113246090754399
ctxfree,sp,ctx_random,128,1.0,1.0,4,0.5,3224,0.4999457597732544,0.8043670654296875,0.2935919165611267,0.2538422104683352,0.83099365234375,35.1156804561615,0.0320974308586624,0.0181476331021767,0.6311305215361526,0.4745631831359861,0.3435607516817257,0.2227118837580075,3.522768036837639,0.1451994884904282,0.8056640625,0.794677734375,0.79974365234375,0.81390380859375,0.50128173828125,max_steps,0.001,1.70233154296875,True,0.22747802734375,0.31683183306067697,0.030132494832106203
