arm,width,seed,step,epoch,total_steps,N_sites,C_classes,NC,P_theta,P_phi,loss_probe,r_sq,a_eff,kappa_eff,lam_max_Ktheta,lam_max_Kphi,lam_min_Kphi,share_inst,share_A1_bound,share_proxy_lammax,share_proxy_lammin,frac_range_Jtheta,frac_range_Jtheta_rtol1e-6,rank_Jtheta,rank_Jtheta_rtol1e-6,a_eff_H,kappa_eff_H,lam_max_Ktheta_H,lam_max_Kphi_H,lam_min_Kphi_H,share_inst_H,share_proxy_lammax_H,share_proxy_lammin_H,chk_grad_theta_relerr,chk_grad_phi_relerr,chk_ggn_phi_relerr,lam_max_Gphiphi_ggnpy,frac_r_topk1_Kphi,frac_r_topk5_Kphi,frac_r_topk20_Kphi,frac_r_topk100_Kphi,frac_r_topk1_Jtheta_sv,frac_r_topk5_Jtheta_sv,frac_r_topk20_Jtheta_sv,share_cum_discrete,test_loss,test_acc,share_cum_discrete_fullrun
joint,128,42,2400,150,2400,256,2,512,1024,2434,0.43574914045525615,0.28141420893820157,0.025301327259289557,0.043295798344611856,6.96478556961252,22.678398301869237,9.997049310892823e-06,0.3688394672013861,0.3688394672013861,0.23495403192209038,0.9999985646313355,1.000000000000208,1.000000000000208,512,512,0.00835085915957089,0.016892502593861335,0.4906278540299018,6.211230086243326,-3.132344501562775e-16,0.33081406672926444,0.07320773707863754,1.0000000000000007,1.2181785117608693e-16,1.423765555307368e-16,8.579734519903888e-16,6.211230086243331,3.6824667219403914e-06,0.006625663924904135,0.028830870859675645,0.17775701583342668,0.0005162043709005484,0.002206656898855653,0.008434670175932694,0.2896219303111698,0.6580626964569092,0.6099853515625,0.2896219303111698
joint,128,43,0,0,2400,256,2,512,1024,2434,0.773998583158464,0.5719496598124593,0.2990938176353259,4.219002418942767,1.5321863679200516,21.735250963197196,2.1216052718481823e-06,0.0661990807574858,0.0661990807574858,0.06585110109530398,0.9999986153105271,1.0000000000002496,1.0000000000002496,512,512,0.11337856073775994,1.668340704776384,0.4331398413957534,7.802468931604799,-5.619590822422361e-16,0.0636343575176209,0.052593542667513545,1.0000000000000013,1.6225010866851518e-16,1.8403593871585689e-16,6.82997979859265e-16,7.8024689316047935,0.13422598937447824,0.43315434915269446,0.4465015110363128,0.517278319919039,0.154954574998474,0.3174298780240076,0.3598329744625734,,0.8960411548614502,0.500579833984375,0.08059806750373547
joint,128,43,1,0,2400,256,2,512,1024,2434,0.7471965013488249,0.5504873544486681,0.2811494164334963,3.8849962432600695,1.5382905653824452,21.709515757252706,2.0573073605881413e-06,0.0674842982936357,0.0674842982936357,0.06616927825507105,0.9999986626033758,1.0000000000002418,1.0000000000002418,512,512,0.11264326223246225,1.6212591672012697,0.4472952360940623,8.02891262791193,-5.239300182168753e-15,0.06496516777431931,0.05277067802849556,1.0000000000000118,3.586705351232181e-16,0.0,2.212450081004587e-16,8.028912627911932,0.122499315055225,0.41015546790727214,0.4245711660657492,0.4997460466545022,0.14526409076264385,0.3150660306342823,0.3430887901143878,0.05868279799188486,0.8761501312255859,0.500579833984375,0.08059806750373547
joint,128,43,2,0,2400,256,2,512,1024,2434,0.722115246184706,0.5293673007482973,0.2685744582127589,3.5556244133748183,1.5654898432147237,21.69399156461642,2.054017376190822e-06,0.07023025402998012,0.07023025402998012,0.06730544915277625,0.999998687941228,1.0000000000002465,1.0000000000002465,512,512,0.1126708818390587,1.5566515006551525,0.4608060929703775,8.236864374876767,-2.4626014840814974e-16,0.06749498061046301,0.05298040373843189,1.0000000000000004,1.952218477209973e-16,0.0,0.0,8.236864374876767,0.11018054208000089,0.3861468572344671,0.4018562057432358,0.4794127808781095,0.1358477705862496,0.3014952848401878,0.3335645073564857,0.06040307485588218,0.857824444770813,0.500579833984375,0.08059806750373547
joint,128,43,6,0,2400,256,2,512,1024,2434,0.6369236964892677,0.4508498503468749,0.21129689755764933,2.2474847911947737,1.585118078129248,21.679051370122835,2.2232293154449594e-06,0.0859356072660768,0.0859356072660768,0.0681355971746648,0.9999985974381165,1.0000000000002367,1.0000000000002367,512,512,0.09798421486106368,1.1226804378010655,0.47420960509803883,8.869119203147998,-1.1187827967622603e-15,0.08027119868456203,0.05075381749163328,1.0000000000000024,0.0,0.0,1.001427987781329e-15,8.869119203148006,0.06410942793513752,0.2821158660650941,0.30014215379672465,0.399104371591043,0.10240346697531691,0.23509635260551623,0.28925962528287247,0.06355150445598083,0.7951145768165588,0.500701904296875,0.08059806750373547
joint,128,43,13,0,2400,256,2,512,1024,2434,0.542519727266424,0.3592449203237026,0.12099526616387794,0.5830907949522839,1.8303519608166459,21.909368562837294,2.401654845655822e-06,0.17184726817637688,0.17184726817637688,0.0771008217637991,0.9999986878743838,1.0000000000002283,1.0000000000002283,512,512,0.052881898005406054,0.28083442687366295,0.4744473074015073,8.993402402987895,-1.042210241565313e-15,0.15846362333208966,0.050111410923736964,1.0000000000000022,3.192722902317914e-16,1.3250230005262808e-16,3.9503555157502733e-16,8.993402402987899,0.009819144361644131,0.11077122064002862,0.13975940167173714,0.24709935172649036,0.04796163200853823,0.12070442409860405,0.190637889471163,0.07064104283677237,0.726848840713501,0.511444091796875,0.08059806750373547
joint,128,43,32,2,2400,256,2,512,1024,2434,0.484554182671164,0.3083018527496967,0.012850173412710756,0.06039007537302277,3.2746521006088116,23.963316763832502,4.140556383182726e-06,0.175452345203036,0.175452345203036,0.12022379924531788,0.9999987355752549,1.0000000000002183,1.0000000000002183,512,512,0.00468512990105045,0.047572801337104974,0.33092307719023556,6.546869662546351,-1.8406558930711848e-16,0.08965394898046912,0.04811472077056361,1.0000000000000004,0.0,9.317267182715508e-16,4.0699378427277683e-16,6.5468696625463485,0.0010821125833559442,0.016802563948025526,0.03752857092141649,0.1515867201347735,7.381455982500667e-05,0.005307944336475354,0.0819149754769184,0.07825117737050358,0.6921278834342957,0.5369873046875,0.08059806750373547
joint,128,43,75,4,2400,256,2,512,1024,2434,0.47662053202918925,0.3070037578246049,0.012027792475217163,0.019901321991258995,2.409962209313047,23.555667042102588,3.937340201291283e-06,0.37670297708524597,0.37670297708524597,0.09281354924921209,0.9999983662259294,1.0000000000002167,1.0000000000002167,512,512,0.004834464292752174,0.017826404510263773,0.2921011984613786,6.870160291552668,-1.818468085678513e-16,0.21333975915825226,0.04078337531639127,1.0000000000000007,2.34893307115151e-16,2.8392565609856307e-16,7.756835782642819e-16,6.870160291552662,0.00024447056593756693,0.009251005273183076,0.03111667121022312,0.16034381701558456,0.000402220507110586,0.005047388916735184,0.08028345701688601,0.07833780141300602,0.6912539005279541,0.533935546875,0.08059806750373547
joint,128,43,179,11,2400,256,2,512,1024,2434,0.4741044065419999,0.30493796832935205,0.010338305785392922,0.019244037884813634,2.3975845521060504,24.026467196549547,4.618011295207383e-06,0.34947554868024205,0.34947554868024205,0.09073493251193147,0.9999980738938294,1.000000000000214,1.000000000000214,512,512,0.00401673301596893,0.017576846010935395,0.2508899191898886,6.8322342179752935,-1.6412485989498827e-16,0.18601515806917962,0.035420799400291206,1.0000000000000007,4.1269636458351625e-16,2.9561233383016425e-16,2.469966549142014e-15,6.832234217975277,0.00021015581750709537,0.007602970165661788,0.027372919045458643,0.14602188025226756,0.0002552923856305553,0.009812949257168172,0.07295583491884006,0.07853172805321045,0.6934083104133606,0.526947021484375,0.08059806750373547
joint,128,43,426,26,2400,256,2,512,1024,2434,0.47190038074259505,0.3034817078760007,0.009225061965790912,0.017869796851711663,2.2292356381499134,24.267248082194865,5.046365567280271e-06,0.340472782232464,0.340472782232464,0.08413326317854927,0.999997736285004,1.0000000000002154,1.0000000000002154,512,512,0.0036430041965297326,0.016447338684251266,0.23776115890178615,6.849564937768464,-1.866193762042801e-16,0.18133111107898192,0.03354737113246285,1.0000000000000009,1.549060760904482e-16,1.599366979569248e-16,7.78015912925548e-16,6.849564937768458,0.00018141820361109717,0.006898992289360669,0.029840392882283347,0.1404207621920825,0.00014476071483368434,0.00805694698333064,0.06734768050413745,0.07840133275210312,0.6789074540138245,0.556671142578125,0.08059806750373547
joint,128,43,1011,63,2400,256,2,512,1024,2434,0.4704807766928806,0.30308946930195074,0.01246908384187717,0.0217187130692919,3.002858862081191,24.522061064875047,5.354437004501766e-06,0.36472323368118376,0.36472323368118376,0.10909600718367116,0.9999982168900695,1.0000000000002145,1.0000000000002145,512,512,0.0037279242302160594,0.01832447857648493,0.2568201727280627,6.794123822198057,-2.1392015709289497e-16,0.16904843716546242,0.036423516186325014,1.0000000000000009,2.295064354066829e-16,9.223449305418335e-16,1.307274407920312e-16,6.794123822198058,0.00023184253706164462,0.00787081490432867,0.028855533529365884,0.16402853013862564,0.00020561664609759724,0.004544891095557212,0.04779399410562055,0.07818498013483333,0.683322548866272,0.545654296875,0.08059806750373547
joint,128,43,2400,150,2400,256,2,512,1024,2434,0.4659893857898927,0.30080695220630405,0.03578579258621682,0.036846413671533434,8.66935508089891,26.355056606836573,1.0227535536837214e-05,0.49269868602398786,0.49269868602398786,0.24752321775428032,0.9999988202670931,1.0000000000002176,1.0000000000002176,512,512,0.007448848909991569,0.011979404977659891,0.2743320733245595,6.730808631049662,-6.409696473838635e-16,0.38340290141699435,0.039161536491802124,1.0000000000000024,1.6115053290090152e-16,4.695354829068748e-16,1.8474002987457734e-15,6.7308086310496495,2.4933011220258697e-05,0.004791141433739225,0.05254615310727558,0.19132251345545206,0.0002507578839336371,0.01128305981865466,0.03935905321828897,0.08059806750373547,0.7060568332672119,0.50421142578125,0.08059806750373547
joint,128,44,0,0,2400,256,2,512,1024,2434,0.6736746744940583,0.48103378375545175,0.7111761703615249,0.94848838908414,3.7931142570011787,16.446639101175677,2.937778705297711e-06,0.4285059690610377,0.4285059690610377,0.1874091146208934,0.9999992254975119,1.0000000000002347,1.0000000000002347,512,512,0.33967379851482166,0.4618561352466351,1.133546341352997,7.811564415223524,-1.5597655314581173e-16,0.42378180053835884,0.1267224489668397,1.0000000000000002,1.6226597340655598e-16,1.2166695436165478e-16,3.4110136170772787e-16,7.811564415223526,0.0053180706428639845,0.27464325719970273,0.3073097994759139,0.38130809184565656,0.15130584830846042,0.28616807016034346,0.3006701116984707,,0.7063678503036499,0.48089599609375,0.3432413714797633
joint,128,44,1,0,2400,256,2,512,1024,2434,0.6503485461988479,0.458538467429639,0.6325270720197415,0.7861893465493354,3.8244879733701302,16.445523422884516,3.1165240108456034e-06,0.445844612595455,0.445844612595455,0.18867714963775467,0.9999991851140616,1.0000000000002418,1.0000000000002418,512,512,0.3037231885709806,0.3885484295280569,1.1415541815756554,7.801889829923044,-3.0165422944531384e-16,0.4387341335832859,0.1276414522311477,1.0000000000000002,1.9139268764471619e-16,1.5398460543029552e-16,1.138414459908986e-16,7.801889829923045,0.003938837044547723,0.2403264982381907,0.27381076276322686,0.35490906607781414,0.13323291276377233,0.25264876518766505,0.2670462377202606,0.4460191540433912,0.6997170448303223,0.49871826171875,0.3432413714797633
joint,128,44,2,0,2400,256,2,512,1024,2434,0.629299097736798,0.43820864106988816,0.5584597097294289,0.642637022870909,3.852909040817889,16.44858002888078,3.1974353799290505e-06,0.46495814581093786,0.46495814581093786,0.18978455361526234,0.9999991701250425,1.0000000000002292,1.0000000000002292,512,512,0.2666640695801495,0.31729117799908846,1.1424132611484026,7.758206855526226,-1.6536041306748974e-16,0.4566515511001814,0.12835209751376525,1.0000000000000002,2.2683363411480263e-16,1.9712130013721718e-16,0.0,7.758206855526226,0.0028437017370657645,0.20683338079649588,0.24049636990899045,0.34375259304040057,0.11769620911063404,0.21980559173538272,0.23460029882162045,0.45589263926600115,0.6934860348701477,0.519012451171875,0.3432413714797633
joint,128,44,6,0,2400,256,2,512,1024,2434,0.5662337659897213,0.38020893075895734,0.2870603622544361,0.26059533878448726,3.749734651335512,16.50264904256516,3.5558760346529165e-06,0.5241620998555696,0.5241620998555696,0.18515028690004545,0.9999990517001887,1.000000000000224,1.000000000000224,512,512,0.12145836007999905,0.11042474378015196,1.006172799368766,7.306814870496392,-4.5783114801873075e-16,0.523791333038438,0.1210362434454431,1.0000000000000004,1.271524405570634e-16,2.801310707865899e-16,3.6466439978646407e-16,7.306814870496389,0.0003614548733878482,0.09668534121308993,0.12727136507048872,0.2451742627022312,0.061484587431592415,0.11175348977939607,0.12593451792001698,0.4776240990884044,0.6702321767807007,0.603729248046875,0.3432413714797633
joint,128,44,13,0,2400,256,2,512,1024,2434,0.513624915090742,0.3424817523968665,0.056861792253033644,0.04042025940566596,4.012418359478171,16.769980939258655,4.205626261566049e-06,0.5845044515767949,0.5845044515767949,0.1930681006462064,0.9999989518486169,1.0000000000002183,1.0000000000002183,512,512,0.01647857118503662,0.010844073299437266,0.7938978165433623,6.159217396035578,-1.4649653457587993e-16,0.6031104051586434,0.1141787231005629,1.0000000000000002,0.0,1.2531230614168017e-16,2.8840625767546625e-16,6.159217396035576,1.6046267483218702e-05,0.011479910978968036,0.033042425296764606,0.1400208011470724,0.010745953190337118,0.01622828946780665,0.03390651131925542,0.48198203215847263,0.6344869136810303,0.670928955078125,0.3432413714797633
joint,128,44,32,2,2400,256,2,512,1024,2434,0.5146831392873815,0.34709463677410735,0.04857900610786748,0.07839405822761247,4.91703529980516,17.69261019494055,5.133191253346525e-06,0.3825930039737814,0.3825930039737814,0.21747511702241581,0.9999989560404631,1.000000000000217,1.000000000000217,512,512,0.013705352780068071,0.019945967586373254,0.48024731381617636,4.40795256918824,-1.0756140139405199e-16,0.4072753351376872,0.09824625123983345,1.0000000000000002,0.0,3.825167488910242e-16,2.0149455007944657e-16,4.407952569188241,0.0001525902544254304,0.012391040532474357,0.03998834070432532,0.1710560333963369,0.006952059206944999,0.009075387827826464,0.034445820940787936,0.478110706757749,0.5888295769691467,0.707183837890625,0.3432413714797633
joint,128,44,75,4,2400,256,2,512,1024,2434,0.5036143532141558,0.3396956331462515,0.016838978586749886,0.027378698193094343,4.004192639937065,17.417692724336792,4.7230165289282305e-06,0.38082006593402956,0.38082006593402956,0.18692064549159706,0.9999988204835824,1.0000000000002156,1.0000000000002156,512,512,0.006419571937412129,0.009280779202248587,0.45806230197945486,4.8477745492359965,-1.1807166361400798e-16,0.40888078746185647,0.08633177288037472,1.0000000000000002,1.516332877398669e-16,5.595626937297104e-16,7.328545588739078e-16,4.847774549235993,4.543291175805683e-05,0.004229384284605579,0.0287965613379409,0.16377958697865816,0.0016681782312074505,0.0029530280776095407,0.025929098813241666,0.4717981855246766,0.6048210859298706,0.70989990234375,0.3432413714797633
joint,128,44,179,11,2400,256,2,512,1024,2434,0.501013043194085,0.33726605260795184,0.020007664841876025,0.026108499900291012,4.557654088862239,17.649401404522674,5.469384984540263e-06,0.43385361626964836,0.43385361626964836,0.2052345071240932,0.9999987999575407,1.0000000000002143,1.0000000000002143,512,512,0.0068438978719483415,0.00848499793454731,0.4822647351327653,4.845387436802933,-1.2247105998004937e-16,0.4464703758406542,0.09052106248098847,1.0000000000000002,3.8561372354256822e-16,9.850215023883923e-16,3.666078022797532e-16,4.845387436802935,2.282895603992055e-06,0.004163905332335382,0.026481087821827384,0.17678865016829548,0.0022951081457537647,0.004069435756792651,0.024283528113055782,0.46467151020040254,0.6131436824798584,0.71246337890625,0.3432413714797633
joint,128,44,426,26,2400,256,2,512,1024,2434,0.4989506709816627,0.33587232204049133,0.022480741657455127,0.026277639710651893,5.009828062507582,17.847210604040324,6.52089633793902e-06,0.4610641499301254,0.4610641499301254,0.21918097683579826,0.9999986983809088,1.0000000000002163,1.0000000000002163,512,512,0.007482054037799093,0.008531657376077955,0.5142045807478575,4.863813095660209,-4.468860225724998e-16,0.46722798009931343,0.09561228907884335,1.0000000000000009,2.297446485882722e-16,1.3758393464088391e-15,3.6521897623599583e-16,4.863813095660207,8.86197487298306e-06,0.0038423942849984626,0.030734220561520212,0.17022310027450432,0.002536318100601134,0.0037882060740114893,0.02545038176375038,0.44391371981455474,0.6195882558822632,0.711334228515625,0.3432413714797633
joint,128,44,1011,63,2400,256,2,512,1024,2434,0.49907672979179496,0.33613917881236255,0.0266335231677657,0.030689798882285114,5.485265203765867,17.909408008417284,9.531476027863479e-06,0.46461932447863236,0.46461932447863236,0.23446641694953566,0.9999982623521176,1.000000000000216,1.000000000000216,512,512,0.008578975217035255,0.009001366531164658,0.5520872522336072,4.89136994326226,-1.4287515117730124e-16,0.4879868286925466,0.10142217205095799,1.0000000000000002,1.9376819823333306e-16,1.6815782392769578e-16,1.0894842508368066e-15,4.891369943262255,8.337875459680723e-05,0.0037908214257836104,0.03153971402612113,0.17906976514120967,0.0026554590866819687,0.004425684751740089,0.0195543812132299,0.4057694051836919,0.6252593994140625,0.6964111328125,0.3432413714797633
joint,128,44,2400,150,2400,256,2,512,1024,2434,0.496391478080246,0.3349553844414872,0.02859902429923657,0.04161727238005667,6.428244140699347,18.975536069174296,2.069187422392161e-05,0.4072989555382007,0.4072989555382007,0.2530428183361818,0.9999967811104921,1.0000000000002127,1.0000000000002127,512,512,0.009821331089362855,0.013347100316235627,0.5407718124137282,5.0985391779545735,-1.6680531712715665e-16,0.42391005750132926,0.0958932418051324,1.0000000000000004,5.432670063463366e-16,7.4665663686877165e-16,1.2194177039540006e-15,5.098539177954567,0.00010387904752038636,0.0028367827272848616,0.030948536815253936,0.20203522724694414,0.0009570623986055259,0.0011271097171581751,0.012642587673523834,0.3432413714797633,0.6623512506484985,0.6085205078125,0.3432413714797633
joint,512,42,0,0,2400,256,2,512,1024,9730,0.830032266228833,0.6292642973266218,1.097924231923063,4.107407539226663,2.2075511019916654,70.38001343529658,3.120502688110864e-05,0.21092300744560602,0.21092300744560602,0.030412249206372616,0.9999858646145233,1.000000000000285,1.000000000000285,512,512,0.4956246913839868,1.6851029821107264,0.9943090207400958,33.040131918241286,-1.1702942897640337e-15,0.22727491259361426,0.029214789293079378,1.0000000000000013,1.606958893959062e-16,0.0,4.3010889757847056e-16,33.0401319182413,0.012759837313013422,0.4889155423275156,0.5161997703865968,0.5947148956392785,0.4853110785457012,0.5065293518667838,0.5415914372405243,,0.664383053779602,0.589385986328125,0.1302518249011428
joint,512,42,1,0,2400,256,2,512,1024,9730,0.7717761833702754,0.5768000038838117,0.9596668050109672,2.610386023388773,2.059675336127636,70.33743900915422,3.266592577006221e-05,0.26881025327603725,0.26881025327603725,0.02844968828874138,0.9999841405064516,1.0000000000002829,1.0000000000002829,512,512,0.4606720099397178,1.2155098209900572,0.971164213059396,34.229656589078175,-9.997051658708229e-16,0.27483415071035816,0.027589249083658358,1.000000000000001,0.0,1.4747222588637272e-16,0.0,34.229656589078175,0.004490675847469605,0.44095342590657527,0.4704963861650415,0.5559748999881459,0.4398406479491312,0.4742010321330725,0.5072871288262838,0.19016308104219243,0.6532192230224609,0.65155029296875,0.1302518249011428
joint,512,42,2,0,2400,256,2,512,1024,9730,0.7247283612299962,0.5313178372603573,0.8360912827637265,1.7997675571424707,1.9689779857345444,70.31319862776749,3.0721981447180734e-05,0.3171988082614775,0.3171988082614775,0.027240159026516463,0.9999843972343408,1.0000000000002731,1.0000000000002731,512,512,0.41247585780651197,0.8856025361002422,0.943296317876607,34.74320141446414,-3.905610303815053e-15,0.31775881929989325,0.026432863346568986,1.0000000000000042,1.2496032398957948e-16,1.161019234560497e-16,4.0902548230013705e-16,34.74320141446415,0.0007865942075899594,0.39199185978183415,0.4238083540098416,0.5145406363567814,0.37287946459171706,0.43548961062494734,0.46616097875856016,0.22158698755734518,0.6486111879348755,0.678680419921875,0.1302518249011428
