noise,lr,weight_decay,seed,egr_early,egr_mid,egr_late,egr_min,egr_depth,final_test_acc,peak_test_acc,overfit_gap,final_train_loss,final_test_loss
0.05,0.001,0.001,45,0.17401374772174008,0.12407312881080085,0.12245312626275905,0.0683842804790133,0.10562946724272677,0.7529144287109375,0.754669189453125,0.0017547607421875,0.46246687695384026,0.607273268699646
0.05,0.001,0.001,46,0.18697574201207265,0.14160886848558935,0.11810412650421412,0.08342184816618638,0.10355389384588627,0.7228118896484375,0.725555419921875,0.0027435302734375444,0.46341381780803204,0.6370768010616302
0.05,0.001,0.001,47,0.18729693585662596,0.13453577482496895,0.11394439469355114,0.0700124400358536,0.11728449582077237,0.5020843505859375,0.51190185546875,0.009817504882812522,0.4613512624055147,0.6953600168228149
0.05,0.003,0.0,42,0.27653033880923833,0.5234548111321822,0.37612727560729936,0.16538930728527657,0.11114103152396176,0.5295257568359375,0.72467041015625,0.1951446533203125,0.26093408465385437,1.6795841217041017
0.05,0.003,0.0,43,0.23822983576743886,0.4281378469926467,0.31141939880958175,0.08674601045704197,0.1514838253103969,0.528466796875,0.76251220703125,0.23404541015625002,0.25478870049118996,2.1714345455169677
0.05,0.003,0.0,44,0.3100965192512731,0.47333834659727303,0.35669285010044655,0.10213834395513767,0.20795817529613542,0.4975555419921875,0.752716064453125,0.2551605224609375,0.24122394807636738,2.02658588886261
0.05,0.003,0.0,45,0.25614343526005184,0.39998316319946836,0.30873409984962186,0.0683842804790133,0.18775915478103855,0.525830078125,0.618499755859375,0.09266967773437496,0.25382762402296066,2.243439555168152
0.05,0.003,0.0,46,0.29296655589450943,0.5113218707865348,0.35932580395789815,0.08554394206898329,0.20742261382552613,0.5035675048828125,0.526519775390625,0.022952270507812456,0.25135745480656624,1.7083642840385438
0.05,0.003,0.0,47,0.28112267722617695,0.4184621168773931,0.3153645975527859,0.0700124400358536,0.21111023719032335,0.5036590576171875,0.53912353515625,0.035464477539062456,0.24564743973314762,2.4489280700683596
0.05,0.003,0.001,42,0.17443148041071643,0.14686845417823113,0.12473711979243958,0.06867422039244883,0.1057572600182676,0.7560394287109375,0.75762939453125,0.0015899658203124556,0.4635757692158222,0.594645494222641
0.05,0.003,0.001,43,0.15851880551138858,0.13208002118212972,0.11876373904999907,0.0809549997544062,0.07756380575698238,0.6425140380859375,0.75836181640625,0.11584777832031246,0.46140229143202305,0.6674742102622986
0.05,0.003,0.001,44,0.19279929330782727,0.13811262922903947,0.12389746815605601,0.06953102392569761,0.12326826938212966,0.751153564453125,0.754974365234375,0.003820800781250022,0.4587960820645094,0.5971960902214051
0.05,0.003,0.001,45,0.15209674776491502,0.14520502384867692,0.138299322875628,0.0683842804790133,0.08371246728590172,0.7519439697265625,0.756866455078125,0.004922485351562478,0.4630358796566725,0.6058440864086151
0.05,0.003,0.001,46,0.19420754916372743,0.14192652192855806,0.12220458808880302,0.08554394206898329,0.10866360709474414,0.7295501708984375,0.732635498046875,0.0030853271484374556,0.4637662749737501,0.6326105892658234
0.05,0.003,0.001,47,0.19522175351893992,0.13975932832127516,0.1205141782647405,0.0700124400358536,0.12520931348308634,0.5597747802734375,0.580322265625,0.020547485351562478,0.462486045435071,0.6839748203754425
0.1,0.0003,0.0,42,0.3447726940931131,0.22247589907601742,0.190331297850873,0.15859601859728062,0.1861766754958325,0.6686279296875,0.698455810546875,0.029827880859375044,0.4455724470317364,0.623932522535324
0.1,0.0003,0.0,43,0.28638396767281393,0.18282827376883132,0.16567442006461644,0.08824050110540775,0.19814346656740617,0.565704345703125,0.719757080078125,0.154052734375,0.44446942023932934,0.6789743602275848
0.1,0.0003,0.0,44,0.32379242498016736,0.2176098362139408,0.19718942609279708,0.10218235151907959,0.22161007346108777,0.6504608154296875,0.7178955078125,0.06743469238281252,0.4401943292468786,0.6351014077663422
0.1,0.0003,0.0,45,0.26584249872333615,0.17911263873635225,0.16869414016478448,0.06764347637339184,0.1981990223499443,0.611724853515625,0.63226318359375,0.020538330078125,0.4458682406693697,0.6533793091773987
0.1,0.0003,0.0,46,0.3134156450380894,0.21794658707908657,0.19524672550873212,0.08429191104196124,0.22912373399612815,0.573309326171875,0.588134765625,0.014825439453124978,0.4457663930952549,0.6765865504741668
0.1,0.0003,0.0,47,0.2860998451185793,0.1924881938480962,0.17891720691870255,0.06900965532453379,0.21709018979404548,0.476177978515625,0.479583740234375,0.003405761718750011,0.44372948072850704,0.7293147146701813
0.1,0.0003,0.001,42,0.3854917509286804,0.22548198605156108,0.18420651175350694,0.15197832142393686,0.23351342950474352,0.71348876953125,0.715301513671875,0.0018127441406250444,0.4638638459146023,0.6078470945358276
0.1,0.0003,0.001,43,0.31627880448566026,0.1929197218443934,0.17093080538791175,0.08824050110540775,0.2280383033802525,0.6078857421875,0.72149658203125,0.11361083984374998,0.4619264341890812,0.6661099076271058
0.1,0.0003,0.001,44,0.3578552790111032,0.21074474397502999,0.18400979563491998,0.10218235151907959,0.25567292749202364,0.7153717041015625,0.7171630859375,0.0017913818359375222,0.45911009050905704,0.6032303631305694
0.1,0.0003,0.001,45,0.29919462760128723,0.1962613516456227,0.17629240794474021,0.06764347637339184,0.23155115122789538,0.6938507080078125,0.695404052734375,0.0015533447265625444,0.46363537199795246,0.6243030428886414
0.1,0.0003,0.001,46,0.3534245225391795,0.23024997050541893,0.1921846866706555,0.08429191104196124,0.26913261149721823,0.6353179931640625,0.636962890625,0.0016448974609375444,0.46404830180108547,0.6556312918663025
