arm,width,seed,step,epoch,total_steps,N_sites,C_classes,NC,P_theta,P_phi,loss_probe,r_sq,a_eff,kappa_eff,lam_max_Ktheta,lam_max_Kphi,lam_min_Kphi,share_inst,share_A1_bound,share_proxy_lammax,share_proxy_lammin,frac_range_Jtheta,frac_range_Jtheta_rtol1e-6,rank_Jtheta,rank_Jtheta_rtol1e-6,a_eff_H,kappa_eff_H,lam_max_Ktheta_H,lam_max_Kphi_H,lam_min_Kphi_H,share_inst_H,share_proxy_lammax_H,share_proxy_lammin_H,chk_grad_theta_relerr,chk_grad_phi_relerr,chk_ggn_phi_relerr,lam_max_Gphiphi_ggnpy,frac_r_topk1_Kphi,frac_r_topk5_Kphi,frac_r_topk20_Kphi,frac_r_topk100_Kphi,frac_r_topk1_Jtheta_sv,frac_r_topk5_Jtheta_sv,frac_r_topk20_Jtheta_sv,share_cum_discrete,test_loss,test_acc,share_cum_discrete_fullrun
frozen,128,42,7,0,2400,1024,2,2048,1024,2434,0.6058817205258172,0.41550115531098053,0.5496764285190686,0.2894690859943839,2.604105702376053,19.829353229744807,-2.5978865230152046e-15,0.6550430396303532,0.6550430396303532,0.11608132790647906,1.000000000000001,0.6457185554423893,0.6457185554423893,1024,1024,0.25462474835974047,0.13435754126420357,1.1499061460987923,9.454366381576362,-1.5966249090947888e-16,0.6545921373590138,0.10843800393640901,1.0000000000000002,0.0,0.0,5.636623654214903e-16,9.454366381576367,0.0013565939572237153,0.20251933773089006,0.22442661720730456,0.27500350777013394,0.20879819708908331,0.22515345771884618,0.2422406321443718,0.5035347227525752,0.6898153424263,0.53076171875,0.7255626992316914
frozen,128,42,49,3,2400,1024,2,2048,1024,2434,0.48936873998712893,0.3246988776889419,0.16779932171176432,0.07730001020428288,9.05338696249715,20.205231937174425,-5.846481615149272e-16,0.6846176217617757,0.6846176217617757,0.30942632642851003,1.0,0.5846398962129741,0.5846398962129741,1024,1024,0.049910111904705394,0.03457343307076469,1.7275107161477834,7.253399696264287,-1.0299063916843309e-16,0.5907672543712135,0.19235362973449513,1.0,0.0,1.3822923761587215e-16,1.2244994856102626e-16,7.253399696264286,0.002641186607034396,0.01415088144126729,0.030174562616638007,0.08951927170836954,0.017572422938261282,0.021902166124634984,0.041009396232212905,0.6716590850425728,0.6905877590179443,0.5438232421875,0.7255626992316914
frozen,128,42,343,21,2400,1024,2,2048,1024,2434,0.4737036991526782,0.3156448225540099,0.028289564747357242,0.04512583172893378,12.74344477737407,20.6844209072356,-6.63739080530745e-16,0.38533558497491943,0.38533558497491943,0.3812222083697436,1.0,0.5831220204294245,0.5831220204294245,1024,1024,0.007788803609164792,0.02281142761983833,1.6478946118822764,6.415309685550034,-9.027848648255695e-17,0.2545341422708763,0.20437217650643438,1.0,3.885396241942091e-16,2.435770474344148e-16,1.3844669442859089e-16,6.415309685550035,0.0018511354105250936,0.0022328415328754397,0.017158027928448796,0.05532397156464472,0.0014142044501756577,0.0030886540047300906,0.02751995080664048,0.7002121603716559,0.6633787155151367,0.59716796875,0.7255626992316914
frozen,128,42,2400,150,2400,1024,2,2048,1024,2434,0.47241163560845745,0.314289086055639,0.03094205036474284,0.048474938666543996,17.644104257015208,20.698201560489228,-4.878733498190261e-16,0.3896150023082973,0.3896150023082973,0.4601732702512673,1.0,0.63962908957518,0.63962908957518,1024,1024,0.00840282962833543,0.025702742707901412,1.7640844125029116,6.385163822477458,-1.0327495041435143e-16,0.2463770302839194,0.2164720427745273,1.0,0.0,2.2772655862095964e-16,0.0,6.385163822477458,0.002044365590366649,0.00243273086262219,0.020168206509400655,0.05561005524919042,0.0010619136165578038,0.0013142547770548666,0.02211556750753254,0.7255626992316914,0.6410841345787048,0.627471923828125,0.7255626992316914
frozen,512,42,0,0,2400,1024,2,2048,1024,9730,0.8338252823610134,0.6324024553700655,0.9353824380102508,5.056431387929833,2.022494791353028,70.59509181115243,5.091437542455139e-07,0.15611006369402577,0.15611006369402577,0.027851308284641448,0.9999997482596107,0.7332870067595726,0.7332870067595726,1024,1024,0.4179469540085836,2.054899516312315,0.902366623747876,33.095995876918394,-3.7264344043774926e-15,0.1690145178945732,0.02654147309977627,1.0000000000000042,0.0,0.0,4.2938290082133e-16,33.09599587691841,0.020312897025536257,0.47707468744709985,0.4918626891437153,0.5257015618927648,0.44839647287893747,0.47329376772321274,0.4914723726942617,,0.664383053779602,0.589385986328125,0.3308114394798351
frozen,512,42,1,0,2400,1024,2,2048,1024,9730,0.7889850010861803,0.5930732854472669,0.8370680025838242,3.3604529868089594,1.8899430678609201,70.61370610361872,5.132194465946701e-07,0.1994196109320504,0.1994196109320504,0.026066868212260362,0.9999997284472131,0.7223557518011152,0.7223557518011152,1024,1024,0.3959842799129709,1.5235602754902366,0.8792812863486049,34.16416473674301,-7.676604925806143e-16,0.20629074683280427,0.025091176414819737,1.0000000000000009,1.1181784833805292e-16,1.1141253078554203e-16,0.0,34.16416473674301,0.009515457474520036,0.442530738963648,0.4581342676376544,0.49409286158307614,0.4164053125986715,0.45259081760565323,0.47120386900611577,0.19016308104219243,0.6554285883903503,0.645904541015625,0.3308114394798351
frozen,512,42,7,0,2400,1024,2,2048,1024,9730,0.6269684298244917,0.43544429577617905,0.4810664023727139,1.0783983332440954,1.9348678839949964,70.65473505569149,5.304544939523435e-07,0.30848174465608513,0.30848174465608513,0.026654890034357216,0.9999997258446673,0.6319156358944551,0.6319156358944551,1024,1024,0.2292935230671593,0.5151304779068573,0.8658322198761362,34.08464930384152,-1.3942676556099038e-15,0.3080146835232984,0.024773112762082432,1.0000000000000018,0.0,1.1821386598380132e-16,6.253924422922119e-16,34.084649303841545,1.2486343387890302e-05,0.2406219332177416,0.26063300766240416,0.30947977455470965,0.2203241084267486,0.2641219445181985,0.28560024678786555,0.24682548543156804,0.6532866954803467,0.6199951171875,0.3308114394798351
frozen,512,42,49,3,2400,1024,2,2048,1024,9730,0.4816593240217959,0.32325072695321694,0.014707760667042895,0.2777829267411573,13.156010266415946,71.02409578963992,6.415805453075131e-07,0.05028454340673327,0.05028454340673327,0.1562840780653722,0.9999999512328965,0.5519267551664929,0.5519267551664929,1024,1024,0.004996977677917026,0.12839939921291282,1.573753661692573,21.006527522215638,-2.8555892819397646e-16,0.03745962067625344,0.06969592844636961,1.0000000000000002,5.473126051383691e-16,0.0,0.0,21.006527522215638,0.0027440595856451752,0.005468045296728245,0.025627860044165045,0.06055213420298184,0.000227715234422378,0.0008641747075773941,0.03379951951972616,0.2962147811450557,0.6599596738815308,0.60174560546875,0.3308114394798351
frozen,512,42,343,21,2400,1024,2,2048,1024,9730,0.475731659575654,0.31666117638425717,0.02561034048869363,0.10764686741300458,13.58268544299307,70.85179242399857,6.605934401266747e-07,0.19218728121323075,0.19218728121323075,0.16086657709176183,0.9999999513650367,0.5284470355395426,0.5284470355395426,1024,1024,0.007457322601083165,0.058825889013340404,1.685677549284291,21.8947369336987,-5.365177364774371e-16,0.1125069594464311,0.07148634094200401,1.0000000000000002,0.0,4.071214886493045e-16,1.6226336445871775e-16,21.894736933698702,0.0010387924800115017,0.0014368647504608856,0.015876401148700738,0.05176438947683233,0.0011319113490051889,0.0026982965091684823,0.02758503982784647,0.31016629825890685,0.6441910266876221,0.62957763671875,0.3308114394798351
frozen,512,42,2400,150,2400,1024,2,2048,1024,9730,0.4697738384349627,0.31223823490157715,0.033670815353069754,0.11567446401538757,30.755929738352833,68.69473175016468,9.709532854052855e-07,0.22545617441311136,0.22545617441311136,0.3092581716201444,0.9999999684303722,0.7237221182942115,0.7237221182942115,1024,1024,0.009357579645861846,0.06477988061611199,1.8745970405235552,21.103586646164022,-3.023412089051307e-16,0.12621931764044367,0.08158160218771357,1.0000000000000002,0.0,1.921173856607483e-16,6.733857591825552e-16,21.103586646164036,0.0014482617404403524,0.001976998498370336,0.014485107055616798,0.06101423896422124,0.0005544670883241346,0.0009910149192758843,0.004227413121847152,0.3308114394798351,0.661732017993927,0.589630126953125,0.3308114394798351
frozen,2048,42,0,0,2400,1024,2,2048,1024,38914,0.681692924056997,0.48858992649663163,0.41499185612497946,6.4154273599057,1.593668895452964,253.3757466148036,1.2750405001359704e-05,0.060756425484253244,0.060756425484253244,0.006250431614566948,0.9999919994027449,0.6627367476753755,0.6627367476753755,1024,1024,0.2055889531761877,3.180542283754587,0.6054972290592329,125.47537841538352,-2.773640713336947e-15,0.06071499856058021,0.004802451013798311,1.0000000000000047,1.368882450369235e-16,0.0,3.3976836479003727e-16,125.47537841538356,0.0011537700278842033,0.324130973703659,0.34359177650567646,0.3879472389441471,0.129097206617935,0.3382631430513425,0.346264851703107,,0.6792100071907043,0.58013916015625,0.06424784104389282
frozen,2048,42,1,0,2400,1024,2,2048,1024,38914,0.608473435259201,0.41772509593859675,0.34229247148262576,5.582165350988901,1.9790472348855979,253.3859564197805,1.282848000739875e-05,0.057776168172605946,0.057776168172605946,0.007749876477052012,0.9999935178925365,0.609643313704326,0.609643313704326,1024,1024,0.15964642329918255,2.650301868482495,0.6953116321869844,121.48030463978036,-2.6766456478573183e-15,0.056814719248074505,0.005691083486243241,1.0000000000000038,3.882328852547187e-16,1.904482371252245e-16,3.5094218994611734e-16,121.4803046397804,0.006785481688190843,0.2100811688011502,0.23171201459726923,0.2839688349292538,0.13234823952931232,0.22340268568671856,0.2388913598962894,0.06372138350343784,0.675851047039032,0.586669921875,0.06424784104389282
frozen,2048,42,7,0,2400,1024,2,2048,1024,38914,0.48691837274410066,0.3264621748952148,0.020657730385173108,1.6728370561465045,10.99563788862637,253.58614402003303,1.283174970103615e-05,0.01219828401567193,0.01219828401567193,0.041558560114401046,0.9999988330158871,0.5372723080000048,0.5372723080000048,1024,1024,0.006677625925673054,0.6580049179384218,1.4789421781578016,76.65521777146192,-1.0955583802903642e-15,0.010046338642885143,0.01892824059427287,1.0000000000000007,2.5722595087257495e-16,2.03293606264258e-16,5.561599769073746e-16,76.65521777146188,0.0063607804050382095,0.010941092959159794,0.03131752755364056,0.08100000195043153,0.0008416200554771835,0.0009259274814522881,0.035015360693475106,0.0890166368070889,0.679255485534668,0.56927490234375,0.06424784104389282
frozen,2048,42,49,3,2400,1024,2,2048,1024,38914,0.4762046371180786,0.317199137262526,0.019822960606113944,0.4781999779291597,12.773423474545172,252.61225701007666,1.253039681926695e-05,0.039803308386587376,0.039803308386587376,0.04813154745659062,0.9999990190269231,0.5200804090362661,0.5200804090362661,1024,1024,0.006124095415820391,0.24675564643653178,1.6340702411889427,77.06749683173237,-2.188590323186832e-15,0.02421742196888211,0.020762867906745582,1.0000000000000013,1.3794302477171835e-16,9.149106724026001e-16,1.8439491743490382e-16,77.06749683173238,0.0017770663275724337,0.0026527056079848886,0.01623622167055267,0.057322513380548654,0.000709558373491713,0.002264550650776234,0.028216973452521468,0.10800244497125427,0.6431858539581299,0.628997802734375,0.06424784104389282
frozen,2048,42,343,21,2400,1024,2,2048,1024,38914,0.4750629875037411,0.31637141547112774,0.026377383844363778,1.0173841626512712,16.80969538139336,249.59533547515403,1.4599526577266409e-05,0.02527146543472905,0.02527146543472905,0.06309826555206824,0.9999991314825424,0.5868469113427881,0.5868469113427881,1024,1024,0.00742866628365621,0.47832741621278624,1.753237221591644,77.2356380033859,-1.2803000519119662e-15,0.01529299694092995,0.022196001862262782,1.0000000000000007,2.0787453894828412e-16,0.0,5.519804749167352e-16,77.23563800338594,0.003966674146671385,0.00478119726866866,0.018499122183212743,0.06179063740868123,0.000915894332234226,0.001211332242540156,0.02478233205932979,0.0648613359382211,0.6399396657943726,0.627685546875,0.06424784104389282
