mode,calibration_quality,shortcut_strength,combined_score,joint_acc,frozen_acc
bayes,0.992156982421875,0.13269042968749994,1.257537841796875,0.4779764811197917,0.6106669108072916
ntk,0.8084182739257812,0.03529866536458337,0.879015604654948,0.5345458984375,0.5698445638020834
margin,0.6397857666015625,0.087890625,0.8155670166015625,0.6040751139322916,0.6919657389322916
