regime,seed,encoder,retrain_steps,retrain_status,retrain_train_loss,retrain_train_acc,probe_val,wall_s,retrained_acc_iid_val,retrained_acc_reversed_val,retrained_acc_ctx_random_val,retrained_acc_spec_only_val,retrained_acc_iid_test,retrained_acc_reversed_test,retrained_acc_ctx_random_test,retrained_acc_spec_only_test,original_acc_iid_val,original_acc_reversed_val,original_acc_ctx_random_val,original_acc_spec_only_val,original_probe_val
unready10,0,kappa1,20000,budget,0.6683496236801147,0.6259583234786987,0.7153703703703703,45.86757969856262,0.6690740585327148,0.5724074244499207,0.6155555248260498,0.6377778053283691,0.6631666421890259,0.6200000047683716,0.6473333239555359,0.6570000052452087,0.9172222018241882,0.0866666659712791,0.4920370280742645,0.4714814722537994,0.7153703703703703
unready10,0,kappa256,20000,budget,0.6297488808631897,0.6933749914169312,0.7566666666666666,46.10130476951599,0.7127777934074402,0.6674073934555054,0.6898148059844971,0.7070370316505432,0.721833348274231,0.7183333039283752,0.7198333144187927,0.7296666502952576,0.9211111068725586,0.0829629600048065,0.4911110997200012,0.4761111140251159,0.7566666666666666
unready10,1,init,20000,budget,0.6900880336761475,0.5362499952316284,0.586111111111111,46.08442997932434,0.5185185074806213,0.573888897895813,0.5450000166893005,0.5561110973358154,0.47099998593330383,0.6004999876022339,0.5354999899864197,0.5491666793823242,,,,,
unready10,1,kappa1,20000,budget,0.6789966821670532,0.5924999713897705,0.6587037037037037,46.58901500701904,0.5937036871910095,0.6272222399711609,0.6057407259941101,0.6187037229537964,0.5383333563804626,0.6263333559036255,0.578166663646698,0.5668333172798157,0.9187036752700806,0.0894444435834884,0.5003703832626343,0.5381481647491455,0.6587037037037037
unready10,1,kappa256,20000,budget,0.6494178771972656,0.6600833535194397,0.7137037037037036,46.904876470565796,0.6805555820465088,0.6792592406272888,0.6744444370269775,0.6909258961677551,0.6166666746139526,0.6728333234786987,0.6430000066757202,0.6290000081062317,0.9083333611488342,0.0977777764201164,0.4996296167373657,0.5379629731178284,0.7137037037037036
unready10,2,init,20000,budget,0.6843835115432739,0.5710416436195374,0.5535185185185185,46.82656812667847,0.5285184979438782,0.554444432258606,0.539814829826355,0.5474073886871338,0.5358332991600037,0.5286666750907898,0.5276666879653931,0.5270000100135803,,,,,
unready10,2,kappa1,20000,budget,0.6563935279846191,0.6597499847412109,0.6281481481481481,46.02251124382019,0.584074079990387,0.6179629564285278,0.6037036776542664,0.6220370531082153,0.575166642665863,0.5674999952316284,0.5709999799728394,0.5601666569709778,0.9087036848068236,0.0825925916433334,0.5040740966796875,0.4449999928474426,0.6281481481481481
unready10,2,kappa256,20000,budget,0.5691440105438232,0.7637083530426025,0.7312962962962962,47.381754875183105,0.7062962651252747,0.7029629349708557,0.7037037014961243,0.7416666746139526,0.6368333101272583,0.6268333196640015,0.6351666450500488,0.5895000100135803,0.9077777862548828,0.0864814817905426,0.5031481385231018,0.4440740644931793,0.7312962962962962
ready,0,init,20000,budget,0.24237914383411407,0.9134583473205566,0.9396296296296296,49.04475378990173,0.92166668176651,0.9183333516120911,0.9220370054244995,0.9162963032722473,0.9289999604225159,0.9231666326522827,0.9269999861717224,0.9294999837875366,,,,,
ready,0,kappa1,20000,budget,0.1298852562904358,0.9596250057220459,0.9574074074074074,47.83767294883728,0.962592601776123,0.9629629850387573,0.9624074101448059,0.9616666436195374,0.9714999794960022,0.9713333249092102,0.9711666703224182,0.9695000052452087,0.9274073839187622,0.081296294927597,0.4950000047683716,0.5172222256660461,0.9574074074074074
ready,0,kappa256,20000,budget,0.11724252998828888,0.9625833034515381,0.9590740740740741,47.62590217590332,0.9637036919593811,0.9644444584846497,0.9651851654052734,0.9633333086967468,0.9726666808128357,0.9741666316986084,0.9733332991600037,0.972000002861023,0.9296296238899232,0.0788888856768608,0.4948148131370544,0.5257407426834106,0.959074074074074
ready,1,init,20000,budget,0.12830324470996857,0.9556249976158142,0.9596296296296296,48.81797742843628,0.9688888788223267,0.9692592620849609,0.9685184955596924,0.9694444537162781,0.968500018119812,0.9673333168029785,0.9674999713897705,0.9671666622161865,,,,,
ready,1,kappa1,20000,budget,0.11167595535516739,0.9622916579246521,0.9642592592592593,47.90691542625427,0.9705555438995361,0.9701851606369019,0.9705555438995361,0.9711111187934875,0.9746666550636292,0.9745000004768372,0.9748333096504211,0.9696666598320007,0.9198148250579834,0.0742592588067054,0.4950000047683716,0.5168518424034119,0.9642592592592591
ready,1,kappa256,20000,budget,0.11606225371360779,0.9611250162124634,0.9651851851851851,47.35126972198486,0.9638888835906982,0.9651851654052734,0.9649999737739563,0.9662963151931763,0.9698333144187927,0.9723333120346069,0.9716666340827942,0.9663333296775818,0.9174073934555054,0.0788888856768608,0.4946296215057373,0.5325925946235657,0.9651851851851851
ready,2,init,20000,budget,0.149931401014328,0.9479583501815796,0.962037037037037,49.17018389701843,0.9668518304824829,0.9642592668533325,0.965925931930542,0.9622222185134888,0.9614999890327454,0.9611666798591614,0.9606666564941406,0.9598333239555359,,,,,
ready,2,kappa1,20000,budget,0.10496830195188522,0.9643332958221436,0.9674074074074074,48.418540477752686,0.9781481623649597,0.9768518209457397,0.977222204208374,0.9757407307624817,0.9749999642372131,0.9736666679382324,0.9733332991600037,0.9713333249092102,0.904629647731781,0.1151851862668991,0.512592613697052,0.5711110830307007,0.9674074074074074
ready,2,kappa256,18983,stopped,0.09999950975179672,0.9678333401679993,0.9716666666666666,45.639126777648926,0.9787036776542664,0.978518545627594,0.9790740609169006,0.9775925874710083,0.9763333201408386,0.9773333072662354,0.9768333435058594,0.9738333225250244,0.9153703451156616,0.0977777764201164,0.5103703737258911,0.544259250164032,0.9716666666666666
