step,loss,acc_train,gnorm_theta,gnorm_phi,disp
0,0.6550214886665344,0.6923333406448364,0.0,0.5524410032963165,0.0
25,0.647469162940979,0.7215416431427002,0.0,0.5467293793747543,0.0
50,0.6400654315948486,0.7463749647140503,0.0,0.5416687981252921,0.0
75,0.6327947378158569,0.7664166688919067,0.0,0.5366974767893868,0.0
100,0.625656008720398,0.7846666574478149,0.0,0.5320726633091665,0.0
125,0.6186363697052002,0.8012083172798157,0.0,0.5277193067342624,0.0
150,0.611724317073822,0.8144166469573975,0.0,0.523826911748228,0.0
175,0.6049153804779053,0.8260833024978638,0.0,0.5198264306787984,0.0
200,0.5982055068016052,0.8350416421890259,0.0,0.5160719405930355,0.0
225,0.5915923118591309,0.8422083258628845,0.0,0.5124996092164156,0.0
250,0.5850684642791748,0.8489166498184204,0.0,0.5091943529813867,0.0
275,0.5786259174346924,0.8545416593551636,0.0,0.506024066581694,0.0
300,0.5722636580467224,0.859458327293396,0.0,0.5028275098928828,0.0
325,0.565977931022644,0.8642083406448364,0.0,0.49988381327166276,0.0
350,0.5597682595252991,0.8677083253860474,0.0,0.4968765265299186,0.0
375,0.5536318421363831,0.871749997138977,0.0,0.4939398529262044,0.0
400,0.547566831111908,0.8744583129882812,0.0,0.49109468283924973,0.0
425,0.541571855545044,0.8770833015441895,0.0,0.48823411305171205,0.0
450,0.5356466174125671,0.8797083497047424,0.0,0.48540977374759703,0.0
475,0.5297896862030029,0.8817083239555359,0.0,0.48257288666198356,0.0
500,0.524005115032196,0.8830833435058594,0.0,0.4794777893976757,0.0
525,0.5182898044586182,0.8852083086967468,0.0,0.47668298386438634,0.0
550,0.512643575668335,0.8866249918937683,0.0,0.47371475416400377,0.0
575,0.5070688128471375,0.8880416750907898,0.0,0.47072077383922617,0.0
600,0.5015627145767212,0.8894999623298645,0.0,0.4677710897494422,0.0
625,0.49612703919410706,0.890583336353302,0.0,0.46473885785591207,0.0
650,0.4907623529434204,0.8915833234786987,0.0,0.46167326824817645,0.0
675,0.4854685962200165,0.8925833106040955,0.0,0.4585139822285423,0.0
700,0.4802461266517639,0.8936249613761902,0.0,0.45547532779645455,0.0
725,0.47509509325027466,0.8944166302680969,0.0,0.452349398255979,0.0
750,0.470015287399292,0.8952499628067017,0.0,0.4491521069649798,0.0
775,0.46500858664512634,0.8960416316986084,0.0,0.4457978803738003,0.0
800,0.4600764214992523,0.8971666693687439,0.0,0.4424643433519209,0.0
825,0.45521825551986694,0.8980833292007446,0.0,0.4391371470987675,0.0
850,0.4504346549510956,0.8989999890327454,0.0,0.43563662227432537,0.0
875,0.4457259178161621,0.8992499709129333,0.0,0.43225973449256533,0.0
900,0.441091388463974,0.8999583125114441,0.0,0.4287714348411982,0.0
925,0.43653249740600586,0.9005416631698608,0.0,0.42517092373409504,0.0
950,0.4320501387119293,0.9007499814033508,0.0,0.4215690445618947,0.0
975,0.42764559388160706,0.9013333320617676,0.0,0.4178555217733814,0.0
1000,0.4233173727989197,0.9017083048820496,0.0,0.4142681822246961,0.0
1025,0.41906461119651794,0.9022916555404663,0.0,0.4105892966858847,0.0
1050,0.41488733887672424,0.9025833010673523,0.0,0.4068825569325242,0.0
1075,0.4107854664325714,0.903041660785675,0.0,0.40318450755164315,0.0
1100,0.406758189201355,0.903249979019165,0.0,0.39944667502046055,0.0
1125,0.40280506014823914,0.903333306312561,0.0,0.39573037250793675,0.0
1150,0.39892613887786865,0.9037083387374878,0.0,0.3919653458119866,0.0
1175,0.3951217532157898,0.9038333296775818,0.0,0.38816552264519644,0.0
1200,0.39139074087142944,0.9040833115577698,0.0,0.38435875857893337,0.0
1225,0.3877328336238861,0.9044583439826965,0.0,0.3805734917282211,0.0
1250,0.3841475248336792,0.9043333530426025,0.0,0.3767714519559353,0.0
1275,0.38063377141952515,0.9047083258628845,0.0,0.37298520206468155,0.0
1300,0.37719157338142395,0.9050416350364685,0.0,0.36910576610936907,0.0
1325,0.37381964921951294,0.9052083492279053,0.0,0.36529965712046014,0.0
1350,0.3705178201198578,0.9055416584014893,0.0,0.3614618980125001,0.0
1375,0.3672845959663391,0.9058749675750732,0.0,0.35772414005783687,0.0
1400,0.3641188144683838,0.906208336353302,0.0,0.35391495910139337,0.0
1425,0.3610197603702545,0.906374990940094,0.0,0.3501651085112667,0.0
