step,epoch,loss,n_valid_px,grad_theta_norm,grad_phi_norm,egr,r_rms
0,1,1.4458614587783813,5767,4.771545534683385,5.859535176342089,0.8143215103388605,0.8848457932472229
1,1,1.410244345664978,12372,9.391883397642447,9.014124787104569,1.041907408590266,0.8723739385604858
2,1,1.132614016532898,15118,13.927485541749812,13.979464107068766,0.9962817912817081,0.78291255235672
3,1,1.085950493812561,52270,9.331411527141688,10.372367573240489,0.8996414233539846,0.7597489953041077
4,1,1.3728253841400146,11450,9.488836857189357,14.395271016254362,0.659163474343374,0.858507513999939
5,1,1.0752352476119995,10378,6.512274962655964,6.9509211877246875,0.9368937996528707,0.7565439343452454
6,1,0.8992576599121094,17239,5.16561150800238,5.100587457533817,1.0127483453639259,0.6889626383781433
7,1,0.7117300033569336,23937,5.138393114707506,6.723444670648875,0.7642500781092677,0.5895088911056519
8,1,0.6518340706825256,12906,4.583232231181408,6.138228558912644,0.7466701813385322,0.5620673298835754
9,1,2.1111438274383545,12273,9.43689367102418,15.199902904716831,0.6208522337399343,1.0344622135162354
10,1,0.8255978226661682,11120,8.938753907069549,7.317916892949228,1.2214888523373046,0.6485114693641663
11,1,0.9176173210144043,18863,7.409389168586483,6.029821187857396,1.2287908609140807,0.6591768860816956
12,1,0.8979507684707642,2347,7.665471467554655,8.707533561066667,0.880326376441179,0.7040767669677734
13,1,0.6150324940681458,15895,3.2001850313111606,3.5904153154064296,0.8913133301259921,0.5450538396835327
14,1,1.3136898279190063,8021,5.58070292595057,6.741935675520766,0.8277597406057531,0.8466240167617798
15,1,0.4471859633922577,8978,3.9506822359051252,4.596518316647483,0.8594945051335585,0.43511173129081726
16,1,0.7498088479042053,17226,3.5539684197138746,2.638159434283777,1.3471393629693118,0.6178135275840759
17,1,0.5331711769104004,10185,5.138366017362242,5.3063389995307055,0.968344845253142,0.500887393951416
18,1,0.5493364930152893,52926,2.993218704896112,3.182888217974522,0.9404096216737232,0.5277079939842224
19,1,0.34849950671195984,15152,2.4695664999168163,4.030155145127714,0.6127720673239601,0.3930651843547821
20,1,1.8699930906295776,4698,7.435923176796603,13.49410756478078,0.5510496445280747,1.0304360389709473
