step,grad_theta_norm,grad_phi_norm,egr
0,0.01756210143199778,0.21194587481235763,0.08286125619318235
1,0.050678042841005716,0.21580792449226346,0.23482938803105746
2,0.08251602684570368,0.20808178544839304,0.396555742096764
3,0.10732905539252234,0.20364769337784652,0.5270330029854928
4,0.129655179626835,0.19342275724755278,0.6703201912287139
5,0.1487740290691672,0.1955951196089863,0.7606223987889901
6,0.1564869693059216,0.17949502855496047,0.8718178467942038
7,0.15747946189947404,0.1656576072364581,0.9506322379372456
8,0.15364430448342592,0.14516190926525832,1.0584340290096974
9,0.13995177662472344,0.12017516198385031,1.164564909364268
10,0.13742257560998133,0.11070237326908745,1.2413697335530733
11,0.11131152229988132,0.08477723126236336,1.3129884125855475
12,0.08030120666305117,0.08055805105176286,0.9968116856558077
13,0.05565223651880207,0.05323460283797406,1.0454147030483343
14,0.045863655790595224,0.07304243470349003,0.6279042583417049
15,0.03489239676359262,0.058523755623482644,0.5962091186949705
16,0.06138216556457227,0.09716074613584115,0.6317588944626018
17,0.05742342745699972,0.08519626207363062,0.6740134609039264
18,0.06375079339716438,0.09390740411104026,0.6788686579079937
19,0.08967627589674296,0.116230226328913,0.771540060863358
20,0.06688500078906016,0.09767567422778148,0.6847662052723418
21,0.08168708606307173,0.11078642314561132,0.7373384187606596
22,0.08667099374457546,0.10705227891372082,0.8096137197940331
23,0.07244009787621684,0.0973207780036879,0.7443435961098404
24,0.06539444899686295,0.11172080547123306,0.5853381446763378
25,0.060695440927227964,0.1071798377601846,0.5662953237759886
26,0.034151849309210246,0.0644534794942633,0.529868202254621
27,0.0333991993153561,0.05060308583110055,0.6600229761910884
28,0.03567439617933809,0.06472552987789316,0.5511642198385682
29,0.026280894401032078,0.05356507547782235,0.4906348803974443
30,0.03133156309858836,0.036404233272548124,0.8606571346567641
31,0.03138005307233028,0.04598625652617795,0.6823789419298485
32,0.03917006643093144,0.03934237161095715,0.9956203661862282
33,0.03482810163539926,0.04794079632617535,0.7264815001760175
34,0.05356076226954294,0.049090201077386014,1.0910683006577717
35,0.057445918129413624,0.06929485358289461,0.8290069919819428
36,0.05378660161075721,0.05884495208413743,0.9140393475542006
37,0.04403084801733382,0.05562353779811331,0.7915866152985995
38,0.045766801470433174,0.0627844320824053,0.7289514287496421
39,0.04506432193843978,0.05169689493436174,0.8717026814624965
40,0.04632710842911728,0.09169852228390227,0.5052110685620592
